#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,スポット会話,,チャプター10：ファミリーレストラン　初春 飾利　佐天 涙子　,
#,,,新作スイーツ,
1,初春 飾利,36000101,イチゴとベリーのパフェにプリンアラモード……<br>こっちのフルーツタルトもいいですね！,900360002,10,ef_com_00100_002_000_00,
2,佐天 涙子,37000101,今回の新作、どれも美味しそうだよね。<br>それにしても御坂さんたちちょっと遅くない？,900370029,10,
3,初春 飾利,36000101,ああ、御坂さんたちなら急用で少し遅れるそうですよ。,900360006,10,
4,初春 飾利,36000101,はぁ……できれば一刻も早く<br>この新作スイーツたちを堪能したいんですけど。,900360015,14,ef_com_00100_002_006_00,
5,佐天 涙子,37000101,だったら御坂さんたちが来る前に<br>先に一つ食べちゃえばいいんじゃない？,900370008,10,
6,初春 飾利,36000101,！　それは名案ですね！　じゃあ私はこれにします！,900360011,15,ef_com_00100_002_001_00,
7,佐天 涙子,37000101,タルトにするんだ。<br>だったら私はケーキにしようかな？,900370011,12,ef_com_00100_002_000_00,












