#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,スポット会話,,チャプター03：上条当麻の学校　吹寄 制理　　,
#,,,吹寄さんの想い,
1,吹寄 制理,8000101,さーて……と。今日は何事もなく一日が終わりそうね。<br>この学校ときたら、何もない日の方が少ないんだから。,900080006,10,
2,吹寄 制理,8000101,特にあの三バカ、その中でも特に上条ときたら！<br>年中年中しょうもないことで騒いで、かと思えば……,900080018,13,
3,吹寄 制理,8000101,……良く分からないトラブルに巻き込まれて。<br>こっちに心配ばっかりさせて！　まったく！,0,13,
4,吹寄 制理,8000101,……って、あんな馬鹿のことなんか心配してないけど！<br>ただ、クラスのムードを乱すのはやめてほしいわね！,900080005,17,
5,吹寄 制理,8000101,……まあ、実際は。上条がいると、なぜか……<br>皆のテンションが上向きになる事が……多いけど。,0,11,
6,吹寄 制理,8000101,……あいつなりに周囲の人間の事を考えてるから。<br>その想いが一応皆に伝わってるって事なの、かな。,900080005,12,ef_com_00100_002_000_00,
7,吹寄 制理,8000101,……だからって！　あの好き勝手に騒ぎを起こす態度を<br>認めようとは思わないけど！　むしろ許せない！,0,13,
8,吹寄 制理,8000101,ていうか、さっきから私はなんで上条の事ばかり<br>考えてるのよ！　意味わかんない！,900080017,15,ef_com_00100_002_001_00,
9,吹寄 制理,8000101,しかもなんか……顔が火照ってるし。な、なんなのこれ！<br>クールダウンにはきゅうり水がいいけど……。,900080030,17,ef_com_00100_002_006_00,
10,吹寄 制理,8000101,こんな教室にきゅうりなんかあるわけないし！<br>て、ていうかなんで私こんな赤くなってんのよ！,0,17,
11,吹寄 制理,8000101,……何もかも上条のせいだわ、まったくもう！<br>とっとと帰って洗顔しよ！,900080015,17,ef_com_00100_002_003_00,
















































