#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,,,ストーリーイベント: おみくじログインボーナス演出 チャプター07,
#,,,白井 黒子,,,,
#,,,#【1月7日　5:00　～　1月8日　4:59】,
#,,,#【神社の参道／昼】,
1,白井 黒子,5001001,やっと来ましたのね……。待ちくたびれましたの。<br>今日を入れて、１日１回のおみくじチャンスはあと４回。,900020126_001,10,
2,白井 黒子,5001001,おみくじの結果で貰えるものが違うらしいですが……<br>どんな結果でもちゃんと受け止める事ですわね。,900020126_002,11,
#,,,#【おみくじ結果：中吉の場合】,
4,白井 黒子,5001001,今日の運勢は中吉ですわ。まぁわたくしのように、<br>清く正しく生きていれば当然の結果ですわね。,900020126_004,10,
#,,,#【結果に拘わらず共通の締め】,
7,白井 黒子,5001001,さて。明日も来ることをお勧めしますわ。<br>あの女も、相っ当ー、色々と面倒ですので……。,900020126_007,12,
#,,,#END,































































#,,,#END,


































































