#ID,名称,CharaID,メッセージ（全角26文字x2行）,ボイスID,表情差分,エモーション,
#,,,ストーリーイベント: デュラララ!!コラボ チャプター02,
#,,,聖人と妖精の邂逅,,,,
#,,,#【学園都市・交差点・夜】,
#,,,,,,,
#,,,#【公園・全景・夜】,,,,
#,,,,,,,
1,セルティ,219000101,（お、公園か。ここで一休みしよう）,1,10,
2,セルティ,219000101,（しばらくは街から出られそうにもないな。<br>新羅に連絡を――）,1,10,
3,セルティ,219000101,（……圏外？　こんな大きな街なのに、<br>一体どうなって――）,1,10,ef_com_00100_002_002_00,
#,,,,,,,
4,セルティ,219000101,（金属音……？　いや、これは――）,1,10,
#,,,,,,,
5,セルティ,219000101,（やはり、これは誰かが戦っているのか！？<br>手掛かりになるか分からないが、行ってみよう！）,1,10,ef_com_00100_002_003_00,
#,,,,,,,
#,,,#【公園・内部Ａ・夜】,
6,鎧騎士Ａ,518000102,…………。,,10,
7,神裂 火織,25000201,鎧の騎士がなぜこの街に……。<br>魔術的な自律人形の類のようですが。,1,13,
8,神裂 火織,25000201,まるで闇夜に蠢く鎧の亡霊。この街の者にとっては、<br>もしかすると悪夢みたいな光景かもしれませんね。,1,13,
9,神裂 火織,25000201,何が起きているのか、答えは得られそうにないですし……<br>ならば斬り捨てるのみ！　はぁあぁあ――っ！,1,13,,
10,鎧騎士Ａ,518000102,…………！,,10,,
#,,,,,,,
11,神裂 火織,25000201,（一体一体の戦闘力は、それほど高くないようです。<br>でもこの数になると――）,1,13,
12,神裂 火織,25000201,少し厄介ですね。ですが……、<br>被害が広がる前に、ここで全て叩きます！,1,13,
#,,,,,,,
#,,,,,,,
13,セルティ,219000101,『大丈夫か！？』,1,10,
14,神裂 火織,25000201,バイク……？　新手か？,1,13,
15,セルティ,219000101,『違う、私は敵ではないんだ。<br>あなたが困っているのなら、助けようと――』,1,10,
16,神裂 火織,25000201,っ！？　やぁああぁぁっ！,1,13,
17,セルティ,219000101,『ま、待ってくれ！　私の話を――』,1,10,ef_com_00100_002_003_00,
18,鎧騎士Ｂ,518000102,……！,,10,,
#,,,,,,,
19,神裂 火織,25000201,くっ、油断した……！<br>目の前で犠牲者を出してしまうなど――なっ！？,1,15,
#,,,,,,,
#,,,,,,,
20,セルティ,219000201,（私としたことが後ろを取られていたのか！<br>だが、この鎧の騎士達はいったい……？）,1,10,
21,神裂 火織,25000201,（黒い大鎌？　魔術、ではないようですが……。<br>いや、それ以前に――）,1,15,
22,神裂 火織,25000201,あなた、首が……！？,1,15,ef_com_00100_002_003_00,
#,,,,,,,
23,神裂 火織,25000201,っ！<br>少なくともこの者どもの仲間ではなさそうですね。,1,13,
24,神裂 火織,25000201,話は後で聞かせて頂きますが、今は――。,1,13,
25,セルティ,219000201,（――コイツらを倒さないと！）,1,10,
#,,,【時間経過演出】,
26,神裂 火織,25000201,あらかた片づいたようですね。<br>では、聞かせてもらいます。あなたは何者ですか？,1,10,,
27,神裂 火織,25000201,先ほどの大鎌……黒い靄のようなものが現れ、<br>鎌を形成したように見えました。,1,10,,
28,神裂 火織,25000201,魔術、ではなさそうですが、<br>その靄の正体とあなたが何者か教えてください。,1,10,,
29,セルティ,219000101,『すまないが、私は喋れないんだ。<br>代わりにこのＰＤＡで意思疎通させてほしい』,1,10,
30,神裂 火織,25000201,申し訳ありません。私は機械が苦手で……<br>ん？　なるほど、その画面を読めばいいのですね？　　,1,15,ef_com_00100_002_001_00,
31,セルティ,219000101,『この首を見て簡単に信じてはもらえないだろうが、<br>少なくとも私は怪しい者じゃない』,1,10,
32,セルティ,219000101,『襲われているあなたを見て、ただ助けたかった<br>だけなんだ。――迷惑だっただろうか？』,1,10,ef_com_00100_002_004_00,
33,神裂 火織,25000201,いえ、助かりました。奴らをここで食い止める<br>ことができたのは、あなたのご助力のおかげです。,1,12,
34,神裂 火織,25000201,しかし先ほど鎌を形成した靄みたいなものといい、<br>あなたは一体……？,1,10,,
35,セルティ,219000101,『あー……もしかしたら<br>聞き覚えがあるかもしれないが……』,1,10,
36,セルティ,219000101,『「デュラハン」というものを知っているだろうか？』,1,10,
37,神裂 火織,25000201,デュラハン？　北欧に伝わる、<br>首のない妖精のことでしょうか？,1,15,ef_com_00100_002_002_00,
38,セルティ,219000101,『まさしくそれだ。私はそのデュラハンなんだ』,1,10,
39,セルティ,219000101,『訳あって失った自分の首を探していてね。<br>このヘルメットは首がないのを隠すため』,1,10,
40,セルティ,219000101,『そして鎌を形成した黒い「影」みたいなものは<br>知人曰く「不思議ＳＦトンデモ物質」なんだけど』,1,10,
41,セルティ,219000101,『すまないが、私自身もよく分からないんだ』,1,10,
42,神裂 火織,25000201,いえ、説明ありがとうございます。<br>申し遅れましたが――。,1,10,
43,神裂 火織,25000201,私は神裂火織という者です。よろしければ、<br>あなたのお名前をお聞きしたいのですが……。,1,12,
44,セルティ,219000101,『私はセルティ・ストゥルルソン。<br>セルティと呼んでくれて構わない』,1,10,
45,神裂 火織,25000201,セルティですね。わかりました。,1,12,
46,セルティ,219000101,『あなたのことは火織と呼んでいいだろうか？』,1,10,
47,神裂 火織,25000201,ええ、構いませんよ。,1,12,
48,神裂 火織,25000201,しかしデュラハンとは……。<br>まさか実際に会うことになるとは思いませんでした。,1,10,
49,セルティ,219000101,『そ、そうあまりジロジロ見られると、<br>さすがに恥ずかしいのだが……』,1,10,
50,神裂 火織,25000201,え？　あ、その、すみません！　<br>つい気になって見とれてしまいました……。,1,15,ef_com_00100_002_003_00,
51,セルティ,219000101,『あ、いや、自分でも珍しい存在だと思うから、<br>無理もないよ』,1,10,
52,セルティ,219000101,『それより尋ねたいんだが、ここはどこなんだ？』,1,10,
53,セルティ,219000101,『バイクで走っていたらいつの間にか<br>迷い込んでしまって……街並みに全く見覚えがない』,1,10,
54,神裂 火織,25000201,ここは学園都市ですね。,1,10,
55,神裂 火織,25000201,ただ、私はこの街の人間ではないので、<br>案内できるほど詳しくなくて……申し訳ありません。,1,14,ef_com_00100_002_004_00,
56,セルティ,219000101,『そうか、困ったな……』,1,10,
57,神裂 火織,25000201,私の代わりといっては何ですが<br>学園都市に詳しい人物なら紹介できます。,1,10,
58,セルティ,219000101,『それは助かる！　是非とも頼む！』,1,10,
59,神裂 火織,25000201,（学園都市に詳しい人物で私が紹介できるのは、<br>上条当麻が居ますが……）,1,11,
60,神裂 火織,25000201,（彼に頼むとあの子まで、<br>巻き込んでしまう可能性がありますね）,1,14,ef_com_00100_002_006_00,
61,神裂 火織,25000201,（ならばここは、無難に土御門に頼むとしましょう）,1,11,
62,神裂 火織,25000201,では、連絡を取ってみます。少し待ってて――。,1,10,
#,,,,,,,
63,セルティ,219000101,『なんだ、爆発音！？』,1,10,
64,神裂 火織,25000201,あれはステイルの！？,1,15,ef_com_00100_002_001_00,
#,,,#END,
