#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,スポット会話,,チャプター07：上条当麻の学校　月詠 小萌　黄泉川 愛穂　,
#,,,二人の先生たち,
1,月詠 小萌,6000101,はーっ。うまくいかないものなのです……。,900060015,14,ef_com_00100_002_006_00,
2,黄泉川 愛穂,7000101,なに溜息ついてるじゃんよ？,900070001,10,ef_com_00100_002_001_00,
3,月詠 小萌,6000101,黄泉川先生。……先ほど、他の先生から私の生徒指導が<br>甘いと指摘されたのです。,900060012,14,
4,黄泉川 愛穂,7000101,どいつじゃんよ、その指摘したのは。,900070021,13,
5,月詠 小萌,6000101,いえ……誰かは伏せるのです。その先生がそう仰るのも<br>わかるので。実際、うちのクラスの生徒さんたち……,900060008,14,ef_com_00100_002_003_00,
6,黄泉川 愛穂,7000101,その教師の授業での態度が良くなかったって？<br>授業に惹きつけられないその教師にも責任あんじゃんよ。,900070018,11,ef_com_00100_002_005_00,
7,月詠 小萌,6000101,とはいえ……生徒さんたちがそうなのは、私が生徒さんの<br>尊敬に値する担任になれていないからかもと思うのです。,900060008,16,ef_com_00100_002_004_00,
8,黄泉川 愛穂,7000101,それは間違いじゃんよ。月詠センセは、センセのクラスの<br>子供たちに、ものすごく尊敬されてるじゃんよ。,900070007,10,
9,月詠 小萌,6000101,ええ？　そうなのです？<br>まあ嫌われてはいないとは思いますけど……,900060023,15,ef_com_00100_002_003_00,
10,黄泉川 愛穂,7000101,尊敬されてるじゃん。きっと、センセが誰かになんか<br>言われたら、どの子もセンセのために頑張るじゃんよ？,900070005,12,
11,月詠 小萌,6000101,そう……なのです？,0,14,ef_com_00100_002_002_00,
12,黄泉川 愛穂,7000101,そうじゃんよ。それにセンセの専門知識の深さ、<br>なんだかんだでみんなすごく頼りにしてるじゃん。,900070009,10,
13,月詠 小萌,6000101,そうだと……いいのです。……ありがとうなのです。<br>少し、元気出たのです。,900060014,12,ef_com_00100_002_000_00,
14,黄泉川 愛穂,7000101,ホントのことをいったまでじゃんよ。,900070006,12,ef_com_00100_002_000_00,













































