#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,スポット会話,
#,
1,絹旗 最愛,18000201,ん……？　あの若い男……よく見ると動きが超おかしい。<br>……どう見ても、通行人の荷物を超狙ってます。,900180025,20,ef_com_00100_002_002_00,
2,絹旗 最愛,18000201,……引ったくり犯ですかね。昼日中から超みっともない。<br>動きも隙だらけだし、素人に毛が生えた程度ですね。,0,10,ef_com_00100_002_001_00,
3,絹旗 最愛,18000201,構うのも面倒だし、超放っておきますか。今日の恰好は<br>完全オフ仕様だし、ミニスカで激しい運動は超勘弁です。,0,11,
4,絹旗 最愛,18000201,……ん？　アイツ、……小学生の女の子たちを見てる？<br>まさか、小学生から引ったくりを？　超外道……。,900180020,15,ef_com_00100_002_002_00,
5,絹旗 最愛,18000201,同じ少女として、見捨てる訳には超いかないですね。<br>仕方がない――気配を殺して近づいて……。,0,20,ef_com_00100_002_005_00,
6,絹旗 最愛,18000201,『<ruby>窒素装甲</ruby>』の塊で、一発超ぶん殴ります！,900180002,10,
#,,18000201,#ルビ：窒素装甲（オフェンスアーマー）
#SE：窒素の集まる風の音（ゴウ）,
7,絹旗 最愛,18000201,……って、しまっ！　窒素の風圧でミニスカがっああっ？<br>ああああっ！　仕切り直しっ！,900180017,15,ef_com_00100_002_003_00,
8,絹旗 最愛,18000201,い、今のは……あ、明らかに、アウト。通風孔もないのに<br>古き良きぷぷっぴどぅーを超再現してしまいました……！,0,17,
9,絹旗 最愛,18000201,う、ううう……通行人の目が痛い。超痛い！,0,16,ef_com_00100_002_004_00,
10,絹旗 最愛,18000201,はっ！　でも、今のアクシデントで注目を集めたので、<br>先程の引ったくりはいつの間にか超いなくなってますね。,0,15,ef_com_00100_002_001_00,
11,絹旗 最愛,18000201,なーんだ、じゃあ結果として良かった……訳ないです！<br>超恥ずかしい！　あの引ったくり、次見かけたら超殺す！,900180021,13,ef_com_00100_002_005_00,



