#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,
#,,,トリッキー,,,,
#,,,#【研究所・研究室】,
#,,,#アニメシーン画像より。構えるフレンダ。,
1,フレンダ,19000101,この窮地、凌げるものなら凌いでみなさい！,1,13,,
#,,,#アニメシーン画像より。フレンダ、発火装置を白線に刺す。<br>#ニッと顔上げるフレンダ。<br>#面倒そうな御坂。,
2,御坂 美琴,4002701,はぁ……マズったわ。,1,14,,
#,,,#アニメシーン画像より。走り抜ける炎。<br>#握る手、スパーク。,
3,御坂 美琴,4002701,話し合いなんて考えるからこうなんの……よ！,1,13,,
#,,,#アニメシーン画像より。床が持ち上がる。<br>#驚くフレンダ。,
4,フレンダ,19000101,いっ！？,1,15,,
#,,,#アニメシーン画像より。ボコボコになった床に立つ御坂。,
5,御坂 美琴,4002701,少しでも体力を温存しなきゃいけないのに……。,1,21,,
6,フレンダ,19000101,（磁力で床を持ち上げた！？）,1,15,
#,,,#アニメシーン画像より。走り出す御坂。<br>#一歩下がるフレンダ。,
7,フレンダ,19000101,（やばっ！　こいつ、マジで<ruby>超能力者</ruby>級の能力者！？）,1,16,,
#,,,#アニメシーン画像より。駆けてくる御坂。<br>#腕構える御坂。,
8,御坂 美琴,4002701,覚悟はいい！？,1,20,
#,,,#アニメシーン画像より。フレンダ、耳栓をつける。,
9,フレンダ,19000101,（でも、その強すぎる力が油断に繋がるのよね！）,1,11,
#,,,#アニメシーン画像より。スタングレネードを落とす。<br>#！？となる御坂。<br>#ベレー帽で顔を隠すフレンダ。<br>#床に落ちるスタングレネード。<br>#激しい発光。<br>#白光の御坂。,
10,御坂 美琴,4002701,（しまった……！）,1,16,
#,,,#アニメシーン画像より。帽子を上げるフレンダ。,
11,フレンダ,19000101,バカ正直に突っ込んでくるからこうなるのよ！,1,10,,
#,,,#アニメシーン画像より。耳を押さえる御坂。,
12,御坂 美琴,4002701,（スタングレネード！？　<br>油断した、耳と目が……！）,1,16,
#,,,#アニメシーン画像より。フレンダナメ、御坂。,
13,フレンダ,19000101,うふっ。,1,12,
#,,,#アニメシーン画像より。屈むフレンダ。,
14,フレンダ,19000101,（自信満々の能力者をハメたこの瞬間が……！）,1,12,
#,,,#アニメシーン画像より。スカートからミサイル。<br>#ミサイルを放るフレンダ。,
15,フレンダ,19000101,最っ高に快感な訳よ！,1,12,,
#,,,#アニメシーン画像より。御坂に迫るミサイル。<br>#爆発。<br>#ニッとするフレンダ。,
16,フレンダ,19000101,にひっ♪,1,12,
#,,,#アニメシーン画像より。手を挙げるフレンダ。,
17,フレンダ,19000101,にゃーっはっはっはっはっ！<br>結局は私にかかればこんなもんな訳よ！,1,12,,
18,フレンダ,19000101,んー！　よっしゃー！　ギャラ半分ゲットー！<br>何買おっかな～！,1,12,,
#,,,#アニメシーン画像より。踊るフレンダ。,
19,フレンダ,19000101,ギャラ半分～♪　ギャラ半分～♪,1,12,,
#,,,#アニメシーン画像より。顔上げるフレンダ。,
20,フレンダ,19000101,ホント、何買おっか……。,1,10,,
#,,,#アニメシーン画像より。爆発跡。,
21,フレンダ,19000101,（いない！？　<br>跡形もなく消し飛ぶような火力じゃない！）,1,15,
#,,,#アニメシーン画像より。小首かしげるフレンダ。,
22,フレンダ,19000101,えーと……って事は結局……？,1,14,,
#,,,#アニメシーン画像より。フレンダナメ、歩いてくる御坂。,
23,御坂 美琴,4002701,<ruby>電撃使い</ruby>についてよく調べているみたいだけど……。,1,11,,
#,,,#アニメシーン画像より。周囲のワイヤーフレーム。,
24,御坂 美琴,4002701,私くらいになると電磁波で空間把握ができるのよ。,1,11,,
#,,,#アニメシーン画像より。ビクッと止まるフレンダ。,
25,御坂 美琴,4002701,おっと、下手に動かない方がいいわよ。,1,20,,
#,,,#アニメシーン画像より。目を開ける御坂。,
26,御坂 美琴,4002701,もうそろそろ目も見えてきたし、<br>この距離なら何にしても電撃の方が速い……。,1,20,,
#,,,#アニメシーン画像より。涙目のフレンダ。,
27,フレンダ,19000101,Ｍｉｊｉ,1,14,,
#,,,#アニメシーン画像より。？となる御坂。,
28,御坂 美琴,4002701,えっ？,1,15,,
#,,,#アニメシーン画像より。喚いているフレンダ。,
29,フレンダ,19000101,Ｍｉｊｉ　ｃａｖｉｎｏ<br>ｃａｐｒｉ　ｃｉｔｒｅｖａ,1,14,,
#,,,#アニメシーン画像より。考え込む御坂。,
30,御坂 美琴,4002701,（は？　何言ってんの？　英語でも<br>フランス語でも……あれ？　でもさっき日本語を）,1,15,
#,,,#アニメシーン画像より。振りかぶるフレンダ。,
31,フレンダ,19000101,んな言語ねぇっつーの！,1,13,,
#,,,#アニメシーン画像より。ビンを投げたフレンダ。<br>#御坂、スパーク。<br>#ビンに電撃が当たる。<br>#ビンが爆発。,
#,,,#END,
