#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,
#,,,最強賢者の異世界転移,,,,
#,,,#【ファンタジー背景】,
1,魔族,999000101,くそっ！　あいつらどこまで追って……ぐっ！？,1,10,,
2,アルマ,199000101,やっぱりこっちに来た！<br>マティ君の狙い通り！,1,13,ef_com_00100_002_001_00,
3,ルリイ,198000101,追い詰めました！<br>大人しく観念してください！,1,13,,
4,イリス,197000101,もうどこにも逃がしませんよ！,1,13,,
5,マティアス,196000101,これで終わりのようだな。,1,22,,
6,魔族,999000101,ぐっ……くく、はははははっ！,1,10,,
7,イリス,197000101,わわっ、なんか急に笑い出しましたよ！？,1,15,ef_com_00100_002_003_00,
8,魔族,999000101,終わりだと？　ふざけるな！<br>まだ逃げ場はある！　これを使えばなぁ！,1,10,,
9,マティアス,196000101,……魔道具を触媒にした転移魔法か。<br>確かに、それが発動すれば逃げられるかもしれないな。,1,13,
10,マティアス,196000101,だが、そんなネタばらしをしておいて、<br>俺に通用するわけ――！？,1,15,
11,マティアス,196000101,なんだ、この術式の構造は……<br>あの魔道具の影響か！？,1,22,ef_com_00100_002_001_00,
12,ルリイ,198000101,きゃあっ！　ま、巻き込まれちゃ……！,1,16,ef_com_00100_002_003_00,
13,マティアス,196000101,くっ……！？,1,16,
#,,,#【暗転】,,,,
14,マティアス,196000101,……はっ！？,1,15,ef_com_00100_002_001_00,
15,マティアス,196000101,……そうか、確か俺は転移魔法に巻き込まれ……。<br>どこかに転移させられたのか。,1,13,
16,マティアス,196000101,しかし……ここはどこだ？<br>随分と文明が発達しているようだが……。,1,13,
17,翼の生えた学生,540000101,見つけたぞマティアス！<br>死ねぇっ！,1,13,,
18,マティアス,196000101,ふん！　気配も消せない雑魚が！<br>そんな奇襲食らうわけ――。,1,11,
19,上条 当麻,1000701,危ない！,1,20,,
20,翼の生えた学生,540000101,なにっ！？,1,15,,
21,マティアス,196000101,（炎の魔法を防いだ……いや、かき消したのか！？<br>なんの魔力の気配もなく……？）,1,15,
22,マティアス,196000101,（あの右手は一体……）,1,13,ef_com_00100_002_006_00,
23,上条 当麻,1000701,おいアンタ、無事か！？<br>早く安全な所に逃げ――。,1,10,
24,翼の生えた学生,540000101,おのれ！　邪魔をするなら貴様から殺してやる！,1,13,,
25,上条 当麻,1000701,こいつ……動きが、速……！？,1,15,ef_com_00100_002_003_00,
26,マティアス,196000101,ふっ！,1,13,,
27,翼の生えた学生,540000101,ぐがっ！？　がぁ……。,1,16,,
28,マティアス,196000101,ひと先ず一体、討伐完了だな。,1,11,
29,上条 当麻,1000701,なっ……！？,1,15,ef_com_00100_002_003_00,
30,土御門 元春,3000701,おいおい、どうした、カミやん。<br>急に走り出して……おお？,1,10,,
31,神裂 火織,25000101,翼の生えた男が斬られている？<br>これは一体……。,1,10,,
32,上条 当麻,1000701,アンタ、何者なんだ？,1,10,
33,マティアス,196000101,俺の名はマティアス。<br>恐らく、異世界からこの世界にやって来た人間だ。,1,10,
#,,,#END,
