#ID,名称,CharaID,メッセージ（全角26文字x2行）,ボイスID,表情差分,エモーション,
#,
#,チャプタータイトル,,決着と『消失』,,,,
#,,,#【『窓のないビル』の直下】,
1,上条 当麻,1000401,（<ruby>去鳴</ruby>と海賊少女が打って出た！<br>あのクラス６ですら切り崩せる二人が……！）,1,20,,
2,木原 唯一,245000701,くす。,1,21,,
3,上条 当麻,1000401,（A.A.A.の砲撃……っ！　去鳴達も躱した……が、<br>あいつ、最初から当てるつもりなかったのか！？）,1,15,ef_com_00100_002_001_00,
4,上条 当麻,1000401,（身を低く落とさせて、相手の自由度を押さえ込んで、<br>あの馬鹿デカいチェーンソーの一撃が本命か！！）,1,13,
5,琉華,247000101,あ。,1,15,
6,去鳴,155000701,……チッ！！,1,13,
7,琉華,247000101,っ！,1,13,,
8,去鳴,155000701,ぐ……ッ。,1,13,,
9,上条 当麻,1000401,（去鳴！　あいつ、海賊少女を蹴って逃がす代わりに、<br>自分はまともにチェーンソーを受けやがった！）,1,15,,
10,上条 当麻,1000401,（マズい、片腕がもう壊された！<br>そのまま縦に真っ二つにされちまう！！）,1,13,,
11,上条 当麻,1000401,<ruby=・>脂</ruby><ruby=・>肪</ruby><ruby=・>の</ruby><ruby=・>代</ruby><ruby=・>わ</ruby><ruby=・>り</ruby>だ、上里ォ！！,1,13,,
12,上里 翔流,103000801,ふ。,1,21,,
13,上条 当麻,1000401,（液体糊のボトルを、チェーンソーのブレードに<br>投げつける！！　これであのチェーンソーは……！！）,1,20,,
14,木原 唯一,245000701,？,1,15,ef_com_00100_002_002_00,
15,上条 当麻,1000401,大昔にあった処刑用の斧は人の血や脂肪で<br>ダメになるらしい！　切れ味抜群の日本刀だって、,1,20,
16,上条 当麻,1000401,乱戦になれば何十人とスパスパ切れるもんじゃない、<br>鋼の重さで撲殺していた方が正しかったんだとさ！！,1,20,,
17,木原 唯一,245000701,にゃるほど。,1,10,
18,去鳴,155000703,がっ！？,1,16,,
19,木原 唯一,245000701,くす。,1,21,,
20,上条 当麻,1000401,半透明に擬態、エレメントの性質はそのままか！？,1,15,
21,上条 当麻,1000401,ッ！！,1,15,,
22,上条 当麻,1000401,（チェーンソーを構えて、上里の真正面にっ！？）,1,15,,
23,上条 当麻,1000401,あ、あああああああああああああああああああああああ<br>ああああああああああああああああああああああああ！！,1,13,,
24,木原 唯一,245000701,確かに還元生命を魔術の元素で支えるエレメントは、<br>疑似生命のサガとしてその右手に弱い。,1,10,
25,木原 唯一,245000701,ですがあなたの右手もまた、私の右手に弱い。<br>違いますか？,1,12,
26,上条 当麻,1000401,……ッッッ！！！？？？,1,16,,
27,木原 唯一,245000701,<ruby=・>新</ruby><ruby=・>た</ruby><ruby=・>な</ruby><ruby=・>天</ruby><ruby=・>地</ruby><ruby=・>を</ruby><ruby=・>望</ruby><ruby=・>む</ruby><ruby=・>か</ruby>？,1,21,,
#,,,#【暗転】,
28,上条 当麻,1000401,（まだ、生きて、る……？）,1,16,ef_com_00100_002_001_00,
29,上条 当麻,1000401,（っ！　上里が、折り畳み傘で<br>俺を覆い隠してくれたのか！）,1,16,
30,上里 翔流,103000801,『<ruby>理想送り</ruby>』は条件さえ揃えばあらゆるものを<br>駆逐するが、あくまでも照準は右手の影に依存する。,1,10,,
31,上里 翔流,103000801,つまり、影を移せば身代わりだって用意できる。,1,10,
32,上里 翔流,103000801,やっぱりきみは、戦う前に準備した方が良い。,1,11,,
33,上里 翔流,103000801,そして去鳴。,1,21,
34,木原 唯一,245000701,ッ！？,1,15,ef_com_00100_002_001_00,
35,去鳴,155000703,私がっ、自分の手で破壊した武器を神に捧げて<br>力を得る魔術師でもあるっていうのを！,1,20,,
36,去鳴,155000703,忘れているんじゃないでしょうね！！<br>ああ『生命』としてのエレメントは喰えなかったけど、,1,20,,
37,去鳴,155000703,さて『兵装』としての<br>A.A.A.とやらならどうなのかなっとお！！,1,20,,
38,木原 唯一,245000701,このっ……。,1,13,
39,上条 当麻,1000401,やらせる、かっ！！,1,13,
40,上里 翔流,103000801,さあどうする。前門の竜に後門の虎。,1,21,
41,上里 翔流,103000801,どっちにせよエレメント素材のA.A.A.を<br>貪り尽くすには良い相手だが？,1,21,
42,木原 唯一,245000701,ハハッ、上等ォ！！,1,12,ef_com_00100_002_000_00,
43,上条 当麻,1000401,（狙いを定めずに、一斉射撃しやがった！？<br>音と衝撃波で、体が……っ！！）,1,15,ef_com_00100_002_003_00,
44,上条 当麻,1000401,（去鳴も、空中に投げ出されやがった！<br>ま、ずい……狙われているぞ……！！）,1,21,
45,上里 翔流,103000801,……、,1,21,,
46,上条 当麻,1000401,マジか、……おい……っ！！,1,15,
47,上条 当麻,1000401,（上里の野郎、何で丸腰のまま前に出て……っ！？）,1,15,ef_com_00100_002_003_00,
48,木原 唯一,245000701,あっ、な……ッ！！,1,16,,
49,上里 翔流,103000801,流石の『木原』さん家の誰かさんでも傷つくかな？,1,11,
50,上里 翔流,103000801,<ruby=・>自</ruby><ruby=・>分</ruby><ruby=・>の</ruby><ruby=・>体</ruby><ruby=・>が</ruby><ruby=・>壊</ruby><ruby=・>れ</ruby><ruby=・>て</ruby><ruby=・>い</ruby><ruby=・>く</ruby><ruby=・>の</ruby><ruby=・>を</ruby><ruby=・>目</ruby><ruby=・>の</ruby><ruby=・>当</ruby><ruby=・>た</ruby><ruby=・>り</ruby><ruby=・>に</ruby><ruby=・>す</ruby><ruby=・>る</ruby><ruby=・>の</ruby><ruby=・>は</ruby><ruby=・>さ</ruby>。,1,13,,
51,木原 唯一,245000701,っ。,1,16,
52,上里 翔流,103000801,行け。,1,21,
53,上条 当麻,1000401,（長い髪をキツネの耳のようにした女の子が……<br>まるで四足獣みたいにA.A.A.に飛びかかった！？）,1,15,ef_com_00100_002_002_00,
54,上里 翔流,103000801,彼女はこっくりさん『のようなもの』を<br>管理運用する魔術師だ。,1,10,
55,上里 翔流,103000801,そして科学者には分からないかな、<br>こいつには<ruby=・>狐</ruby><ruby=・>と</ruby><ruby=・>狗</ruby><ruby=・>と</ruby><ruby=・>狸</ruby>の字があてられてる事にさ。,1,10,,
56,木原 唯一,245000701,…………………………………………………………………<br>………………………………………………………、うそだ。,1,13,
57,上里 翔流,103000801,教えてくれよ、あの野良犬の事を。行く末次第では、<br>彼女の一〇円玉で呼び出せるかもしれないな。,1,21,
58,木原 唯一,245000701,うそだァァァああああああああああああああああああああ<br>ああああああああああああああああああああああああ！！,1,13,,
59,上里 翔流,103000801,<ruby=・>返</ruby><ruby=・>す</ruby><ruby=・>よ</ruby>。,1,13,,
60,木原 唯一,245000701,がは……あッッッ！！！？？？,1,16,,
61,上里 翔流,103000801,……木原唯一。きみは一つ根本的な勘違いをしている。,1,11,
62,上里 翔流,103000801,ぼくは単にその右手、<br><ruby>理想送り</ruby>の扱い方だけで先達な訳じゃない。,1,21,,
63,上里 翔流,103000801,……きみの経歴は知らないけど、<br>復讐者としてもぼくの方が先輩だ。,1,21,
64,上里 翔流,103000801,だから同じ人種が何を考えてどう動くかは<br>手に取るように分かるんだよ。,1,21,
65,木原 唯一,245000701,はっ……、はっ……っっっ！！,1,13,,
66,上里 翔流,103000801,そして日が浅いのが災いしたな。ぼくに野良犬の事を<br>悪く言われて頭に血が上ったか？　でもそれは間違いだ。,1,13,
67,上里 翔流,103000801,ならば逆にぼくが涙を浮かべて謝罪していれば<br>怒りは収まったか。そんな訳がないだろう。,1,13,
68,上里 翔流,103000801,ぼくだったらあの『魔神』どもが命乞いしようが<br>心を入れ替えると言おうが関係なく消し飛ばす。,1,13,
69,上里 翔流,103000801,復讐っていうのはさ、<br>そうでなくちゃ成就しないんだ。,1,11,
70,上里 翔流,103000801,もしかしたら相手も心を痛めているかもしれない。<br>何か優しい一言が出てくるかもしれない。,1,21,
71,上里 翔流,103000801,そんな風に思った時点で、<br>きみの復讐はもう失敗していた。,1,21,
72,木原 唯一,245000701,……、,1,16,,
73,上里 翔流,103000801,それじゃあ返してもらうぞ、その右手。,1,21,
74,上里 翔流,103000801,そいつはぼくの元にあり、それを与えた『魔神』どもに<br>振りかざしてこそ意味のある力だ。,1,21,
75,上里 翔流,103000801,第三者のきみの手で、<br>いらぬ犠牲を出しても良いものじゃない。,1,21,
76,木原 唯一,245000701,はっ、はああああああああああああああああああああああ<br>ああああああああああああああああああああああああ！！,1,12,,
77,木原 唯一,245000701,……何故この場所を選んだと思います、先輩？<br>そしてこれが私の復讐の流儀だ。,1,11,,
78,上条 当麻,1000401,（――、……。天井の、あれは確か『窓のないビル』を<br>宇宙まで発射するための、ブースターじゃなかったか？）,1,21,ef_com_00100_002_001_00,
79,木原 唯一,245000701,今から逃げてももう遅い。,1,23,,
80,木原 唯一,245000701,そして復讐者の私には分かる事があります。<br>先輩、あなた、ブレましたね？,1,23,
81,木原 唯一,245000701,本当にただただ復讐を望む『だけ』なら、遊びの道具を<br>奪われる憤りこそあれ、周りへの被害なんて考えない！,1,13,
82,木原 唯一,245000701,あなたはもう復讐を遂げるだけの機械とは<br>別の軸を持ち始めている！！,1,13,
83,木原 唯一,245000701,あなたはすでに『<ruby>理想送り</ruby>』の保有者とはなりえない。,1,13,,
84,木原 唯一,245000701,最悪、右手に接触すると同時にあなた自身が<br>消し飛ばされない位置にいるんですからねえ！！,1,13,
85,木原 唯一,245000701,あなたと違い、私には復讐『しか』ない。,1,13,,
86,木原 唯一,245000701,なので私自身を巻き込む事にも躊躇しない！！<br>非常口やシェルターも存在しない！,1,13,,
87,木原 唯一,245000701,復讐は、叶えるだけならそう難しい事ではありません。<br>余計なものを背負い込もうとしなければ、ねえ？,1,13,
88,上里 翔流,103000801,……、,1,21,,
89,上里 翔流,103000801,……彼女、は陽動のハリボテA.A.A.を纏って<br>まだ上か。なら他の誰でも良い。,1,21,
90,上里 翔流,103000801,誰かこいつの右手を切り落として、<br>ぼくの右手に繋げてくれ。,1,21,
91,去鳴,155000704,で、でもお兄ちゃん！！<br>さっきも木原唯一のヤツが言っていたっしょ！,1,15,ef_com_00100_002_003_00,
92,去鳴,155000704,今のお兄ちゃんが<ruby>理想送り</ruby>と接触したら、<br>それだけで吹き飛ばされかねないって！！,1,15,,
93,上里 翔流,103000801,でも上のブースターを何とかするにはそれしかない。<br>ぼくの力で消し飛ばすしか。,1,21,
94,去鳴,155000704,壊すだけなら他にも！,1,14,
95,上里 翔流,103000801,壊すだけだと大爆発を起こす。<br>『消さなくちゃ』ならないんだ。,1,11,
96,去鳴,155000704,……え？　ちょっと待ってよ、それって、え？？？,1,15,ef_com_00100_002_002_00,
97,上里 翔流,103000801,ふう、上条当麻、ぼくのトートバッグを。,1,11,
98,上条 当麻,1000401,あ、ああ？,1,15,ef_com_00100_002_002_00,
99,去鳴,155000704,クソ馬鹿お兄ちゃ……ッッッ！！！？？？,1,15,,
100,上里 翔流,103000801,きみを物理的な衝撃で気絶させるのは相当難しい。でも<br>高濃度の炭酸ガスを浴びせたら呼吸は維持できるかな。,1,10,
101,去鳴,155000704,あ、かっ……。,1,16,
102,上里 翔流,103000801,こういう方法できみを止めるのは絶対にやめようって、<br>こっそり誓っていたはずだったんだけどね。,1,11,
103,上里 翔流,103000801,ダメな兄貴で済まない。,1,11,
104,去鳴,155000704,……やめ、お兄ちゃ……。,1,14,
105,上里 翔流,103000801,やめないよ。,1,10,
106,上里 翔流,103000801,なら良い。ぼくが自分でやる。,1,10,,
107,去鳴,155000704,……のむ、,1,14,
108,去鳴,155000704,たのむ、よ。その大馬鹿野郎を<br>今すぐぶん殴って、全部取り上げてくれ。,1,14,,
109,去鳴,155000704,じゃないとあいつは、<br>私のお兄ちゃんは、ほんとうに……。,1,14,
110,上条 当麻,1000401,……、,1,13,
111,上条 当麻,1000401,（最後の最後、このタイミングで上里の<br>『ブレ』が関わって来るのかよ……）,1,13,,
112,上条 当麻,1000401,（俺達が上里に投げかけてきた言葉や優しさの蓄積が、<br>翻って木原唯一の復讐へ手を貸す形になったってのか？）,1,13,
113,上条 当麻,1000401,（言いたい事は山ほどある。<br>でも、言えない。絶対に言えない）,1,11,
114,上条 当麻,1000401,（知ったような口で語るなと。ここに集まった女の子達は<br>お前の消滅した世界を望むとでも思っているのかと……）,1,20,
115,上条 当麻,1000401,（だがもし、俺の言葉が響いてしまったら、<br>上里の中でもっともっと『ブレ』が大きくなって）,1,20,
116,上条 当麻,1000401,（『<ruby>理想送り</ruby>』に拒絶されて消し飛ばれるリスクが<br>増してしまう。助けるつもりが殺してしまう）,1,20,,
117,上条 当麻,1000401,全部。,1,11,
