#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,スポット会話,,チャプター07：上条当麻の学校　上条 当麻　土御門 元春　,
#,,,休日の補習,
1,上条 当麻,1000101,せっかくの休日に土御門と二人きりで補習なんて<br>……不幸だ。,900010023,11,ef_com_00100_002_004_00,
2,土御門 元春,3000101,いいや、カミやん。そうでもないぜぇ？,900030007,10,ef_com_00100_002_001_00,
3,上条 当麻,1000101,どういうことだよ。,900010018,10,ef_com_00100_002_002_00,
4,土御門 元春,3000101,二人きりの方が<br>あんな話やこんな話を気兼ねなくできるぜぇ。,900030002,12,
5,土御門 元春,3000101,さぁ、心置きなく<br>女子がいたらできないような話をするにゃー。,900030011,17,ef_com_00100_002_007_00,
6,上条 当麻,1000101,まぁそれもそうか……って、んなわけあるかー！,900010030,15,ef_com_00100_002_003_00,
7,上条 当麻,1000101,悪いが俺は、さっさと補習を終わらせて帰るからな！,900010015,20,






