#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,,,とある高校 Chapter3,
#,,,彼女と彼女の要素分解,,,,
#,,,#【上条の学校・教室・昼】,
1,姫神 秋沙,23000101,巫女服を着た魔法使いっていう。<br>美味しい設定を活かそうとしたんだけど……。,900230028,10,ef_com_00100_002_006_00,
2,青髪ピアス,48000101,いや、それはどっちつかずや言うてるやん。<br>ネタのてんこ盛りなんよ。,900480007,14,
3,姫神 秋沙,23000101,巫女服は機能してない。魔法も使えない。<br>どうすれば……。,900230022,14,ef_com_00100_002_004_00,
4,土御門 元春,3000101,……こうなったら、新境地開拓ぜよ。,900030003,10,
5,上条 当麻,1000101,巫女でも魔法使いでもないキャラを目指すってことか？,900010004,10,ef_com_00100_002_002_00,
6,土御門 元春,3000101,ああ。例えばカミやんは、<br>このクラスだと、誰がキャラ立ってると思うんだにゃ？,900030029,10,
7,上条 当麻,1000101,う、うーん……そうだな……。<br>あ、吹寄とかどうだ？　ほら、委員長だし。,900010005,10,ef_com_00100_002_001_00,
8,吹寄 制理,8000101,ぶっ！　い、いきなり何よ！？　上条 当麻！？,900080030,15,ef_com_00100_002_003_00,
9,上条 当麻,1000101,あ、ごめん。目についたから……。,900010013,11,
10,吹寄 制理,8000101,そんな雑な理由で面倒な話題に巻き込むんじゃないわよ！,900080024,13,ef_com_00100_002_005_00,
11,上条 当麻,1000101,ああ、なんだ。話を聞いてたのか。,900010002,12,
12,吹寄 制理,8000101,大声で話してるから聞こえてただけ！<br>そんなくだらないことより、将来のことでも――,900080015,10,
13,姫神 秋沙,23000101,くだらない……。,900230012,14,ef_com_00100_002_004_00,
14,吹寄 制理,8000101,う……まあ、クラスメイトの悩みの解決は重大よね。,900080005,15,ef_com_00100_002_001_00,
15,土御門 元春,3000101,でも、少し感動だにゃー。<br>流石というか、一瞬で話の中心に躍り出たぜい。,900030010,17,
16,青髪ピアス,48000101,委員長、健康オタク……。<br>規律に厳しいツンと、面倒見が良いデレのハーモニー。,900480010,17,
17,上条 当麻,1000101,一気に話の主導を握る話術……。<br>いや、委員長仕切り能力というべきか……。,900010010,10,
18,吹寄 制理,8000101,え、いや、そんなつもりじゃ……。,900080007,17,ef_com_00100_002_003_00,
19,土御門 元春,3000101,それに何より、委員長は姫神には<br>持ってないものを持っている。,900030006,13,ef_com_00100_002_001_00,
20,青髪ピアス,48000101,確かに！,900480006,17,ef_com_00100_002_007_00,
21,上条 当麻,1000101,……あー。,900010006,22,
22,姫神 秋沙,23000101,委員長にあって。私にないもの……。<br>胸……。,900230026,11,ef_com_00100_002_004_00,
23,吹寄 制理,8000101,はい！？,900080030,15,ef_com_00100_002_003_00,
24,姫神 秋沙,23000101,服でも隠しきれない圧倒的胸。<br>残念ながら。私にはない。,900230027,11,
25,姫神 秋沙,23000101,巫女服が目立たないのも。もしかすると。<br>胸がないせいかもしれない。,900230005,14,ef_com_00100_002_006_00,
26,デルタフォース,,「……確かに」,,,,
27,吹寄 制理,8000101,なっ……！,900080017,17,
28,土御門 元春,3000101,委員長は制服でも体操着でもけしからんからにゃ～。,900030010,17,ef_com_00100_002_007_00,
29,青髪ピアス,48000101,これも、キャラのひとつやね。,900480011,17,ef_com_00100_002_007_00,
30,吹寄 制理,8000101,じ、ジロジロ見るなアホどもっ！,900080011,13,ef_com_00100_002_005_00,
#,,,#END,
