#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,
#,,,思わぬ事態,,,,
#,,,#【謎の施設・廊下・室内ライト】,
1,上条 当麻,1000601,ここが例のスタッフルームだな。<br>この中に魔術結社の残党ってのがいるんだな？,900010004,10,ef_com_00100_002_002_00,
2,レイヴィニア,43000501,ああ、他の人間が入るところは確認していない。<br>扉の向こうに敵が集結しているはずだ。,900430006,10,,
3,上条 当麻,1000601,なら、とっとと殴り込みかけちまおうぜ。<br>こっちには早く終わらせたい理由があるんだ。,900010005,11,
4,レイヴィニア,43000501,いや、待て。その前にやっておきたい事がある。,900430007,11,
5,上条 当麻,1000601,？　何だよここまできて。<br>早く解決したいんじゃなかったのか。,900010003,10,ef_com_00100_002_002_00,
6,レイヴィニア,43000501,そう焦るな。協力者の存在も確認しておきたいだけだ。<br>消し炭になった後では喋らせる事もできんだろう？,900430006,12,
7,上条 当麻,1000601,な、なるほど……。<br>んで、どうするんだ？,900010006,15,ef_com_00100_002_004_00,
8,レイヴィニア,43000501,まずは情報収集。<br>扉に耳を当てて、連中の話を盗み聞きしてやる。,900430005,11,
9,上条 当麻,1000601,そこは魔術でやるんじゃないんだ……。,900010029,21,ef_com_00100_002_006_00,
10,レイヴィニア,43000501,うるさい、黙れ。話が聞こえんだろうが。,900430024,13,ef_com_00100_002_005_00,
#,,,#【暗転】,
#,,,#【研究所・研究室・室内ライト】,
11,残党Ａ,510000106,一体、どうなっている！<br>何故あいつらは現れない！？,905100022,13,ef_com_00100_002_003_00,
12,残党Ｂ,510000107,連絡をしましたが返事もありません……。<br>何か問題が起こったのでしょうか……？,905100045,10,,
#,,,#【暗転】,
#,,,#【謎の施設・廊下・室内ライト】,
13,レイヴィニア,43000501,ほう、どうやら連中はまだ協力者と接触してないようだ。<br>おそらくだが、見限られたな。,900430003,12,,
14,上条 当麻,1000601,まぁ、お前達にやられたってなれば、<br>周りの組織もそりゃ尻込みするよなぁ……。,900010006,21,ef_com_00100_002_004_00,
#,,,#【暗転】,
#,,,#【研究所・研究室・室内ライト】,
15,残党Ａ,510000106,『明け色の陽射し』に臆したか腰抜け共が……っ。<br>おのれ、あの小娘のせいで全てが台無しだ……！,905100026,13,,
16,残党Ｂ,510000107,き、協力が得られないのなら今後どういたしますか？<br>このままではいずれ我々の組織は……。,905100053,16,ef_com_00100_002_003_00,
17,残党Ｃ,510000107,あの、すいませんー……ちょっと良いですか？<br>実はさっき会場にいた時、気になる人物を見つけまして。,905100036,10,,
18,残党Ａ,510000106,チッ、何だ？　敵がこの会場にいたのか？,905100024,13,ef_com_00100_002_005_00,
19,残党Ｃ,510000107,あ、いえ敵じゃなくて……<br>『禁書目録』らしき少女が会場にいました。,905100038,10,
20,残党Ａ,510000106,なんだと、あの『魔道書図書館』が！？<br>それは確かなんだろうな！？,905100017,15,
21,残党Ｃ,510000107,えっと、はい、おそらくは。<br>印象的な銀髪だったので間違いないと思います。,905100035,10,
22,残党Ａ,510000106,くく、ははは。なんという幸運だ。<br>あの禁書目録を手に入れれば一気に風向きが変わるぞ！,905100002,12,ef_com_00100_002_000_00,
#,,,#【暗転】,
#,,,#【謎の施設・廊下・室内ライト】,
23,レイヴィニア,43000501,っ！？　禁書目録がここにいるだと！？<br>おい小僧！　どういう事だ！？,900430030,15,ef_com_00100_002_003_00,
24,上条 当麻,1000601,げっ！？　誰にもバレない内に終わらせるはずが……っ！,900010030,15,ef_com_00100_002_003_00,
25,レイヴィニア,43000501,その口振り、お前知ってて黙っていたな！？,900430028,13,ef_com_00100_002_005_00,
26,上条 当麻,1000601,ば、バードウェイ声がデカいって……！<br>そんなに叫んだら――。,900010018,15,ef_com_00100_002_003_00,
27,残党Ａ,510000106,誰だ！　そこにいるのは！？,905100028,15,,
28,残党Ｂ,510000107,なっ！？　お前はレイヴィニア＝バードウェイ！？<br>まさか、わざわざ日本まで追ってきたのか！？,905100051,15,ef_com_00100_002_003_00,
29,上条 当麻,1000601,ほらー！　気づかれちゃったじゃねーかよ！？,900010018,15,ef_com_00100_002_003_00,
30,レイヴィニア,43000501,やかましい、元はと言えばお前のせいだろうが！,900430030,13,ef_com_00100_002_005_00,
31,残党Ｂ,510000107,な、仲間割れ……？　とにかく、今が好機です！<br>我々の手で禁書目録を奪取しましょう！,905100004,10,
32,残党Ａ,510000106,分かっている！　誰でも良い、この場を突破しろ！,905100035,13,
33,レイヴィニア,43000501,おい小僧、叱責はこれが片付いてからだ。<br>一匹たりとも逃すなよっ。,900430028,13,
34,上条 当麻,1000601,分かったよ分かりました！<br>クソッ、インデックスの所には誰も行かせねぇっ！,900010006,20,ef_com_00100_002_003_00,
#,,,#END,
