#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,スポット会話,,チャプター15：公園　姫神 秋沙　　,
#,,,焼いもどうぞ,
1,姫神 秋沙,23000101,……なんだか。お腹がすいた気がする。,900230026,11,
2,姫神 秋沙,23000101,夕ご飯は小萌先生が。特売焼肉セットにするって<br>言ってたけど。帰りはそれなりに遅いだろうし。,0,14,ef_com_00100_002_006_00,
3,姫神 秋沙,23000101,ん。なんだか。<br>風に乗ってどこからか。甘い匂いが。,900230025,15,ef_com_00100_002_001_00,
4,姫神 秋沙,23000101,公園の。あっち側の入り口にある。あれ。<br>おそらく。焼きいもの移動販売車。,900230011,10,
5,姫神 秋沙,23000101,焼いも。なんという心をくすぐる匂い。<br>いますぐ食べたい。ホクホクのをぱくつきたい。,900230002,17,ef_com_00100_002_000_00,
6,姫神 秋沙,23000101,……どうしよう。ここで焼いもなんか食べたら。<br>絶対夕食の焼肉の消費率が落ちて。先生に怪しまれる。,900230022,11,
7,姫神 秋沙,23000101,それにひとりだけ焼いもを食べたら。なんだか。<br>抜け駆けと思われそうな気もするし。むう。,900230023,14,
8,姫神 秋沙,23000101,そうだ。先生にもお土産で買って帰ればいい。<br>先生。焼きいもは好きかな。嫌いなわけないよね。,900230006,15,ef_com_00100_002_001_00,
9,姫神 秋沙,23000101,……だめだ。あの匂いに。抵抗ができない。<br>お土産も含め。買えるだけ買っちゃおう。そうしよう。,900230026,11,ef_com_00100_002_006_00,

