#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,,,ストーリーイベント: 正月会話演出 チャプター01,
#,,,新年のご挨拶,,,,
#,,,#【神社の参道／昼】,,,,
1,御坂たち,,あけまして、おめでとうございます！,1,,,
2,御坂 美琴　,4001001,今年も、こうしてみんなと<br>新年のご挨拶ができて、良かったわ。,1,12,ef_com_00100_002_000_00,
3,御坂 美琴　,4001001,それにしても……お正月は人が多いわね。<br>みんなはぐれないようにね。,1,10,
4,白井 黒子,5001001,そうですわね、お姉様。<br>では、手をつなぎましょう。,1,11,
#,,,#【黒背景】,1,
5,白井 黒子,5001001,……あぁ！　なんてお美しい手。<br>そして、この触り心地……。,1,21,ef_com_00100_002_007_00,
#,,,#【神社の参道／昼】,1,
6,初春 飾利,36000901,……白井さん、私の手に<br>頬ずりするのは止めてください。,1,13,,
7,白井 黒子,5001001,ちょ！！　なんで初春が<br>しゃしゃり出て来ますの！,1,15,
8,初春 飾利,36000901,知りませんよ……。,1,14,ef_com_00100_002_004_00,
9,初春 飾利,36000901,そして、佐天さんは、さっきから<br>後ろで何やってるんですか？,1,10,
10,佐天 涙子,37000901,いやぁ、振袖って<br>裾が本当に長いなあって……。,1,11,
11,初春 飾利,36000901,変な事しようとは<br>しないでくださいよ！,1,15,ef_com_00100_002_003_00,
12,御坂 美琴　,4001001,やれやれ。いつもと変わらないわね。<br>……そういえば、あいつも来てるのかな。,1,22,,
#,,,#【神社の参道／昼】,1,,,
13,上条 当麻,1001101,うぉ、すごい人だな。<br>おい、インデックスはぐれるなよー。,1,10,,
14,インデックス,2001401,とうま、とうま！　すごいね！<br>おいしそうなものがたくさんあるよ！,1,12,ef_com_00100_002_000_00,
15,上条 当麻,1001101,悪いな、姫神。<br>偶然会っただけなのに付き合わせちゃって。,1,23,
16,姫神 秋沙,23000801,別にいい。<br>……むしろ好都合。,1,17,,
17,上条 当麻,1001101,ん？　なんでだ？,1,10,ef_com_00100_002_002_00,
18,姫神 秋沙,23000801,こっちの話……。,1,11,,
19,上条 当麻,1001101,（まぁ、姫神はいいとして……）,1,23,,
20,月詠 小萌,6000901,上条ちゃんがお正月早々、羽目を外さないか<br>先生がちゃんと見張ってますからねー。,1,10,ef_com_00100_002_000_00,
21,上条 当麻,1001101,（謎のお目付け役にも<br>出会ってしまった……）,1,11,
22,インデックス,2001401,こもえ！<br>私はあっちのやつを食べたいんだよ！,1,10,,
23,上条 当麻,1001101,ただ、おかげで今日は<br>お金の心配はしなくて良さそうだな。,1,12,
24,月詠 小萌,6000901,こらー、シスターちゃん、<br>勝手に動いたら迷子になるのですよー。,1,15,ef_com_00100_002_003_00,
25,姫神 秋沙,23000801,そして……小っちゃいのが二人いなくなった。<br>これは……イリュージョン？,1,10,
26,上条 当麻,1001101,普通にはぐれたんだよ！<br>まったく……探しに行くぞ！,1,15,ef_com_00100_002_003_00,
27,上条 当麻,1001101,っと、忘れてた。,1,10,,
28,上条 当麻,1001101,まあ、新年早々こんなんだけど……<br>今年もよろしくな！,1,12,ef_com_00100_002_000_00,
#,,,#【ユーザーへのプレゼント付与ポップアップ表示】,
#,,,#END,












































#,,,#END,


































































