#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,,,食蜂 操祈 チャプター05,
#,,,女王蜂は籠りがち,
#,,,#【常盤台中学・外観・昼】,
1,食蜂 操祈,10000301,はぁ……。<br>今日の体育は校庭で体力測定ねぇ。,1,14,ef_com_00100_002_004_00,
2,食蜂 操祈,10000301,（運動力のデータなんてぇ、<br>取りたい人だけで取れば良いのに）,1,16,
3,食蜂 操祈,10000301,（全然やる気もしないしぃ、<br>抜け出してどこかで休もうかしらぁ）,1,11,
4,食蜂 操祈,10000301,……そうね。そうしましょうかぁ。,1,24,ef_com_00100_002_001_00,
5,食蜂 操祈,10000301,それに、体力測定の結果なんて私の改竄力で<br>どうとでもなるし。受ける意味なんてないわよねぇ。,1,16,
6,御坂 美琴,4000302,……あらアンタ、サボる気？　まぁ、運動音痴のアンタが<br>まともに受けたら、悲惨な結果になるでしょうしね。,1,10,ef_com_00100_002_001_00,
7,食蜂 操祈,10000301,ちょっとぉ、御坂さぁん？<br>今の言葉聞き捨てならないんだけどぉ？,1,20,ef_com_00100_002_005_00,
8,御坂 美琴,4000302,あら、どこが聞き捨てならないって？,1,12,
9,食蜂 操祈,10000301,……確かに私の運動力は低いけれど、<br>悲惨って言う程じゃないわよぉ！？,1,16,ef_com_00100_002_003_00,
10,御坂 美琴,4000302,そう？　ちょっと走っただけで<br>息切れしてたトコ見た事あるんですけど？,1,10,ef_com_00100_002_002_00,
11,食蜂 操祈,10000301,あれは御坂さんがペースを合わせず、<br>自分一人で先に行ったからでしょう？,1,20,
12,御坂 美琴,4000302,あんなのジョギング程度じゃない。<br>アンタが、ただ運動音痴なだけでしょう。,1,11,
13,食蜂 操祈,10000301,むっ……そんなに言うなら勝負するぅ？<br>今日の体力測定、どっちの方が記録が良いかで。,1,13,
14,御坂 美琴,4000302,アンタの身体能力で、私に挑むなんて良い度胸じゃない。<br>良いわよ、勝負してあげるわ。,1,12,ef_com_00100_002_000_00,
15,食蜂 操祈,10000301,後で泣きを見ても知らないからねぇ？,1,12,
16,御坂 美琴,4000302,それはこっちの台詞よ。<br>完膚なきまでに負かしてあげるから、覚悟しなさい。,1,10,
#,,,#【暗転】,1,
17,帆風 潤子,93000101,それでは１００ｍ走を開始いたします！<br>よーい……ドン！,1,13,
18,御坂 美琴,4000302,ふっ……！,1,20,
19,御坂 美琴,4000302,……よしっ、ゴール！,1,10,ef_com_00100_002_000_00,
20,白井 黒子,5000101,キャー！　さすがはお姉様！<br>素晴らしいタイムですのよー！,1,12,ef_com_00100_002_007_00,
21,御坂 美琴,4000302,うん、前よりちょっと早くなったかな？<br>アイツの方は、どうかしら……。,1,12,
22,食蜂 操祈,10000301,ぜ、ぜー！　はー！　ぜー……！<br>ど、どう……？　何番目だったぁ？,1,16,ef_com_00100_002_003_00,
23,帆風 潤子,93000101,あ、あの……大変言いづらいのですが……。<br>女王は……さ、最下位です。,1,14,ef_com_00100_002_004_00,
24,食蜂 操祈,10000301,そ、そう……はぁ、はぁ。,1,14,
25,帆風 潤子,93000101,だ、大丈夫でしょうか？<br>どこかで休まれた方が……。,1,15,ef_com_00100_002_003_00,
26,食蜂 操祈,10000301,これくらい、大丈夫よぉ……！<br>次の、種目にいきなさぁい……。,1,11,
27,帆風 潤子,93000101,は、はいっ！<br>それでは、次はボール投げに参ります！,1,10,
28,御坂 美琴,4000302,まずは私からね。<br>……そりゃっ！,1,13,ef_com_00100_002_000_00,
29,白井 黒子,5000101,かなり飛びましたわねぇ。<br>さすがですのお姉様！　何をしても素晴らしいですのね！,1,10,ef_com_00100_002_007_00,
30,御坂 美琴,4000302,もうちょっと行けると思ったんだけどなぁ。<br>次、アンタの番よ食蜂。,1,12,
31,食蜂 操祈,10000301,分かってるわよぉ。良く見てなさい……！<br>えいっ！,1,10,
32,帆風 潤子,93000101,じょ、女王？<br>えっと……ボールを真下に投げていらっしゃいますわ！,1,15,ef_com_00100_002_004_00,
33,食蜂 操祈,10000301,くっ……なかなか上手くいかないわねぇ。<br>けど次の種目こそは……！,1,16,ef_com_00100_002_006_00,
34,御坂 美琴,4000302,珍しくやる気みたいだけど、<br>その調子じゃ何をやったって無駄よ……。,1,10,
#,,,#【暗転】,1,,,
35,食蜂 操祈,10000301,ぜー、ぜー。<br>や、やっと全部の測定が終わったわぁ……。,1,16,ef_com_00100_002_006_00,
36,御坂 美琴,4000302,アンタ、やっぱり運動音痴だったわね。<br>あそこまで壊滅的だとは思ってなかったけど。,1,10,ef_com_00100_002_001_00,
37,食蜂 操祈,10000301,はー、はー。何しに来たのよぉ。<br>わざわざ見下しにでも来たのぉ？,1,14,
38,御坂 美琴,4000302,違うわよ。<br>……はい、コレ。,1,11,
39,食蜂 操祈,10000301,……スポーツドリンク？<br>どういう風の吹き回しかしらぁ……？,1,15,ef_com_00100_002_001_00,
40,御坂 美琴,4000302,別に深い意味なんてないわよ。お疲れ様ってだけ。,1,10,
41,御坂 美琴,4000302,運動音痴のくせに測定を全部やり切った、<br>アンタへの差し入れよ。,1,12,
42,食蜂 操祈,10000301,そう……。全っ然ありがたくないけど、<br>せっかくだから一応貰っておいてあげるわぁ。,1,11,
43,食蜂 操祈,10000301,んっ、ん、ん……。<br>はぁ、生き返るわぁ……。,1,12,ef_com_00100_002_000_00,
44,御坂 美琴,4000302,そう、それは良かったわね。,1,10,
45,御坂 美琴,4000302,ま、測定を最後までやったのは褒めてあげても良いけど、<br>勝負は私の勝ちね。それもかなりの大差で。,1,12,
46,食蜂 操祈,10000301,……それはどうかしらねぇ？,1,22,
47,御坂 美琴,4000302,どういう意味よ？　黒子も見てたでしょう？<br>私と食蜂の勝負は、私の圧勝よね？,1,15,ef_com_00100_002_002_00,
48,白井 黒子,5000101,え、ええ……。<br>お姉様の測定は見ていましたが……。,1,14,
49,御坂 美琴,4000302,……何よ、歯切れが悪いわね？,1,10,ef_com_00100_002_002_00,
50,白井 黒子,5000101,その、お姉様？<br>いくらなんでもあの記録はあんまりかと……。,1,14,ef_com_00100_002_004_00,
51,御坂 美琴,4000302,なっ！？<br>そんな、かなり良い記録だったでしょう？,1,17,ef_com_00100_002_003_00,
52,白井 黒子,5000101,お世辞にも良い記録とは言えませんわ。<br>……お姉様、どうして手を抜いてしまったんですの？,1,14,ef_com_00100_002_006_00,
53,御坂 美琴,4000302,手抜き？<br>私は手を抜いてなんて……。,1,15,ef_com_00100_002_002_00,
54,食蜂 操祈,10000301,ふふっ、いくら運動神経の良い御坂さんだって、<br>あんな手抜きをしたら記録もでないわよねぇ？,1,23,ef_com_00100_002_000_00,
55,御坂 美琴,4000302,……！　まさか、アンタそのリモコン！<br>みんなの記憶を操作して、私の測定記録を悪くしたわね！,1,13,ef_com_00100_002_005_00,
56,食蜂 操祈,10000301,ふふ……私、記憶操作なんてしたかしらぁ。,1,12,
57,食蜂 操祈,10000301,何にせよ、体力測定の記録は私の方が良いみたいねぇ。<br>つまり、今回の勝負は私の勝ちだわぁ。,1,22,ef_com_00100_002_000_00,
58,御坂 美琴,4000302,ぐっ、また卑怯な手を使って……！<br>そんなの反則じゃない！,1,21,
59,食蜂 操祈,10000301,何とでも言えば良いわぁ。<br>敗者の言い訳にしかならないけどぉ。,1,23,
60,御坂 美琴,4000302,……私とした事が、<br>アンタがそういう悪どいヤツだって忘れてたわ。,1,16,
61,食蜂 操祈,10000301,ふふ、たとえ運動だってぇ、<br>やっぱり私の改竄力で何とかなるのよねぇ☆,1,21,ef_com_00100_002_007_00,
#,,,#END,

