#ID,名称,CharaID,メッセージ（全角26文字x2行）,ボイスID,表情差分,
#,,,とある科学の超電磁砲: 2章 チャプター16,
#,,,カッコつけ,
#,,,#【公園・内部Ｂ】,
#,,,#アニメシーン画像より。自販機によりかかる御坂。,
#,,,#御坂、アップ。,
1,御坂 美琴,4000101,（あの時、私の<ruby>超電磁砲</ruby>は間に合わなかった）,1,11,
#,,,#アニメシーン画像より。回想・真剣な顔の御坂。,
#,,,#コインを落とす手。,
#,,,#ハッとする御坂。,
#,,,#転がるコイン。,
#,,,#ぬいぐるみ、収縮していく。,
#,,,#上条、滑り込む。,
#,,,#右手で爆発を防ぐ上条。,
#,,,#爆風を堪える御坂。,
#,,,#上条の背中。,
2,御坂 美琴,4000101,（実際に初春さん達を救ったのは……）,1,10,
#,,,#アニメシーン画像より。やってくる上条。,
3,御坂 美琴,4000101,（こいつだ！）,1,10,
#,,,#アニメシーン画像より。御坂、自販機の陰から出てくる。,
#,,,#ゲッとなる上条。,
4,上条 当麻,1000101,げっ！　待ち伏せ！？,1,21,
#,,,#アニメシーン画像より。自販機にもたれる御坂。,
5,御坂 美琴,4000101,いいの？,1,10,
6,上条 当麻,1000101,は？,1,15,
7,御坂 美琴,4000101,みんな、あの場を救ったのは私だと<br>思ってるみたいだけど。,1,10,
#,,,#アニメシーン画像より。強がる御坂。,
8,御坂 美琴,4000101,名乗り出ればヒーローよ？,1,12,
9,上条 当麻,1000101,は？　何言ってんだ、お前？,1,15,
#,,,#アニメシーン画像より。上条、通り過ぎつつ。,
10,上条 当麻,1000101,みんな無事だったんだから、<br>それで何の問題もねぇじゃんか。,1,12,
11,上条 当麻,1000101,誰が助けたかなんて、どうでもいいだろ？,1,12,
#,,,#アニメシーン画像より。去っていく上条の背中。,
#,,,#回転する軸足。,
#,,,#御坂、自販機に蹴り。,
12,御坂 美琴,4000101,って、スカしてんじゃねー！,1,13,
#,,,#アニメシーン画像より。自販機を蹴っている御坂。,,,
13,御坂 美琴,4000101,思いっきりカッコつけてんじゃないのよ！　<br>しかも私にだけだぁ～？,1,21,
14,御坂 美琴,4000101,むっかつくーーー！！,1,21,
#,,,#END,,,
