#ID,名称,CharaID,メッセージ（全角26文字x2行）,ボイスID,表情差分,エモーション,
#,
#,チャプタータイトル,,大熱波とエレメント,,,,
#,,,#【黒背景】,
1,,,突如、学園都市を襲った猛烈な大熱波のせいで、<br>ほんの三日で世界は変わってしまった。,1,,,
2,,,一二月にも関わらず摂氏五五度以上の異常な環境で、 <br>電気や水道などの都市機能は完全に崩壊。,1,,,
3,,,何より死活問題となっていた水や日陰をめぐって、<br>奪い合いが発生するまでになっていた。そして……。,1,,,
#,,,#【学園都市・地下街・通路・夜】,
4,上条 当麻,1000401,はは。,1,11,,
5,上条 当麻,1000401,やったぞ、俺達は手に入れたんだ。<br>水道局に残っていた浄水微生物の『泥』を！,1,12,ef_com_00100_002_000_00,
6,上条 当麻,1000401,あはははは！！　はははははははははははっ！！,1,12,
7,上条 当麻,1000401,（この泥さえあれば状況は変わる。<br>避難した学校のプールの水が俺達のものになる！）,1,20,
8,上条 当麻,1000401,（地上に沢山居る『エレメント』とかいう怪物を避けて、<br>ビルからビルへ『綱渡り』する日々とも暫くおさらばだ）,1,20,
9,上条 当麻,1000401,（一緒に避難しているインデックスやオティヌス達の<br>『居場所』を守れる！）,1,20,
10,上条 当麻,1000401,帰ろう……。全部元通りにするんだ、何もかも。,1,20,
11,上条 当麻,1000401,ッ！？,1,15,ef_com_00100_002_003_00,
12,上条 当麻,1000401,まずいっ、エレメ……ッ！！,1,15,,
13,上条 当麻,1000401,（八本の脚に複数の瞳、今度はマネキグモ型か！？<br>六メートルはある……たぶんクラス２！！）,1,20,
14,上条 当麻,1000401,（中心にある人魂みたいなコアの色は……黄色！？<br>いつも見る『火』のヤツじゃない、『風』のコア！！）,1,20,
15,上条 当麻,1000401,うおおおおおおおおおあっ！？,1,15,ef_com_00100_002_003_00,
#,,,#【暗転】,
#,,,#【学園都市・交差点_大熱波・夜】,
16,上条 当麻,1000401,（ッ！！　タンクのお陰で助かったけど、<br>中に入れた泥が……！！）,1,16,,
17,上条 当麻,1000401,（くそっ、でも今はショックを受けてる場合じゃない。<br>一緒に来た青髪や吹寄達だけでも逃がさねえと……っ！）,1,13,
18,上条 当麻,1000401,お前達は先に行け！！　何にせよ泥を持ち帰らないと<br>どん詰まりから抜け出せない！！,1,13,
19,上条 当麻,1000401,（っ、別のエレメント！？　一二メートル大はある<br>クラス３……今度のはさしずめコモンオクトパスか）,1,15,ef_com_00100_002_003_00,
20,上条 当麻,1000401,（青い人魂ってことは、『水』の……）,1,20,
21,上条 当麻,1000401,ッッッ！！,1,15,,
22,上条 当麻,1000401,（超高水圧の水を撃ち出して、鉄筋コンクリートの<br>渡り廊下を切った……！？　なんて威力だよ……！！）,1,15,ef_com_00100_002_003_00,
23,上条 当麻,1000401,（ここで全滅はありえない。泥を持ち帰れなきゃ避難所は<br>干上がる。そもそもクラスから犠牲を出すのは真っ平だ）,1,13,
24,上条 当麻,1000401,こっちだ化け物！！　<br>お前を殺せる力を持っているのは俺だけだ！！,1,20,,
25,上条 当麻,1000401,（マネキグモは<ruby>幻想殺し</ruby>で無力化した。<br>あとはコモンオクトパスの方を引き付ければ――！）,1,20,,
26,上条 当麻,1000401,ッッッ！！！？？？,1,15,ef_com_00100_002_003_00,
27,上条 当麻,1000401,うわっ、げほっごほっ！！,1,16,,
28,上条 当麻,1000401,（熱せられたアスファルトに触れた水が<br>蒸気になったのか……！？）,1,16,
29,上条 当麻,1000401,（まるでサウナだ。こんなの続けられたら<br>あっという間に体力を削り倒されるぞ！）,1,16,ef_com_00100_002_006_00,
30,上条 当麻,1000401,うおおおおァァァああああああああああああああああ！？,1,16,,
31,上条 当麻,1000401,（くそっ、触腕に摑まれた！　<br>このままじゃ体をねじ切られる！！）,1,16,
32,上条 当麻,1000401,（！！　右手で触れても動きが止まらない！？<br>いや、触れられた腕を自分で切り離したのか……ッ！？）,1,15,ef_com_00100_002_003_00,
33,上条 当麻,1000401,（まず……）,1,16,
34,上条 当麻,1000401,（……ここまで、なのか）,1,16,
35,上条 当麻,1000401,ッッッ！！！？？？,1,15,,
36,上条 当麻,1000401,（……何が起きた？<br>まるで精密誘導爆撃されたみたいな……）,1,15,ef_com_00100_002_002_00,
37,上条 当麻,1000401,（なんだ、あれ……？）,1,15,,
38,上条 当麻,1000401,（……戦闘機でも攻撃ヘリでもない。<br>あのシルエット……<ruby=・>人</ruby><ruby=・>間</ruby>！？）,1,15,,
39,上条 当麻,1000401,……御坂、美琴……ッ！？,1,15,ef_com_00100_002_001_00,
40,上条 当麻,1000401,（なんだあれは……あんなの、まるで……）,1,16,
41,上条 当麻,1000401,（ま、ず……水蒸気のせいで、頭が……）,1,16,
42,上条 当麻,1000401,（……まるで、翼の生えた……<ruby=・>悪</ruby><ruby=・>魔</ruby><ruby=・>み</ruby><ruby=・>た</ruby><ruby=・>い</ruby><ruby=・>な</ruby>……）,1,16,,
#,,,#【場面転換】,
#,,,#【ホテル屋上・神楽舞台なしVer・夜・停電】,
43,上条 当麻,1000401,う……。,1,16,,
44,上条 当麻,1000401,（この感触は……水？　貴重な水が使われている？<br>口に入れるでもなく、胴体に振りかけるような格好で？）,1,16,,
45,上条 当麻,1000401,うっ、うああっ、うわあああああっっっ！？,1,16,
46,御坂 美琴,4001301,ほ、ほら、動くんじゃないわよ。<br>というかアンタ達、あんな所で何していたの？,1,15,ef_com_00100_002_003_00,
47,上条 当麻,1000401,みっ、御坂、あれ、だって、それ、水……ッ！？,1,15,ef_com_00100_002_001_00,
48,御坂 美琴,4001301,うん？,1,15,ef_com_00100_002_002_00,
49,上条 当麻,1000401,なに、何だ、なんなんだ、それ……？,1,15,
50,御坂 美琴,4001301,ああ、<rubypos><ruby=・>こ</ruby><ruby=・>の</ruby><ruby=・>バ</ruby><ruby=・>ー</ruby><ruby=・>ジ</ruby><ruby=・>ョ</ruby><ruby=・>ン</ruby></rubypos>はまだ見せていなかったっけ。,1,10,,
51,御坂 美琴,4001301,っとっと、ちょっと待っててね、っと。,1,10,,
52,御坂 美琴,4001301,命中確認、撃破完了、と。,1,10,,
53,御坂 美琴,4001301,悪いわね。,1,14,
54,御坂 美琴,4001301,強制じゃないんだけど、それでも支援要請が来た時は<br>できるだけエレメントを倒すのに協力してあげたいのよ。,1,14,
55,御坂 美琴,4001301,初春さんとか佐天さんとかの無事も知りたいんだけど、<br>やっぱり簡単には見つからなくて。,1,14,
56,御坂 美琴,4001301,だから知り合いを守る意味でもここら一帯のエレメントは<br>可能な限り片っ端から排除する事にしているの。,1,20,
57,御坂 美琴,4001301,で、あれ？　どこまで話をしていたっけ？,1,15,ef_com_00100_002_002_00,
58,上条 当麻,1000401,（こうまで違うのか。ここまで世界の色は変わるのか。<br>エレメントとの遭遇さえ怖がってた俺達とは違い過ぎる）,1,11,
59,上条 当麻,1000401,……他の、連中は？<br>吹寄とか青髪ピアスとかはどうなった……？,1,20,
60,御坂 美琴,4001301,あのね、いきなり知らない名前どころかあだ名まで<br>出されてハイその事ですねって答えられると思う？,1,21,
61,上条 当麻,1000401,俺のクラスメイト達だ。<br>水道局の敷地の中でエレメントに襲われていた……！,1,20,
62,御坂 美琴,4001301,うーん。それだけ言われてもちょっと分からないわね。,1,14,ef_com_00100_002_006_00,
63,御坂 美琴,4001301,ただ、辺り一面のエレメントは全滅させたから、<br>命が脅かされる理由はあんまりないんじゃないかしら。,1,10,
64,御坂 美琴,4001301,普通に考えれば自分達の拠点に帰ったと思うけど。,1,10,
65,上条 当麻,1000401,（……良かった。吹寄や青髪達は無事に帰れたんだ。<br>水道局で手に入れた浄水微生物の泥を携えて）,1,12,
66,上条 当麻,1000401,（これでプールいっぱいの水を飲料水として使える。<br>事態解決まで籠城もできる。あいつらは助かったんだ）,1,12,
67,上条 当麻,1000401,っ、そうだ。あいつらに連絡しないと……。,1,15,ef_com_00100_002_001_00,
68,上条 当麻,1000401,おい御坂、ここってどの辺りのビルだ？<br>あいつらに無事を知らせに戻らないと。,1,10,
69,御坂 美琴,4001301,残念だけどパス。,1,20,
70,御坂 美琴,4001301,アンタ、自分で思っているより結構深刻な事になって<br>いるわよ、その熱中症。ちなみに今何時か分かるかしら？,1,20,
71,上条 当麻,1000401,さあ。水道局に向かったのが<br>深夜二時くらいだったから、夜中の四時くらいか？,1,10,
72,御坂 美琴,4001301,もう朝の六時過ぎよ。,1,11,
73,上条 当麻,1000401,嘘だろ……どんだけ気を失っていたんだ俺！？,1,15,ef_com_00100_002_003_00,
74,御坂 美琴,4001301,それは別にアンタの落ち度じゃない。<br>でも自分が衰弱しているのは分かった？,1,10,
75,御坂 美琴,4001301,こっちも水を飲ませたり濡れタオルを当てたり<br>色々試したけど、やっぱり厳しいわね。,1,14,ef_com_00100_002_004_00,
76,御坂 美琴,4001301,……となると、あそこは男子禁制なんだけど、<br>専門的な設備のある場所まで案内するしかないのよね。,1,10,
77,上条 当麻,1000401,？,1,23,ef_com_00100_002_002_00,
78,御坂 美琴,4001301,つまり元々アンタがどこに身を潜めていたかは<br>知らないけど、きちんと治療できる設備がないなら却下。,1,20,
79,御坂 美琴,4001301,私の方についてきなさい。無事を知らせるには<br>まず自分が無事になるしかないでしょ。,1,20,
80,上条 当麻,1000401,でも……ッ！,1,20,,
81,御坂 美琴,4001301,それに、私達が今進めている内容を考えると、こっちに<br>ついてきた方がお仲間にとっても良いかもしれない。,1,20,
82,御坂 美琴,4001301,結果的に彼らを助ける事になるかもしれないわよ？,1,20,
83,上条 当麻,1000401,（？　何だ？　何を言っている？）,1,21,ef_com_00100_002_002_00,
84,御坂 美琴,4001301,……もうそろそろ日の出か。いったん帰りましょう。<br>長話をするのも体調が戻ってから。,1,11,
85,上条 当麻,1000401,えっ、ちょ、うわっ！？,1,15,ef_com_00100_002_003_00,
86,上条 当麻,1000401,（と、飛んだ！　俺を抱えたまま一瞬で……！）,1,15,
87,御坂 美琴,4001301,どんな感じ？,1,10,
88,上条 当麻,1000401,……さっきから女の子の匂いがすごく濃密なのと、,1,22,
89,上条 当麻,1000401,あとなんか頭の後ろ辺りに<br>ぷにぷに当たっている感触がとても気になるんだが。,1,22,
90,上条 当麻,1000401,そうかあ、やっぱりお前水着なんだよなあ。,1,22,
91,御坂 美琴,4001301,ッッッ！！！？？？,1,17,ef_com_00100_002_003_00,
92,上条 当麻,1000401,ぐらつくな御坂！？<br>あとお前に手を離されると俺は真っ逆さまだーっ！！,1,15,ef_com_00100_002_003_00,
93,御坂 美琴,4001301,わっわた私だけが水着で街中うろうろしてる痴女みたいに<br>言うな！　アンタも暑さに負けてるクチでしょうが！？,1,17,
94,上条 当麻,1000401,っ？　あっちの方でキラキラ光っているのは？<br>地上に懐中電灯みたいな光があるけど。,1,15,ef_com_00100_002_002_00,
95,御坂 美琴,4001301,あれは蛍光灯ね。ゴミ捨て場じゃないかしら。,1,10,
96,上条 当麻,1000401,街灯……とは違うよな？<br>様子を見に行かなくても良いのか？,1,15,
97,御坂 美琴,4001301,大丈夫よ、手持ちで不規則に動いているんじゃなければ<br>ほぼ無人で間違いなし。,1,10,
98,御坂 美琴,4001301,……あれ、ひょっとしてアンタ気づいていない？,1,15,
99,上条 当麻,1000401,？,1,23,ef_com_00100_002_002_00,
100,上条 当麻,1000401,（この大熱波のせいで、ケータイだの何だの<br>電子機器は軒並みダウンしているんじゃなかったのか）,1,11,
101,上条 当麻,1000401,（御坂の背負っているアレは、<br>どうやって動いているんだ……？）,1,11,
102,上条 当麻,1000401,（というか、……そもそも、一体アレは何なんだ……？）,1,11,
103,上条 当麻,1000401,（分からない事ばかりだ。あと目先の問題といえば……）,1,11,
104,上条 当麻,1000401,結局どこに向かっているんだ。,1,10,
105,御坂 美琴,4001301,決まっているでしょう、私達のホーム。,1,12,
106,御坂 美琴,4001301,常盤台中学よ。,1,12,
#,,,#END,
