#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,,,ストーリーイベント: おみくじログインボーナス演出 チャプター06,
#,,,佐天 涙子,,,,
#,,,#【1月6日　5:00　～　1月7日　4:59】,
#,,,#【神社の参道／昼】,
1,佐天 涙子,37000901,やっほー。来てくれてありがとうございます！<br>今日で折り返し！　チャンスはあと５日間ですよ！,900020122_001,10,
2,佐天 涙子,37000901,おみくじなんてオカルトだって思うかも知れないですけど<br>結果で貰えるものが変わるんで、張り切ってください！,900020122_002,10,
#,,,#【おみくじ結果：中吉の場合】,
4,佐天 涙子,37000901,今日の運勢は中吉です。<br>これはなかなか良い運勢だと思いますけどね。あたしは。,900020122_004,10,
#,,,#【結果に拘わらず共通の締め】,
7,佐天 涙子,37000901,さてっと。それじゃあ明日も来てくださいね。<br>来ないと、正義の人に捕まっちゃうかもしれませんよ！,900020122_007,12,
#,,,#END,































































#,,,#END,


































































