#ID,名称,CharaID,メッセージ（全角26文字x2行）,ボイスID,表情差分,
#,,,とある科学の超電磁砲: 1章 チャプター35,
#,,,最低の初仕事,
#,,,#【郵便局】,
#,,,#アニメシーン画像より。手を踏まれている黒子。,
1,初春 飾利,36002001,白井さん！　中にいるんですか！？<br>どうして私だけ……！,1,14,
#,,,#アニメシーン画像より。見下す強盗Ｂ。,
2,強盗Ｂ,999000101,ふざけやがって……。,1,10,
#,,,#アニメシーン画像より。なんとか身体を支えている黒子。,
3,初春 飾利,36002001,白井さんも早く外へ！,1,14,
4,白井 黒子,5002001,そうしたいのですけど、わたくし、<br>まだ自分を飛ばせませんの。,1,14,
#,,,#アニメシーン画像より。イラッとする強盗Ｂ。,
5,白井 黒子,5002001,それに……事件はまだ解決してませんから。,1,13,
#,,,#アニメシーン画像より。初春、叫ぶ。,
6,初春 飾利,36002001,誰かっ！　お願いします！　助けてくださいっ！,1,14,
#,,,#アニメシーン画像より。立ち止まる御坂。,
#,,,#御坂ナメ、叫んでいる初春。,
7,初春 飾利,36002001,中に強盗が……！<br><ruby>風紀委員</ruby>が強盗に襲われてっ！,1,14,
#,,,#アニメシーン画像より。鼻血を拭う黒子。,
8,強盗Ｂ,999000101,お前が何考えてるか当ててやろうか。,1,10,
#,,,#アニメシーン画像より。強盗Ｂ、カウンターを見る。,
9,強盗Ｂ,999000101,警報が鳴って大分経つ。そろそろ<ruby>警備員</ruby>も来る。,1,10,
10,強盗Ｂ,999000101,人質を取られないよう、こいつを足止めできれば<br>こちらの勝ち……図星だろ？,1,10,
#,,,#アニメシーン画像より。クッとなる黒子。,
11,白井 黒子,5002001,っ……。,1,14,
#,,,#アニメシーン画像より。強盗Ｂ、何かを投げる。,
12,強盗Ｂ,999000101,だがな、ここから出られないと<br>決まった訳じゃねぇんだぜ？,1,10,
#,,,#アニメシーン画像より。ガラスが割れる。,,,
#,,,#鉄球に押されるシャッター。,,,
#,,,#驚き見てる黒子。,,,
#,,,#シャッターに穴があく。,,,
#,,,#強盗Ｂ、鉄球を持っている。,,,
13,強盗Ｂ,999000101,『<ruby=イコールスピード>絶対等速</ruby>』。俺が投げた物はそれが壊れるか、<br>能力を解除するまで何があっても進み続ける。,1,10,
#,,,#アニメシーン画像より。シャッターの下に落ちる鉄球。,
#,,,#穴から差す光。,
14,強盗Ｂ,999000101,残念だったな。思惑が外れて。,1,10,
#,,,#アニメシーン画像より。ハッとする黒子。,
15,強盗Ｂ,999000101,ちっ、時間がねぇな……おい！,1,10,
#,,,#アニメシーン画像より。ＡＴＭ。,
16,強盗Ｂ,999000101,お前の力で金を取り出せ。<br>俺を手伝えば全員解放してやる。,1,10,
#,,,#アニメシーン画像より。頭を抱える黒子。,
17,強盗Ｂ,999000101,いや、そうだな……これからは俺と組まないか？<br>俺とお前が組めば無敵だぜ？,1,10,
#,,,#アニメシーン画像より。黒子、手を見る。,
#,,,#ボロボロの手。,
18,白井 黒子,5002001,（最低の初仕事でしたの。<br>勝手に先走って、皆さんを巻き込んで……）,1,14,
#,,,#アニメシーン画像より。ぐっと握る手。,
19,白井 黒子,5002001,（でも……！）,1,13,
#,,,#アニメシーン画像より。立ち上がる黒子。,
20,白井 黒子,5002001,そうですわね……わたくし……。,1,13,
#,,,#アニメシーン画像より。しかめっ面の黒子。,
21,白井 黒子,5002001,ぜぇ～ったいにお断りですの。,1,13,
#,,,#アニメシーン画像より。強盗ナメ、黒子。,
22,白井 黒子,5002001,仲間になる？　生憎と郵便局なんか狙う<br>チンケなこそ泥はタイプじゃありませんの。,1,13,
#,,,#アニメシーン画像より。叫んでいる初春。,
23,初春 飾利,36002001,お願いです！　誰か……！,1,14,
24,白井 黒子,5002001,それにわたくし、もう心に決めてますの！,1,11,
#,,,#アニメシーン画像より。！と見る初春。,
#,,,#黒子、アップ。,
25,白井 黒子,5002001,自分の信じた正義は決して曲げないと！！,1,13,
#,,,#アニメシーン画像より。強盗Ｂ、顔を押さえて。,
26,強盗Ｂ,999000101,そうか……残念だ……。,1,10,
#,,,#アニメシーン画像より。身構える黒子。,
27,白井 黒子,5002001,（あの能力、力はあってもスピードはない）,1,13,
#,,,#アニメシーン画像より。黒子の足。,
28,白井 黒子,5002001,（この足が言う事を聞けば……！）,1,13,
#,,,#アニメシーン画像より。強盗Ｂ、鉄球をバラ撒く。,
29,強盗Ｂ,999000101,なら、ここで死ね。,1,10,
#,,,#アニメシーン画像より。ギョッとする黒子。,
30,白井 黒子,5002001,――！？,1,15,
#,,,#アニメシーン画像より。勝ち誇る強盗Ｂ。,
31,強盗Ｂ,999000101,一度に一つしか投げられないとは言ってないぞ！,1,10,
#,,,#END,
