#ID,名称,CharaID,メッセージ（全角26文字x2行）,ボイスID,表情差分,
#,,,メイン: とある魔術の禁書目録 チャプター01,
#,,,人材派遣,,,
#,,,#【マネジメントのアジト】,,,
#,,,#アニメシーン画像より。デパート、外観。,
#,,,#廊下、奥にドア。,
1,？？？,999000101,いらっしゃーい。,1,20,
#,,,#アニメシーン画像より。ドアプレート。,
2,？？？,999000101,近頃はネットやメールの注文が多いからさ。<br>アンタみたいに直接訪ねてくるヤツは珍しいよ。,1,20,
#,,,#アニメシーン画像より。壁には裏社会の図。,
3,？？？,999000101,今は開錠系の『センサー潰し』が粒ぞろいのお買い得だ。,1,20,
#,,,#アニメシーン画像より。吊り下げられたグラス。,
4,？？？,999000101,ヤバイのはマネーロンダリング系の札束洗浄係。<br>例の『〇九三〇事件』以降に新しい条例ができて品薄さ。,1,20,
#,,,#アニメシーン画像より。ホスト風の男、マネジメント。,
5,？？？,999000101,で、アンタはどんな商品をお求めだい？,1,10,
#,,,#アニメシーン画像より。暗がりに立つ土御門。,
6,土御門 元春,3000201,悪い。オレはそっちじゃないんだ。,1,10,
#,,,#アニメシーン画像より。？となるマネジメント。,
7,土御門 元春,3000201,『<ruby>人材派遣</ruby>』さん？,1,10,
8,人材派遣,999000101,ん……？,1,10,
#,,,#アニメシーン画像より。銃を構える土御門。,
9,土御門 元春,3000201,オレは客じゃない。捕まえる方だ。,1,13,
#,,,#アニメシーン画像より。ギョッとなるマネジメント。,
#,,,#アニメシーン画像より。後ろの缶に弾が当たって液体が噴出。,,,
#,,,#アニメシーン画像より。連射する土御門。,,,
#,,,#砕け散るグラス。,
#,,,#酒瓶も砕ける。,
#,,,#アニメシーン画像より。ヘッドホンから漏れる銃撃。,,,
#,,,#それをモニターしている結標。,
#,,,#アニメシーン画像より。ウージーにマガジンを差し込む。,
10,人材派遣,999000101,野郎！　……くそっ！,1,10,
#,,,#アニメシーン画像より。様子をうかがうマネジメント。,
11,人材派遣,999000101,……弾切れか？,1,10,
#,,,#アニメシーン画像より。シンナー缶に穴が。,
#,,,#驚愕するマネジメント。,
12,人材派遣,999000101,なっ……！？,1,10,
#,,,#アニメシーン画像より。宙を舞うジッポライター。,
#,,,#アニメシーン画像より。引火、炎が上がる。,,,
#,,,#アニメシーン画像より。街角、盗聴している海原。,
13,人材派遣,999000101,ぐわぁぁぁぁ！！,1,10,
#,,,#アニメシーン画像より。ヘッドホンから音が漏れる。,
#,,,#ため息をつく海原。,
14,海原 光貴,12000201,はぁ……。,1,14,
#,,,#アニメシーン画像より。転がっているウージー。,
#,,,#起き上がろうとするマネジメント。,
15,人材派遣,999000101,うっ、う……。,1,10,
#,,,#アニメシーン画像より。銃口を向ける土御門。,
#,,,#慌てるマネジメント。,
16,人材派遣,999000101,待てよ、待て待て。<br>抵抗はしねぇから……！,1,10,
#,,,#アニメシーン画像より。無視して撃つ土御門。,,,
#,,,#アニメシーン画像より。撃たれたマネジメント。,
17,人材派遣,999000101,うっ……。,1,10,
#,,,#アニメシーン画像より。苦しむマネジメント。,
18,人材派遣,999000101,テ、テメェ……抵抗しないって言ってん……ぐはっ。,1,10,
#,,,#アニメシーン画像より。携帯で話す土御門。,
19,土御門 元春,3000201,<ruby=・>回</ruby><ruby=・>収</ruby><ruby=・>だ</ruby>。,1,13,
20,土御門 元春,3000201,下部組織に連絡しろ。<br>いや、救急車じゃなくて護送車で良い。,1,13,
#,,,#アニメシーン画像より。街、歩くアクセラレータ。,
21,土御門 元春,3000201,で、<ruby>一方通行</ruby>は？　いない？,1,13,
#,,,#アニメシーン画像より。つまらなそうなアクセラレータ。,
22,土御門 元春,3000201,チッ……仕方ない。,1,11,
#,,,#アニメシーン画像より。気絶しているマネジメント。,
23,土御門 元春,3000201,『<ruby>人材派遣</ruby>』のアジトには海原を向かわせる。,1,10,
#,,,#アニメシーン画像より。モニターする結標。,
24,土御門 元春,3000201,「結標、お前は引き続きバックアップを」,1,10,
25,結標 淡希,17000101,了解。,1,10,
#,,,#アニメシーン画像より。携帯を閉じる土御門。,
26,土御門 元春,3000201,ったく、どこで油を売っていやがる。,1,16,
#,,,#アニメシーン画像より。サングラスを直す土御門。,
27,土御門 元春,3000201,ウチの新人は。,1,16,
#,,,#END,
