#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,スポット会話,,チャプター13：上条当麻の学校　上条 当麻　土御門 元春　,
#,,,嫌な予感,
1,土御門 元春,3000101,お、カミやん～！,900030028,10,ef_com_00100_002_001_00,
2,上条 当麻,1000101,何だよ土御門……！,900010005,23,
3,土御門 元春,3000101,そんなに警戒しなくても、ただ声をかけただけだにゃー？,900030002,14,
4,上条 当麻,1000101,そうか、わ、悪い……。,900010006,10,
5,上条 当麻,1000101,お前がそういう顔の時は<br>大体何かに巻き込まれる時だからつい。,0,11,
6,土御門 元春,3000101,やっぱカミやんのことは誤魔化せないにゃー。,900030010,12,
7,上条 当麻,1000101,……えっ？,900010029,15,ef_com_00100_002_001_00,
8,土御門 元春,3000101,そんじゃ早速、<br>今回のミッションについて説明を始めるぜぃ！,900030002,11,
9,上条 当麻,1000101,はぁ！？　やっぱ俺の嫌な予感、<br>当たってたんじゃねーかよ……！！,900010030,14,ef_com_00100_002_003_00,






