#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,,,ストーリーイベント: おみくじログインボーナス演出 チャプター08,
#,,,佐天 涙子,,,,
#,,,#【1月8日　5:00　～　1月9日　4:59】,
#,,,#【神社の参道／昼】,
1,佐天 涙子,37000901,やっほー。来てくれてありがとうございます！<br>それじゃあ、おみくじを引いて行ってください。,900060130_001,10,
2,佐天 涙子,37000901,結果で貰えるものが変わるので、<br>オカルトだってバカにせず、張り切って引きましょう！,900060130_002,12,
#,,,#【おみくじ結果：大大吉の場合】,
6,佐天 涙子,37000901,すごい！　今日の運勢は大大吉ですって！<br>むしろ、これが都市伝説なんじゃあ……！,900060130_006,12,
#,,,#【結果に拘わらず共通の締め】,
7,佐天 涙子,37000901,さてと。それじゃあ明日も来てくださいよ。<br>待ってますからね！,900060130_007,21,
#,,,#END,































































#,,,#END,


































































