#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,スポット会話,,チャプター16：公園　姫神 秋沙　　,
#,,,お人形あそび,
1,姫神 秋沙,23000101,今日はこの公園。人気が少ないな。<br>砂場もいつもに比べて。閑散としてる。,900230004,10,ef_com_00100_002_001_00,
2,姫神 秋沙,23000101,夕方から雨の予報だからかな。<br>ま。人気のない公園も。これはこれで味わい深い。,0,11,
3,姫神 秋沙,23000101,ん。砂場になにか落ちてる。,900230030,15,ef_com_00100_002_000_00,
4,姫神 秋沙,23000101,えーと。お人形。これはたしか。インデックスが好きな。<br><ruby>超機動少女</ruby>カナミン。だっけ。,900230009,10,
5,姫神 秋沙,23000101,子供が忘れていったのかな。<br>砂まみれで。結構気の毒な見た目。,0,14,ef_com_00100_002_002_00,
6,姫神 秋沙,23000101,なんとなく。捨てられた人形をそのままにするのは。<br>どうも寝覚めが悪い。,900230015,11,
7,姫神 秋沙,23000101,どうしたものか。夕方から雨が降るし。<br>うーん。インデックスに持って帰ったら。喜ぶ？,900230025,11,ef_com_00100_002_004_00,
8,姫神 秋沙,23000101,でも。持ち主の子供が忘れたのに気がついて。<br>戻ってきて。無くなってたら。泣くかもしれない。,900230022,14,
9,姫神 秋沙,23000101,……よし。綺麗に洗って。この砂場のそばのベンチの。<br>この座る部分の下に人形の。仮スペースを作ろう。,900230006,15,ef_com_00100_002_001_00,
10,姫神 秋沙,23000101,えーと。いらないチラシを敷いて。この辺に葉っぱを<br>飾って。木の枝を地面に刺して。けっこうたのしい。,0,10,
11,姫神 秋沙,23000101,できた。ここに洗った人形を設置すれば完成。,900230002,12,ef_com_00100_002_000_00,
12,姫神 秋沙,23000101,……なんとなく。人形を使った呪術のための簡易儀式を<br>行えそうな雰囲気に。なってしまった。なぜだろう。,0,14,ef_com_00100_002_006_00,
13,姫神 秋沙,23000101,でも。直そうとすると。より妙な方向に行く気もするし。<br>……これ以上いじるのはやめとこう。,900230026,11,ef_com_00100_002_004_00,
