#ID,名称,CharaID,メッセージ（全角26文字x2行）,ボイスID,表情差分,
#,,,とある科学の超電磁砲: 1章 チャプター5,
#,,,事件発生,
#,,,#【公園・全景】,
#,,,#アニメシーン画像より。クレープ屋、外観。看板。,
#,,,#ふれあい広場、全景。子供が多い。,
1,佐天 涙子,37000101,うわー……すごい人……。,1,15,
#,,,#アニメシーン画像より。大変そうなバスガイド。,
2,バスガイド,999000101,休憩は一時間でーす！<br>あまり遠くに行かないでくださいねー！,1,10,
3,初春 飾利,36000101,学園都市見学会のバスとかち合っちゃったみたいですね。,1,0,
#,,,#アニメシーン画像より。佐天、驚き顔で。,
4,佐天 涙子,37000101,えーと……御坂さん？,1,15,
#,,,#アニメシーン画像より。真顔の御坂、顔を上げて。,
5,御坂 美琴,4000101,えっ？　ごめん、ちょっと考え事してた。,1,15,
#,,,#アニメシーン画像より。強がる御坂。,
6,佐天 涙子,37000101,あの……順番代わります？,1,10,
7,御坂 美琴,4000101,べ、別に順番なんて。<br>私はクレープさえ買えたらそれで……。,1,17,
#,,,#アニメシーン画像より。御坂、ゲコ太を持つ子供を羨ましそうに見つめる。,
#,,,#アニメシーン画像より。屋台、アップ。,
#,,,#店員の手にはゲコ太。,
8,店員,999000101,はい、どうぞ。ゲコ太マスコットです。,1,10,
#,,,#アニメシーン画像より。ギョッとする佐天。,
9,店員,999000101,最後の一個ですよ。,1,10,
10,佐天 涙子,37000101,どうも……って、え？　最後？,1,15,
#,,,#アニメシーン画像より。ガックリ落ち込む御坂ナメ、見る佐天。,
#,,,#佐天、ゲコ太を差し出す。,
11,佐天 涙子,37000101,あ、あのー、よかったらコレ……。,1,10,
#,,,#アニメシーン画像より。御坂、佐天の手を握り。,
12,御坂 美琴,4000101,ありがと～～～！！！,1,12,
#,,,#アニメシーン画像より。御坂、上機嫌でベンチに向かう。,
#,,,#佐天、クレープにかぶりつく。,
#,,,#ベンチに座っている佐天と初春。,
13,初春 飾利,36000101,よかったですね。,1,15,
14,佐天 涙子,37000101,え？,1,10,
#,,,#アニメシーン画像より。佐天、御坂達を見て。,
15,初春 飾利,36000101,御坂さん。お嬢様のイメージとはちょっと違ったけど、<br>思ってたよりずっと親しみやすい人で。,1,10,
16,佐天 涙子,37000101,どーなんだかねぇ……。,1,14,
#,,,#アニメシーン画像より。御坂、佐天の視線に気づく。,
#,,,#差し出される御坂のクレープ。,
17,御坂 美琴,4000101,はい。,1,10,
#,,,#アニメシーン画像より。佐天、クレープを見て。,
18,佐天 涙子,37000101,はい？,1,15,
19,御坂 美琴,4000101,味見でしょ？　さっきのお礼、一口どうぞ。,1,12,
#,,,#アニメシーン画像より。取り乱している黒子。,
20,白井 黒子,5000101,おおお姉様はわたくしというものがありながら、<br>ささ佐天さんとの間接的なベーゼを！？,1,15,
#,,,#アニメシーン画像より。呆れて見る佐天と初春。,
21,佐天 涙子,37000101,あんたの友達にはついていけないかも……。,1,14,
22,初春 飾利,36000101,アハハ……。,1,14,
#,,,#アニメシーン画像より。初春、何かに気づき。,
#,,,#初春、アップ。,
23,佐天 涙子,37000101,初春？　どうかした？,1,15,
24,初春 飾利,36000101,いえ、あそこの銀行なんですけど……。,1,14,
#,,,#アニメシーン画像より。通りの向こうの銀行。,
#,,,#銀行の入口、シャッターが閉まっている。,
25,初春 飾利,36000101,なんで昼間っから防犯シャッター<br>下ろしてるんでしょうか？,1,14,
#,,,#アニメシーン画像より。御坂と黒子、？と向く。,
#,,,#シャッターがボコッと膨らむ。,
#,,,#内側から吹っ飛ぶシャッター。,
#,,,#！と身構える御坂と黒子。,
#,,,#頭を抱える佐天、立ち上がる初春。,,,
26,佐天 涙子,37000101,な、なんなの！？,1,15,
#,,,#アニメシーン画像より。しゃがんでポケットに手を入れる黒子。,
27,白井 黒子,5000101,初春！　<ruby>警備員</ruby>への連絡と怪我人の有無の確認！<br>急いでくださいな！,1,20,
28,初春 飾利,36000101,は、はいっ。,1,13,
#,,,#アニメシーン画像より。黒子、ポケットから腕章を出す。,
#,,,#初春も腕章をつけている、手前に御坂。,
29,御坂 美琴,4000101,黒子！,1,13,
30,白井 黒子,5000101,いけませんわ、お姉様。,1,11,
#,,,#アニメシーン画像より。黒子、腕章をつける。,
31,白井 黒子,5000101,学園都市の治安維持はわたくし達、<ruby>風紀委員</ruby>のお仕事。,1,10,
#,,,#アニメシーン画像より。振り向く黒子。,
32,白井 黒子,5000101,今度こそ、お行儀よくしていてくださいな。,1,10,
#,,,#アニメシーン画像より。苦笑する御坂。,
#,,,#二人のやりとりを不思議そうに見る佐天。,
#,,,#END,
