#ID,名称,CharaID,メッセージ（全角26文字x2行）,ボイスID,表情差分,
#,,,9巻 チャプター27,
#,,,勝負はお預け,,演出指示等コメント記載欄,
#,,,#アニメシーン画像より。オリアナ、看板で上条の顎をかち上げる。,
#,,,#オリアナ、続けて上条の腹を打つ。,
#,,,#上条、苦悶の表情。,
1,上条 当麻,1000301,ぐはっ……！？,1,16,
#,,,#アニメシーン画像より。苦しむ上条、立つオリアナ俯瞰。,
#,,,#立ち上がろうと顔を上げる上条。,
2,オリアナ,40000101,だらしないわねぇ。,1,20,
#,,,#アニメシーン画像より。悠然と見下ろすオリアナ。,
3,オリアナ,40000101,今のは前戯だっていうのに、もうだめに<br>なってしまったの？,1,20,
#,,,#【学園都市・路上】,
4,オリアナ,40000101,次は『<ruby>明色の切断斧</ruby>』。お姉さんは<br>一度使った術式を何度も使う趣味はないの。,1,12,
5,上条 当麻,1000301,（一度使った魔術は二度と使わないってのに、<br>なんでそんなに組み合わせのパターンが多いんだ？）,1,16,
6,オリアナ,40000101,一応宣言しておくわね。<br>あなた、そこから動けば死ぬわ。,1,11,
#,,,#アニメシーン画像より。オリアナ、付箋を食いちぎる。,
#,,,#俯瞰、地面に魔術の亀裂が入る。,
#,,,#上条、アップ。,
7,上条 当麻,1000301,（動けば……死ぬ……？）,1,15,
#,,,#アニメシーン画像より。！？と見るオリアナ。,
#,,,#ゆっくり立ち上がる上条。,
8,上条 当麻,1000301,（そんなもんがどうしたってんだ）,1,13,
9,上条 当麻,1000301,（吹寄が今日まで一生懸命準備してきた<br>大覇星祭が台無しにされそうになってんだぞ）,1,13,
#,,,#アニメシーン画像より。ぐっと握る拳。,
10,上条 当麻,1000301,（このまま放っておくってのかよ……！）,1,13,
#,,,#アニメシーン画像より。上条、決意の表情。,
11,上条 当麻,1000301,それで満足できる訳ねえよなぁ！上条当麻！,1,20,
#,,,#END,


