#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,
#,,,同種の力,,,,
#,,,#【研究所・研究室】,
#,,,#アニメシーン画像より。暗い通路をくる御坂。,
1,御坂 美琴,4002601,ハァ、ハァ、ハァ……。,1,16,
#,,,#アニメシーン画像より。つんのめる御坂。<br>#踏ん張る御坂。,
2,御坂 美琴,4002601,うっ……。,1,16,
#,,,#アニメシーン画像より。顔上げる御坂。,
3,御坂 美琴,4002601,ほら、動け、御坂美琴……。<br>休んでる暇なんてないんだから……！,1,16,
#,,,#アニメシーン画像より。床を走る火花。<br>#！？と向く御坂。<br>#御坂の背後で爆発。,
4,御坂 美琴,4002601,ったく、しつこい！,1,21,
#,,,#アニメシーン画像より。走る火花、爆発。<br>#フレンダ、発火装置投げる。,
5,フレンダ,19000101,それそれそれ～！,1,13,
#,,,#アニメシーン画像より。走る火花。<br>#煙から飛び出す御坂。<br>#御坂、アップ。<br>#御坂、壁に着地。<br>#足場が崩れる。<br>#落下していく御坂。,
6,御坂 美琴,4002601,！？,1,16,
#,,,#アニメシーン画像より。火花の先に人形。<br>#！となる御坂。,
7,御坂 美琴,4002601,なっ！？,1,16,
#,,,#アニメシーン画像より。人形に着火。<br>#爆発の予兆。<br>#目を見開く御坂。<br>#手前にくる御坂、追う爆発。<br>#御坂、爆発から逃げ飛ぶ。<br>#それを見ているような滝壺。<br>#滝壺、指差して。,
8,麦野 沈利,11000101,バイバーイ、クモ女。,1,12,
#,,,#アニメシーン画像より。構える麦野。<br>#ピリッとくる御坂。,
9,御坂 美琴,4002601,（来るッ！　かわせない！）,1,16,
#,,,#アニメシーン画像より。壁が赤熱。<br>#御坂、空中で放電。<br>#御坂、ビームを曲げる。<br>#爆発、飛ばされる御坂。<br>#！となる麦野。,
10,麦野 沈利,11000101,！？,1,15,
#,,,#アニメシーン画像より。驚愕の麦野。<br>#着地する御坂。<br>#息が荒い御坂。,
11,御坂 美琴,4002601,（やっぱり……。<br>私の電撃を曲げた時から予想はしてたけど）,1,21,
#,,,#アニメシーン画像より。穴。<br>#固まる麦野ら。,
12,御坂 美琴,4002601,（アイツの能力は根っこの所では<br>私と同種のもの……！）,1,21,
#,,,#アニメシーン画像より。思案する麦野。,
13,麦野 沈利,11000101,私の『<ruby>原子崩し</ruby>』を……。,1,15,,
#,,,#アニメシーン画像より。麦野見るフレンダ。,
14,フレンダ,19000101,どうかしたの、麦野？,1,10,,
#,,,#アニメシーン画像より。ハッとなる麦野。<br>#ニヤリとなる麦野。,
15,麦野 沈利,11000101,フッ……フフフッ……そっか、なるほどね。,1,12,,
#,,,#アニメシーン画像より。ガクッと膝つく滝壺。<br>#フレンダ、滝壺に駆け寄ろうとする。,
16,フレンダ,19000101,ちょっ！　ちょっと滝壺！,1,15,,
#,,,#アニメシーン画像より。動き止まるフレンダ。,
17,フレンダ,19000101,うひぃー！？,1,15,,
#,,,#アニメシーン画像より。堪えるフレンダ。,
18,フレンダ,19000101,だ、い、じょ、お、ぶ、た、き、つ、ぼ……。,1,14,,
#,,,#アニメシーン画像より。麦野の言葉に向くフレンダら。,
19,麦野 沈利,11000101,フレンダ、滝壺を連れて絹旗と合流しなさい。,1,11,,
20,フレンダ,19000101,えっ？,1,15,,
#,,,#アニメシーン画像より。悔しげな滝壺。,
21,滝壺 理后,20000101,私、まだやれる……！,1,13,,
22,麦野 沈利,11000101,滝壺のためだけじゃないわ。,1,10,,
#,,,#アニメシーン画像より。ギクッとするフレンダ。,
23,麦野 沈利,11000101,フレンダもクモ女から受けたダメージが深刻でしょう？<br>無理してるけど動きが悪いわ。,1,10,,
24,フレンダ,19000101,うっ……。,1,14,
#,,,#アニメシーン画像より。麦野、冷静に。,
25,麦野 沈利,11000101,滝壺に限界が来た場合、敵の反撃を察知できない。<br>私一人であなた達二人を守り切るのはさすがに厳しいわ。,1,11,,
#,,,#アニメシーン画像より。フレンダら、気まずそうに。,
26,フレンダ,19000101,ごめんね、足引っ張って。,1,14,,
#,,,#アニメシーン画像より。歩き出す足。<br>#近づいていく麦野。,
27,フレンダ,19000101,ひぃっ！,1,15,,
#,,,#アニメシーン画像より。頭におかれる手。,
28,麦野 沈利,11000101,別に責めてやしないわよ。,1,11,,
#,,,#アニメシーン画像より。優しい麦野。,
29,フレンダ,19000101,えっ……？,1,10,,
30,麦野 沈利,11000101,むしろよくやってくれたわ。<br>二人のおかげで相手は虫の息だしね。,1,12,,
#,,,#アニメシーン画像より。麦野、フレンダらに。,
31,麦野 沈利,11000101,後詰めは絹旗に任せて休んでなさい。,1,12,,
#,,,#アニメシーン画像より。去る麦野、顔見合わせるフレンダら。,
32,滝壺 理后,20000101,麦野……。,1,15,
33,フレンダ,19000101,なんか……優しかった。,1,15,
#,,,#アニメシーン画像より。開く扉。<br>#髪なびかせ歩く麦野。,
34,麦野 沈利,11000101,（まぁ、数で圧倒して勝ちを拾ったとか<br>言われたら癪だしね）,1,11,
#,,,#アニメシーン画像より。手にプラズマ。,
35,麦野 沈利,11000101,（学園都市第三位の<ruby>超能力者</ruby>……）,1,11,,
#,,,#アニメシーン画像より。笑う口元。<br>#鬼の形相の麦野。,
36,麦野 沈利,11000101,常盤台の……『<ruby>超電磁砲</ruby>』！,1,13,,
#,,,#END,
