#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,,,ストーリーイベント: おみくじログインボーナス演出 チャプター03,
#,,,インデックス,,,,
#,,,#【1月3日　5:00　～　1月4日　4:59】,
#,,,#【神社の参道／昼】,
1,インデックス,2001401,待ってたんだよ！<br>毎日１回、おみくじを引こうね。,900060110_001,10,
2,インデックス,2001401,おみくじの結果で、貰えるものが変わるから<br>あなたのために私も祈るんだよ！,900060110_002,11,
#,,,#【おみくじ結果：大大吉の場合】,
6,インデックス,2001401,す、すごいんだよ！　大大吉なんだよ！<br>空から美味しいものが降ってくるに違いないかも！,900060110_006,12,
#,,,#【結果に拘わらず共通の締め】,
7,インデックス,2001401,明日も忘れずに来てね！<br>毎日のお祈りを忘れちゃダメなんだからねー！,900060110_007,12,
#,,,#END,































































#,,,#END,


































































