#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,スポット会話,
#,
1,打ち止め,22000101,あれは何？　ねえこっちのこれは？　って、<br>ミサカはミサカはあちらこちらをウロウロしてみたり！,900220004,21,ef_com_00100_002_002_00,
2,一方通行,13001001,おィ、チョロチョロすンな。,900130028,22,,
3,打ち止め,22000101,あっ！　あっちのあれも気になるかも。<br>って、ミサカはミサカはダッシュしてみたり！,900220002,20,ef_com_00100_002_001_00,
4,一方通行,13001001,クソガキ！　さっきから落ち着けっつってンだろ！！,900130026,13,ef_com_00100_002_005_00,
5,打ち止め,22000101,うぅ……そんなに怒らなくても。,900220027,16,ef_com_00100_002_004_00,
6,打ち止め,22000101,一緒にお買い物ができるのが楽しくてつい。<br>って、ミサカはミサカはしょんぼりしてみる。,0,14,
7,一方通行,13001001,チッ……この後は大人しくできンだろうな？,900130013,16,
8,打ち止め,22000101,え？,900220015,15,ef_com_00100_002_002_00,
9,一方通行,13001001,言うこと聞いて大人しくしてるって約束するンだったら、<br>一つだけ好きなもン買ってやる。,900130001,22,
10,打ち止め,22000101,本当？　わかった、大人しく言うこと聞くね！<br>って、ミサカはミサカは全力で約束してみたり！,900220011,12,ef_com_00100_002_000_00,
11,打ち止め,22000101,えーと、これとこれと……それからこれも欲しいかも。,0,10,
12,打ち止め,22000101,って、ミサカはミサカは従順さをアピールしながら<br>静かに色々物色してみたり！,0,21,
13,一方通行,13001001,あァ！？　何どさくさに紛れて色々持ってんだ。<br>ひとつだけだっつってンだろ！,900130030,13,ef_com_00100_002_005_00,

