#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,,,組織名 Chapter1,
#,,,“千変”襲来,,,,
#,,,【背景：学園都市・路地裏・夕】,
1,シャナ,151000101,ぐっ……！,1,16,,
2,シュドナイ,159000101,はっ、どうした？<br>精彩を欠くぞ、フレイムヘイズ！,1,12,
3,坂井 悠二,156000101,シャナ！,1,15,,
4,インデックス,2000101,あ、あの子、怪我したんだよ！,1,14,ef_com_00100_002_003_00,
5,上条 当麻,1000201,くっ……！,1,13,
6,坂井 悠二,156000101,待って、前に出ちゃ駄目だ！,1,15,
7,上条 当麻,1000201,関係ねえよ！<br>黙って見てられるか！！,1,20,,
8,インデックス,2000101,とうま！,1,15,,
9,上条 当麻,1000201,待て！！,1,13,,
10,シャナ,151000101,お前……っ！？,1,16,ef_com_00100_002_001_00,
11,上条 当麻,1000201,［<ruby>仮装舞踏会</ruby>］だかなんだか知らねえが、<br>これ以上やるなら、俺も相手になるぞ！,1,20,,
12,シュドナイ,159000101,こっちの世界の坊主か。<br>やめておけ、命を無駄にするもんじゃ――,1,12,
13,シュドナイ,159000101,……！！<br>ほう……。,1,13,
14,上条 当麻,1000201,……？,1,13,ef_com_00100_002_002_00,
15,シュドナイ,159000101,『封絶』の中で動ける辺り、フレイムヘイズが<br>何かしてやったのかと思っていたが……。,1,10,
16,シュドナイ,159000101,随分とまあ、<ruby=・　>面</ruby><ruby=・　>白</ruby><ruby=・　>い</ruby><ruby=・　>も</ruby><ruby=・　>の</ruby>があるもんだな。<br>深入りすると要らん火傷を負いそうだ。,1,10,,
17,アラストール,161000101,（こやつ……この少年に『何か』を感じとったのか？）,1,16,
18,シュドナイ,159000101,まあ、最低限の目的は果たした。<br>ここまでだ。じゃあな。,1,11,
19,シャナ,151000101,このっ……逃げるな！,1,22,
20,シャナ,151000101,――う、ぐっ……。,1,16,ef_com_00100_002_003_00,
21,坂井 悠二,156000101,シャナ！　まずは傷の治療をしないと……！,1,15,,
22,上条 当麻,1000201,行った……のか？,1,20,
23,インデックス,2000101,とうま、大丈夫？,1,15,ef_com_00100_002_003_00,
24,上条 当麻,1000201,ああ、俺は大丈夫だ。<br>それより……。,1,10,
25,シャナ,151000101,問題……ない。<br>今のうちに、あいつを追わないと……！,1,16,
26,坂井 悠二,156000101,無茶言うなよ、とにかく応急処置しなきゃ。<br>どこかに休めるところは……。,1,13,
27,インデックス,2000101,それだったら、とうまの家が近いかも！,1,15,
28,上条 当麻,1000201,そりゃいいんだが、このヘンテコな世界ってのは<br>どうやったら戻るんだ？,1,10,ef_com_00100_002_002_00,
29,アラストール,161000101,この『封絶』を展開したのは“千変”だ。<br>然るに、奴が去れば――,1,16,
#,,,,,,,
30,アラストール,161000201,――解ける。,1,16,
31,ステイル,24000101,――移動してから、話を進めよう。<br>聞きたいことは山ほどあるからね。,1,11,,
32,神裂 火織,25000201,……！？<br>待ってください、負傷しているのですか！？,1,15,ef_com_00100_002_003_00,
33,シャナ,151000201,……別に、大した傷じゃない。,1,11,,
34,ステイル,24000101,この一瞬で攻撃されたのか……！？<br>敵はどこにいる！？,1,15,ef_com_00100_002_003_00,
35,坂井 悠二,156000101,いえ……。<br>襲撃は、<rubypos><ruby=・　>も</ruby><ruby=・　>う</ruby><ruby=・　>終</ruby><ruby=・　>わ</ruby><ruby=・　>っ</ruby><ruby=・　>て</ruby><ruby=・　>る</ruby></rubypos>んです。,1,10,,
36,アラストール,161000201,それが『封絶』だ。内部で起こったことは認識されず、<br>終われば全て『なかったこと』になる。,1,11,
37,アラストール,161000201,内と外で因果は断絶され、中にいる人間は<br>何が起こっているのか知覚すらできない。,1,11,
38,ステイル,24000101,……それはそれは。そんなものがあれば、<br>僕らの仕事ももっと楽になるんだけどね……。,1,14,ef_com_00100_002_006_00,
