#ID,名称,CharaID,メッセージ（全角26文字x2行）,ボイスID,表情差分,エモーション,
#,,,レイドイベント: 新約14巻再現イベント チャプター01,
#,,,幻想殺しと理想送り,
#,,,#【学園都市・路上A・昼】,
1,？？？,103000101,<ruby=・　>新</ruby><ruby=・　>た</ruby><ruby=・　>な</ruby><ruby=・　>天</ruby><ruby=・　>地</ruby><ruby=・　>を</ruby><ruby=・　>望</ruby><ruby=・　>む</ruby><ruby=・　>か</ruby>？,400530105_047,-2,,
2,ネフテュス,107000101,な……あ？,400530105_048,10,,
3,ネフテュス,107000101,（位相が、握りつぶされた――？　こいつは全力の<br>『魔神』でさえ否定できるっていうの！？）,400530105_049,16,,
4,ネフテュス,107000101,が、ぶ。貴方、いったい――,400530105_050,14,,
5,？？？,103000101,ぼくは上里翔流。,400530105_051,-2,,
6,上里 翔流,103000101,<ruby=・　>ど</ruby><ruby=・　>こ</ruby><ruby=・　>に</ruby><ruby=・　>で</ruby><ruby=・　>も</ruby><ruby=・　>い</ruby><ruby=・　>る</ruby><ruby=・　>平</ruby><ruby=・　>凡</ruby><ruby=・　>な</ruby><ruby=・　>高</ruby><ruby=・　>校</ruby><ruby=・　>生</ruby><ruby=・　>さ</ruby>。,400530105_052,10,,
#,,,#【暗転】,
#,,,#【上条の学生寮・上条当麻の部屋・室内ライト】,,,,
7,ネフテュス,107000101,上里翔流が現れた。……あの<ruby>理想送り</ruby>が全ての『魔神』を<br>撃滅する力を備えているとしたら、,1,13,,
8,ネフテュス,107000101,貴方の側に立つオティヌスとて<br>無事では済まないでしょう。,1,13,
9,上条 当麻,1000201,……。,1,23,,
10,インデックス,2000101,とうま、いつまで裸に包帯を巻いたように見える女の人を<br>じっと見つめてるわけ。,1,20,,
11,上条 当麻,1000201,この格好で出てきて、こんな状況だぞ！？<br>これで怒るのはもう不幸を超えた理不尽だと思うよ！？,1,21,
12,インデックス,2000101,……じゃあとうま、<br>完全なる無の心でいられたと神に誓える？,1,20,
13,上条 当麻,1000201,げふん。,1,22,
14,インデックス,2000101,とうまーっ！！,1,13,
#,,,#【暗転】,
15,上条 当麻,1000201,で、その上里ってのは何なんだ？　そもそも何でお前、<br>そんなに弱々しくなってんだ？　神様のくせに。,1,10,
16,ネフテュス,107000101,……ひどい言われようだけど、<br>否定できないのが悲しいところね。,1,16,
17,ネフテュス,107000101,……娘々は死んだわ。<br>他の『魔神』達も一斉に。,1,11,
18,上条 当麻,1000201,えっ！？,1,15,
19,ネフテュス,107000101,いえ、正しくは上里翔流の<ruby>理想送り</ruby>をまともに喰らって、<br>『新たな天地』とやらに追放されたかしら。,1,13,,
20,ネフテュス,107000101,おそらく現世にいる限り、再会する事はないでしょう。<br>そういう意味では三途の川なり、レテの河なり――,1,13,
21,上条 当麻,1000201,ちょっと待ってくれ。<br>上里？　<ruby>理想送り</ruby>？　他の『魔神』に、新たな天地？？？,1,15,,
22,上条 当麻,1000201,一体全体何がどうなってるんだ。それに……<br>それに……娘々がやられたって。,1,21,
23,ネフテュス,107000101,……彼がどうして、<ruby>幻想殺し</ruby>以外の特別なチカラ、<br><ruby>理想送り</ruby>を手にして、私達『魔神』を攻撃したかは不明。,1,10,,
24,ネフテュス,107000101,分かっているのは、あの男には<br>『魔神』を刈り取るチカラがあるって事だけよ。,1,11,
25,オティヌス,45000701,あの男、というのは？,1,10,,
26,ネフテュス,107000101,……上里翔流はどこにでもいる<br>平凡な高校生にしか見えなかったわ。,1,10,
27,ネフテュス,107000101,少なくとも、高度な軍事訓練を何年も積み重ねたり、<br>魔術結社にどっぷり浸かったり、,1,10,
28,ネフテュス,107000101,『聖人』のような特異体質を持っていたり……<br>といった空気はなかったわ。,1,11,
29,オティヌス,45000701,では<ruby>理想送り</ruby>は。,1,10,,
30,ネフテュス,107000101,おそらく<ruby>幻想殺し</ruby>と同じ、<br>世界の抽選によって選ばれたにすぎないでしょう。,1,10,,
