#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,,,ストーリーイベント: おみくじログインボーナス演出 チャプター06,
#,,,佐天 涙子,,,,
#,,,#【1月6日　5:00　～　1月7日　4:59】,
#,,,#【神社の参道／昼】,
1,佐天 涙子,37000901,やっほー。来てくれてありがとうございます！<br>今日で折り返し！　チャンスはあと５日間ですよ！,900020122_001,10,
2,佐天 涙子,37000901,おみくじなんてオカルトだって思うかも知れないですけど<br>結果で貰えるものが変わるんで、張り切ってください！,900020122_002,10,
#,,,#【おみくじ結果：大大吉の場合】,
6,佐天 涙子,37000901,すごい！　今日の運勢は大大吉ですって！<br>あ、今なら伝説の虹の根元にたどりつけるんじゃあ！？,900020122_006,12,
#,,,#【結果に拘わらず共通の締め】,
7,佐天 涙子,37000901,さてっと。それじゃあ明日も来てくださいね。<br>来ないと、正義の人に捕まっちゃうかもしれませんよ！,900020122_007,12,
#,,,#END,































































#,,,#END,


































































