#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,スポット会話,,チャプター27：地下街　一方通行　ラストオーダー　,
#,,,浮気！？,
1,一方通行,13001001,そう言やァ、前にここで変なのに絡まれたな。,900130029,22,
2,打ち止め,22000101,変なの？,900220004,10,ef_com_00100_002_002_00,
3,一方通行,13001001,白い修道服の格好をしたガキに、<br>ちゃっかり飯までたかられて――。,900130015,23,
4,打ち止め,22000101,むぅぅぅ。,900220026,13,ef_com_00100_002_005_00,
5,一方通行,13001001,あァ？,900130030,22,
6,打ち止め,22000101,ミサカがいない間によその子とごはんなんて浮気？<br>って、ミサカはミサカは憤慨してみる！,900220021,13,
7,一方通行,13001001,はァ……何言ってんだ？,900130018,20,
8,打ち止め,22000101,浮気は許さないんだから！　ってミサカはミサカは<br>女房面しながら両手を腰に当てて抗議してみたり！,900220025,13,ef_com_00100_002_005_00,
9,一方通行,13001001,アホか。大体てめェがいなくなったせいで、<br>俺がわざわざ探しに出るはめになったンだろうが。,900130025,22,
10,一方通行,13001001,それによそのヤツに遊んで貰ってたってンなら、<br>てめェだって同じだろ。,0,20,
11,打ち止め,22000101,た、確かに……！<br>って、ミサカはミサカは動揺してみたり。,900220017,15,ef_com_00100_002_001_00,



