#ID,名称,CharaID,メッセージ（全角26文字x2行）,ボイスID,表情差分,
#,,,メイン: とある科学の超電磁砲 チャプター30,
#,,,風紀委員として,
#,,,#【学園都市・路上壊滅】,
#,,,#アニメシーン画像より。進むバースト。,
#,,,#バースト、触手を切られる。,
#,,,#振り向くバースト、立っている御坂。,
1,御坂 美琴,4000101,アンタの相手はこの私よ！,1,13,
#,,,#アニメシーン画像より。慌てる御坂。,
2,御坂 美琴,4000101,って！？,1,15,
#,,,#アニメシーン画像より。光弾が着弾。,,,
#,,,#御坂ナメ、奥にバースト。,,,
3,御坂 美琴,4000101,ったく、少しは人の話を……！,1,21,
#,,,#アニメシーン画像より。　バースト、光弾を撃つ。,
#,,,#！と後ろを見る御坂。,
4,御坂 美琴,4000101,やばっ！？,1,15,
#,,,#アニメシーン画像より。初春、？と見て。,
5,初春 飾利,36000102,え？,1,15,
#,,,#アニメシーン画像より。階段が爆発。,,,
#,,,#倒れている初春。,,,
#,,,#初春、起き上がり。,,,
6,初春 飾利,36000102,……痛ったぁ……。,1,16,
#,,,#アニメシーン画像より。チップを持った手。,
7,初春 飾利,36000102,よかった、壊れてない……。,1,10,
#,,,#アニメシーン画像より。立ち上がる初春。,
8,初春 飾利,36000102,急がないと、みんな手遅れに……！,1,20,
#,,,#アニメシーン画像より。階段を登る初春の足。,
#,,,#必死な初春。,
9,初春 飾利,36000102,（私だって、<ruby>風紀委員</ruby>なんだから……。<br>みんなを……佐天さんを……！）,1,20,
#,,,#アニメシーン画像より。さらに登る初春。,
#,,,#！と見る初春。,
10,初春 飾利,36000102,！？,1,15,
#,,,#アニメシーン画像より。光弾、階段に着弾。,,,
#,,,#倒れている初春。,,,
11,初春 飾利,36000102,うっ……。,1,16,
12,鉄装 綴里,127000101,大丈夫！？,1,14,
#,,,#アニメシーン画像より。盾を構えている黄泉川ら。,
13,黄泉川 愛穂,7000701,まったく、最近の若いのは無茶するじゃん？,1,14,
#,,,#アニメシーン画像より。黄泉川らナメ、光弾形成するバースト。,
14,黄泉川 愛穂,7000701,くそっ！　また……！,1,13,
#,,,#アニメシーン画像より。電撃が光弾を破壊。,,,
#,,,#ハッとする黄泉川ら。,,,
#,,,#放電する御坂ナメ、バースト。,,,
15,御坂 美琴,4000101,アンタの相手はこの私だって言ったでしょ。,1,20,
#,,,#アニメシーン画像より。叫ぶ御坂。,
16,御坂 美琴,4000101,みっともなく泣き叫んでないで、<br>まっすぐ私に向かってきなさい！,1,13,
#,,,#END,
