#ID,名称,CharaID,メッセージ（全角26文字x2行）,ボイスID,表情差分,エモーション,
#,,,ストーリーイベント: 科学サイドミスコンテスト チャプター01,
#,,,ミスビーチコンテスト,,,,
#,,,#【常盤台中学女子寮・食堂・昼】,
1,御坂 美琴,4000202,……いただきます。はむっ。,900040002,12,,
2,白井 黒子,5000201,お姉様～！,900050002,12,,
3,御坂 美琴,4000202,んぐっ！？　ゴホッ、ゴホッ……！？,900040017,16,ef_com_00100_002_003_00,
4,白井 黒子,5000201,あらあら、大変ですわ。<br>お水を飲んでくださいまし、お姉様。,900050003,15,
5,御坂 美琴,4000202,ごくっ、ごくっ……ぷはぁっ！,900040027,16,
6,御坂 美琴,4000202,く、黒子……食事中に、<br>いきなり後ろから抱きつくのはやめてくれない？,900040021,20,
7,白井 黒子,5000201,申し訳ございません、お姉様。<br>わたくしとしたことがつい……。,900050013,14,ef_com_00100_002_006_00,
8,白井 黒子,5000201,実は、とある情報を入手しましたので、<br>急いでお姉様にお伝えしようと思いまして。,900050029,10,
9,御坂 美琴,4000202,情報って？　はむっ……んぐんぐ……。,900040003,10,
10,白井 黒子,5000201,ミスコンですの。,900050002,12,
11,御坂 美琴,4000202,ごくんっ……はぁっ？　ミスコン？,900040018,15,ef_com_00100_002_002_00,
12,白井 黒子,5000201,この学園都市で一番のレディを決める<br>『ミスビーチコンテスト』が開催されるようなんですの！,900050006,11,
13,御坂 美琴,4000202,学園都市で一番のレディ、ね。<br>なんだか大げさだけど……。,900040004,14,ef_com_00100_002_004_00,
14,御坂 美琴,4000202,で、どうしてその情報を私に？<br>あむっ……もぐもぐ……。,0,10,
15,白井 黒子,5000201,それはもちろん、お姉様に出場してもらうためですの。,900050002,12,ef_com_00100_002_007_00,
16,御坂 美琴,4000202,んぐぅっ！？　んんっ……んぐぐっ……！？,900040017,16,ef_com_00100_002_003_00,
17,白井 黒子,5000201,はい、お水です！,900050030,15,
18,御坂 美琴,4000202,ごくっ、ごくっ……ぷはぁっ！<br>な、なんで私がミスコンに出なきゃならないわけ！？,900040028,16,
19,白井 黒子,5000201,あら、お姉様なら当然ですの。,900050003,15,
20,御坂 美琴,4000202,だから何が当然なのよ……。,900040024,14,ef_com_00100_002_004_00,
21,白井 黒子,5000201,わたくしは、お姉様こそが学園都市で一番のレディだと<br>信じていますの。,900050006,12,
22,御坂 美琴,4000202,あ、あのね……そんなこと言ってるの、<br>アンタだけだと思うんだけど。,900040029,14,ef_com_00100_002_006_00,
23,白井 黒子,5000201,だからこそですの！,900050025,13,
24,白井 黒子,5000201,今こそ学園都市全体に、<br>お姉様の素晴らしさを知らしめるべき！,0,13,
25,白井 黒子,5000201,このミスビーチコンテストは、そのための絶好の機会。,900050006,12,
26,白井 黒子,5000201,これに優勝し、誰もがその素晴らしさを知れば、<br>お姉様こそが学園都市一番のレディという事ですの！,900050002,12,ef_com_00100_002_007_00,
27,御坂 美琴,4000202,……ちょっと待って。,900040017,15,
28,御坂 美琴,4000202,さっきから、ミスビーチコンテストって言ってるけど、<br>ビーチってことは、もしかして審査って……。,0,15,
29,白井 黒子,5000201,当然、水着ですの。,900050006,11,
30,御坂 美琴,4000202,辞退しますっ！！,900040021,20,
31,白井 黒子,5000201,どうしてですのっ！？,900050030,15,ef_com_00100_002_003_00,
32,御坂 美琴,4000202,どうもこうもないでしょっ！<br>水着で大勢の前に出るなんて、そんなの無理！,900040018,20,
33,御坂 美琴,4000202,恥ずかし過ぎるわよ！,0,20,
34,白井 黒子,5000201,そんなことありませんの！,900050008,17,
35,白井 黒子,5000201,お姉様の水着姿は、神々しさこそあれ、<br>何も恥じらう必要なんてありませんの！,900050002,17,
36,御坂 美琴,4000202,アンタが出ればいいじゃない！<br>私は絶対に出ないからね！,900040022,13,ef_com_00100_002_005_00,
37,白井 黒子,5000201,そんなぁ～……お姉様～……。,900050016,14,
38,御坂 美琴,4000202,そんな顔してもダメよ。<br>まったく……はむっ……もぐもぐ……。,900040021,20,
39,食蜂 操祈,10000201,みぃーさぁーかぁーさぁーん。,900100001,12,,
40,御坂 美琴,4000202,んぐっ！？　ごくっ、ごくっ……ぷはぁっ……<br>まったく次から次へと……。,900040030,15,ef_com_00100_002_003_00,
41,御坂 美琴,4000202,食事中よ。邪魔しないでもらえる？<br>食蜂。,900040021,21,
42,食蜂 操祈,10000201,あらぁ、ごめんなさいねぇ。<br>ちょっと面白そうな話を耳にしちゃったもんだからぁ。,900100002,22,
43,帆風 潤子,93000201,お食事中に申し訳ありません、御坂様。,900930013,14,
44,食蜂 操祈,10000201,御坂さん、あなた、今度のミスビーチコンテストに<br>出場するつもりなのぉ？,900100029,12,
45,御坂 美琴,4000202,……そんなこと一言も言ってないけど。,900040024,21,
46,食蜂 操祈,10000201,それを聞いて安心したわぁ。,900100003,22,
47,食蜂 操祈,10000201,お子様体系の御坂さんが出場して、<br>むざむざ現実に打ちのめされる様なんて、,0,22,
48,食蜂 操祈,10000201,さすがに見ていられないものねぇ。,900100011,22,
49,帆風 潤子,93000201,じょ、女王……！？,900930030,15,ef_com_00100_002_003_00,
50,御坂 美琴,4000202,……は？<br>今なんて言ったの？,900040018,20,
51,食蜂 操祈,10000201,あらぁ、聞こえなかったかしらぁ？<br>お子様体系の御坂さんが出場して――。,900100004,12,
52,御坂 美琴,4000202,本当に言い直すな！<br>ちゃんと聞こえてるし！,900040022,13,ef_com_00100_002_005_00,
53,食蜂 操祈,10000201,なら良かったわぁ。,900100002,22,
54,食蜂 操祈,10000201,優勝は不可能という儚い現実から目を逸らすだけでなく<br>耳まで塞いじゃったのかと思ったわぁ。,0,22,
55,御坂 美琴,4000202,アンタ……喧嘩売ってんの？,900040021,20,
56,食蜂 操祈,10000201,そんなつもりはないわぁ。<br>でも……売ったら高く買ってくれるのかしらぁ？,900100007,10,
57,白井 黒子,5000201,お姉様、ダメですわ。<br>こんなところで揉め事を起こさないでくださいまし。,900050018,14,ef_com_00100_002_004_00,
58,帆風 潤子,93000201,じょ、女王、あのあまりそういったことは……。,900930018,14,
59,御坂 美琴,4000202,……アンタなら、<br>優勝できるとでも思ってんの？,900040003,20,
60,食蜂 操祈,10000201,それって挑発力のつもりかしらぁ？<br>私が、そんなものに出るはずがないでしょぉ？,900100003,23,
61,食蜂 操祈,10000201,まぁ、仮に出場したとしたら、<br>当然優勝するとは思うけどぉ。,900100006,23,
62,御坂 美琴,4000202,ふん、そりゃそうよね。<br>アンタなら、能力使って審査員を抱き込めるし。,900040005,10,
63,食蜂 操祈,10000201,能力なんて使わなくても、勝てるわよぉ。,900100025,13,ef_com_00100_002_005_00,
64,御坂 美琴,4000202,どうだか。,900040004,11,
65,御坂 美琴,4000202,ミスコンということは、見た目だけじゃなく、<br>人間性も重視されるわけでしょ？,0,10,
