#ID,名称,CharaID,メッセージ（全角26文字x2行）,ボイスID,表情差分,
#,,,8巻 チャプター31,
#,,,駆けつけたヒーロー,,,
#,,,#VS結標,
#,,,#アニメシーン画像より。発砲する拳銃。,
#,,,#宙を舞う黒子、撃たれた。,
#,,,#目を見開く黒子、アップ。,
#,,,#倒れこむ黒子。,
#,,,#地面に落ちる拳銃、結標の足元。,
#,,,#呆然とする結標、背中。,
#,,,#息の荒い結標。,
1,結標 淡希,17000101,ハァ……ハァ……ハァ……。,1,21,
2,結標 淡希,17000101,（能力なんて、関係ない……）,1,21,
#,,,#アニメシーン画像より。頭を抱える結標。,
3,結標 淡希,17000101,ぐっ、ううう……っ。,1,16,
4,結標 淡希,17000101,（自分の周りで、今まで誰かが傷ついたのは）,1,14,
5,結標 淡希,17000101,（全ての元凶は……！）,1,14,
#,,,#アニメシーン画像より。回想・結標ナメ、立ち上がった黒子。,
6,白井 黒子,5000102,力があろうとなかろうと、あなたが人を傷つける<br>人間である事に変わりはありませんの。,1,13,
#,,,#アニメシーン画像より。へたり込む結標。,
7,結標 淡希,17000101,は、ァ……アアア……！,1,16,
#,,,#アニメシーン画像より。結標の能力が暴走を始める。,
#,,,#手で顔を覆う結標。,
8,結標 淡希,17000101,ガァァァあああああああああッ！？,1,16,
#,,,#アニメシーン画像より。能力の暴走によりテーブルや椅子が宙を漂う（数カット）。,
#,,,#怯える結標のアップ。,
#,,,#割れる窓ガラス。,
#,,,#発光するテーブルや椅子。,
#,,,#フッと光が消える。,
#,,,#耳をふさぎ、頭をふせる結標（SE・落下する大量の家具）。,
#,,,#ゆっくりと目を開ける結標。,
#,,,#結標、口元。,
9,結標 淡希,17000101,殺す……！,1,11,
#,,,#アニメシーン画像より。立ち上がる結標。,
10,結標 淡希,17000101,よくもこの私を壊してくれたわね……。,1,21,
#,,,#アニメシーン画像より。銃を構える結標。,
11,結標 淡希,17000101,貴女がいなければ、私はまだどうにでもなったのに！,1,13,
#,,,#アニメシーン画像より。結標、銃にスプーンが刺さっている事に気づく。,
12,結標 淡希,17000101,……！,1,15,
#,,,#アニメシーン画像より。高笑いする結標。,
13,結標 淡希,17000101,アハハハハハッ！！,1,12,
#,,,#アニメシーン画像より。ぐったりと倒れる黒子。,
14,結標 淡希,17000101,私の<ruby>座標移動</ruby>の最大重量は四五二〇キログラム。<br>遠くからでもここへ叩きこめるわ。,1,12,
#,,,#アニメシーン画像より。ひどい顔で黒子を見下ろす結標。,
15,結標 淡希,17000101,貴女は勿論、このビルだって倒壊するでしょうね。,1,12,
#,,,#アニメシーン画像より。皮肉な笑みを浮かべる黒子。,
16,白井 黒子,5000102,あら？　そのケース、まだ必要だったんですの？,1,13,
#,,,#アニメシーン画像より。顔を歪める結標。,
#,,,#結標、黒子の腹を蹴る。,
#,,,#苦痛に息を吐く黒子。,
17,白井 黒子,5000102,ぐうっ！,1,16,
#,,,#アニメシーン画像より。結標、横顔。,
18,結標 淡希,17000101,ぶち壊してあげる……！,1,13,
#,,,#アニメシーン画像より。結標、キャリーケースを持ち去ろうとする。,
#,,,#瞬間移動する結標。,
#,,,#ぐったりとする黒子。,
19,白井 黒子,5000102,お姉、様……。,1,14,
#,,,#アニメシーン画像より。コインを拾う手。,
#,,,#寝転がる黒子。,
#,,,#白く光を放つ天井。,
#,,,#光に照らされる黒子の顔。,
20,白井 黒子,5000102,四五二〇キロ……。,1,14,
#,,,#アニメシーン画像より。コインを構える手。,
#,,,#宙を舞うコイン。,
#,,,#目を瞑ろうとする黒子。,
#,,,#レールガンがレストランの床を吹き飛ばす。,
#,,,#アニメシーン画像より。体を起こす黒子。,
21,白井 黒子,5000102,この光は……お姉様！,1,15,
#,,,#アニメシーン画像より。黒子ナメ、光と共に渦巻く瓦礫。,
#,,,#叫ぶ黒子。,
22,白井 黒子,5000102,来てはいけません！　お姉様！,1,14,
#,,,#アニメシーン画像より。崩れる床。,
#,,,#落下する黒子。,
#,,,#落下している御坂。,
23,御坂 美琴,4000102,黒子！！,1,13,
#,,,#アニメシーン画像より。ハッとする黒子。,
#,,,#瓦礫を足場に駆ける上条（数カット）。,
#,,,#上条、黒子をキャッチする。,
#,,,#天井、結標の力の奔流、光。,
#,,,#キッと睨む上条。,
#,,,#上条、右手を突き出す。,
24,上条 当麻,1001301,うぉおおおおおお！！,1,20,
#,,,#アニメシーン画像より。力の塊に触れる上条。,
#,,,#力と光が消える。,
#,,,#崩壊するビル。,
#,,,#黒子を抱きかかえ、立つ上条。,
#,,,#目を開く黒子。,
#,,,#微笑みかける上条。,
#,,,#呟く黒子、アップ。,,,
25,白井 黒子,5000102,あなたは……いったい……。,1,16,
#,,,#アニメシーン画像より。気を失う黒子。,
#,,,#END,










































































