#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,,,ストーリーイベント: おみくじログインボーナス演出 チャプター09,
#,,,御坂 美琴,,,,
#,,,#【1月9日　5:00　～　1月10日　4:59】,
#,,,#【神社の参道／昼】,
1,御坂 美琴,4001001,待ってたわ！　１日１回のおみくじも、<br>今日を入れてあと２回だけ！,900020134_001,10,
2,御坂 美琴,4001001,結果に応じてプレゼントがもらえるから<br>悔いの残らないように、おみくじ引いてよね！,900020134_002,12,
#,,,#【おみくじ結果：中吉の場合】,
4,御坂 美琴,4001001,今日の運勢は中吉だって！　よかったじゃない。<br>今日はみんなとのんびり過ごしてみるのもいいかもね。,900020134_004,10,
#,,,#【結果に拘わらず共通の締め】,
7,御坂 美琴,4001001,１日１回のおみくじもいよいよ明日で最終日。<br>あとはアイツに託したから、悔いの残らないようにね！,900020134_007,12,
#,,,#END,































































#,,,#END,


































































