#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,,,ストーリーイベント: おみくじログインボーナス演出 チャプター10,
#,,,上条 当麻,,,,
#,,,#【1月10日　5:00　～　1月11日　4:59】,
#,,,#【神社の参道／昼】,
1,上条 当麻,1001101,よぉ！　待ってたぜ。<br>今日で最後のおみくじ運試し。,900020138_001,12,
2,上条 当麻,1001101,どうか……良い結果がでますように！,900020138_002,11,
#,,,#【おみくじ結果：大吉の場合】,
5,上条 当麻,1001101,大吉！　おいおいマジかよ、すごいな。<br>おかげで、今日はガブリもビリビリもなさそうだ！,900020138_005,12,
#,,,#【結果に拘わらず共通の締め】,
7,上条 当麻,1001101,さて、おみくじは今日でおしまい。<br>今年も退屈しなさそうだから、よろしくな！,900020138_007,12,
#,,,#END,































































#,,,#END,


































































