#ID,名称,CharaID,メッセージ（全角26文字x2行）,ボイスID,表情差分,
#,,,メイン: とある科学の超電磁砲 チャプター14,
#,,,キャパシティダウン,
#,,,#【学園都市・建設中のビル】,
#,,,#アニメシーン画像より。アジト、外観。,,,
#,,,#？となる手下。,
1,手下Ａ,999000101,なんだこりゃ……？,1,10,
#,,,#アニメシーン画像より。転がる手下。,
#,,,#御坂と黒子。,
2,白井 黒子,5000102,<ruby>風紀委員</ruby>ですの。,1,20,
#,,,#アニメシーン画像より。ざわめく手下ら。,
3,手下Ａ,999000101,ガキがふざけてんじゃねーぞ！,1,10,
#,,,#アニメシーン画像より。出てくる蛇谷。,
4,黒妻 綿流,173000101,ああ？　<ruby>風紀委員</ruby>だぁ？<br>一体なんの用だよ。,1,15,
#,,,#アニメシーン画像より。黒子、アップ。,
5,白井 黒子,5000102,黒妻綿流ですわね。能力者を対象とした<br>暴行事件の首謀者として拘束します！,1,20,
#,,,#アニメシーン画像より。蛇谷、覗き込みつつ。,
6,黒妻 綿流,173000101,ほう、拘束ねぇ。悪いがおままごとに<br>付き合ってるヒマはねぇんだ、帰りな。,1,12,
7,御坂 美琴,4000101,言ってくれるわね。,1,20,
8,黒妻 綿流,173000101,親切で言ってやってんのに、<br>わからねぇなら身体でわからせてやるよ。,1,12,
#,,,#アニメシーン画像より。手下、御坂らを取り囲む。,
#,,,#御坂、身構える。,
#,,,#黒子、御坂を抑えつつ。,
9,白井 黒子,5000102,お姉様。<br>この程度の連中、わたくし一人で十分ですの。,1,13,
#,,,#アニメシーン画像より。蛇谷、ニヤリと。,
10,黒妻 綿流,173000101,十分かどうか、俺らの実力見てからにしろよな！,1,13,
#,,,#アニメシーン画像より。御坂ら、耳を押さえる。,
11,御坂たち,,「！？」,1,,
#,,,#アニメシーン画像より。落ちる鉄釘。,
#,,,#苦しむ御坂ら。,
12,御坂 美琴,4000101,何……この音ッ！？,1,16,
13,白井 黒子,5000102,頭に、直接響くみたいですの……！,1,16,
#,,,#アニメシーン画像より。スピーカー。,,,
#,,,#車に積まれたスピーカーを手下が調整している。,,,
#,,,#蛇谷、挑発して。,,,
14,黒妻 綿流,173000101,どうしたぁ？,1,12,
#,,,#アニメシーン画像より。黒子、一瞬姿を消す。,,,
#,,,#黒子、愕然として。,,,
15,白井 黒子,5000102,跳べない！？,1,15,
#,,,#アニメシーン画像より。蛇谷、足を振り上げ。,
16,黒妻 綿流,173000101,どうした、お嬢ちゃん？<br>一人で十分じゃなかったのか！？,1,12,
#,,,#アニメシーン画像より。黒子、蹴り飛ばされる。,
17,白井 黒子,5000102,うっ！？,1,16,
18,御坂 美琴,4000101,黒子！！,1,15,
#,,,#アニメシーン画像より。御坂、怒り顔。,
#,,,#御坂、電撃を迸らせる。,
#,,,#建物が破壊される。,
#,,,#どよめく不良ら。,
#,,,#御坂、動揺しつつ。,
19,御坂 美琴,4000101,（そんな！？　狙いも威力もまるでっ！？）,1,16,
20,黒妻 綿流,173000101,へっ、コントロールできねぇか。,1,10,
#,,,#アニメシーン画像より。蛇谷、車の方を見つつ。,
21,黒妻 綿流,173000101,お前はもちろん知らねぇだろうが、<br>こいつは『キャパシティダウン』ってシステムでな。,1,10,
#,,,#アニメシーン画像より。スピーカー。,
22,黒妻 綿流,173000101,詳しい事は知らねぇが、要するに音が<br>脳の演算能力を混乱させるんだってよ。,1,10,
23,黒妻 綿流,173000101,ま、俺達<ruby>武装無能力者集団</ruby>には<br>ただの甲高い音にしか聞こえねぇけどな。,1,11,
#,,,#アニメシーン画像より。黒子、身体起こしつつ。,
24,白井 黒子,5000102,こんなもの、一体どうやって……！,1,20,
#,,,#アニメシーン画像より。ニヤリとする蛇谷。,
25,黒妻 綿流,173000101,フン、『黒妻さん許してください』って言うんなら、<br>考えてやってもいいけどな。,1,12,
26,？？？,999000101,へえ、今は黒妻って言うのか。,1,20,
#,,,#アニメシーン画像より。ギョッとする蛇谷。,
#,,,#牛乳パック。,
#,,,#立つ黒妻。,
27,手下Ｂ,999000101,あ、あいつだ！,1,10,
28,手下Ｃ,999000101,黒妻さん、あの男です！<br>俺達の邪魔をしやがったのは！,1,10,
#,,,#アニメシーン画像より。呆然の蛇谷。,
29,黒妻 綿流,173000101,黒妻……さん……？,1,15,
#,,,#END,







