#ID,名称,CharaID,メッセージ（全角26文字x2行）,ボイスID,表情差分,
#,,,とある科学の超電磁砲: 2章 チャプター10,
#,,,新しい世界,
#,,,#【常盤台女子寮・御坂美琴の部屋】,
#,,,#アニメシーン画像より。女子寮、外観。,
#,,,#ドアプレート。,
#,,,#振り向く黒子。,
1,白井 黒子,5000101,お姉様とお買い物ですか！？,1,15,
#,,,#アニメシーン画像より。ベッドの上の御坂。,
2,御坂 美琴,4000101,二人とも非番でしょ？<br>息抜きにどうかなって佐天さんと話してて。,1,10,
#,,,#アニメシーン画像より。残念そうな黒子。,
3,白井 黒子,5000101,そ、そうでしたの……。<br>でも、せっかくですがやめておきますわ。,1,14,
#,,,#アニメシーン画像より。意外という顔の御坂。,
4,御坂 美琴,4000101,え？,1,15,
#,,,#アニメシーン画像より。黒子とパソコン。,
5,白井 黒子,5000101,もう少し調べてみたいんですの。,1,10,
#,,,#アニメシーン画像より。御坂、得心がいって。,
6,御坂 美琴,4000101,そう。わかった、頑張ってね。,1,12,
#,,,#アニメシーン画像より。嬉しそうな黒子。,
#,,,#パソコンに向かう黒子。,
#,,,#夜空。,
#,,,#介旅のアパート、外観。,
#,,,#ＰＣを見ている介旅。,
#,,,#介旅、アップ。,
7,介旅 初矢,170000101,（新しい世界が来る……！）,1,12,
#,,,#【学園都市・路上Ａ】,
#,,,#アニメシーン画像より。歩道を歩く介旅。,,,
#,,,#プレーヤー、アップ。,,,
#,,,#歩く介旅。,,,
8,介旅 初矢,170000101,（僕が僕を救う……）,1,12,
#,,,#アニメシーン画像より。介旅、気づいて。,
#,,,#介旅ナメ、御坂ら。,
#,,,#初春の腕、ジャッジメントの腕章。,
#,,,#目を細める介旅。,
#,,,#御坂達、セブンスミストに入っていく。,
#,,,#介旅、ぬいぐるみを持つ。,
9,介旅 初矢,170000101,（僕を救わなかった<ruby>風紀委員</ruby>はいらない……！）,1,13,
#,,,#END,








































