#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,スポット会話,,チャプター30：公園　初春 飾利　佐天 涙子　,
#,,,大人になりたい,
1,初春 飾利,36000101,はー……。,900360015,14,ef_com_00100_002_006_00,
2,佐天 涙子,37000101,どしたの、溜息ついちゃって。,900370029,10,ef_com_00100_002_002_00,
3,初春 飾利,36000101,いえ……佐天さんなら、大人っぽい服も<br>似合いそうだな～って思ったら、つい。,900360008,11,
4,佐天 涙子,37000101,へ、どうしたの？　急に。,900370019,15,
5,初春 飾利,36000101,この前『セブンスミスト』で、ちょっと大人っぽい<br>黒のロングワンピを見かけたので……試しに着たら。,900360005,16,
6,佐天 涙子,37000101,あー……はははは。合わなかった？,900370016,11,
7,初春 飾利,36000101,そりゃもう絶望的に似合いませんでした。<br>我ながら母親の喪服を着た小学生かと思いました。,900360015,14,ef_com_00100_002_006_00,
8,佐天 涙子,37000101,あははは、ごめ、ちょ、想像できちゃう……。<br>ま、まあいいじゃん。初春もそのうち育つよ。,900370013,17,
9,初春 飾利,36000101,本当に育つんでしょうかねえ……。<br>は～。,900360016,16,ef_com_00100_002_004_00,
10,佐天 涙子,37000101,それにそのまんまでも初春は充分カワイイぞ！　ね？<br>ほら、景気づけになんか食べに行こ！,900370006,21,ef_com_00100_002_000_00,
