#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,,,初春 飾利 チャプター01,
#,,,友情の証,,,,
#,,,#【学園都市・路上A・昼】,
1,初春 飾利,36000101,佐天さん、第七学区のお店で買い物をしようって<br>言ってたのに……約束の時間を過ぎても来ませんね。,1,14,ef_com_00100_002_004_00,
2,初春 飾利,36000101,何かあったら心配です……。<br>ケータイに連絡してみましょうか。,1,16,
3,初春 飾利,36000101,えっと、佐天さんの番号は……。,1,10,,
4,佐天 涙子,37000101,う・い・は・る～！<br>おっ、今日のパンツも淡い色でよく似合ってるねぇ！,1,21,ef_com_00100_002_000_00,
5,初春 飾利,36000101,ひゃぁああああああっ！？,1,90,ef_com_00100_002_003_00,
6,初春 飾利,36000101,さささっ、佐天さんっ！<br>またこんな往来でスカートをめくるなんて……！,1,90,
7,初春 飾利,36000101,そ、それに遅れるなら連絡ぐらいしてください！<br>心配したじゃないですか！,1,13,ef_com_00100_002_005_00,
8,佐天 涙子,37000101,いや～ごめんごめん！　どうやってスカートめくろうか<br>考えてたら道間違えちゃってさ～！,1,17,ef_com_00100_002_000_00,
9,初春 飾利,36000101,もうっ……<br>そんな事で頭をいっぱいにしないでくださいよ。,1,90,
10,佐天 涙子,37000101,ごめんって～！　次は気をつけるから、ねっ？,1,12,
11,初春 飾利,36000101,分かりましたよぉ。<br>それで、今日は何の買い物をするつもりなんですか？,1,10,ef_com_00100_002_002_00,
12,佐天 涙子,37000101,そうだった。あのね、今度誕生日の友達がいてさ。<br>何かプレゼントを買いたいんだよね。,1,10,
13,初春 飾利,36000101,なるほど、誕生日プレゼントですか。,1,11,
14,佐天 涙子,37000101,どっか良さそうなお店ないかな～。,1,12,
15,初春 飾利,36000101,そうですね……あ、あのお店はどうですか？<br>カラフルで可愛い感じの小物屋さんみたいですよ。,1,12,ef_com_00100_002_001_00,
16,佐天 涙子,37000101,おお、良いかも。ちょっと入ってみようか！,1,10,
#,,,#【暗転】,1,
17,佐天 涙子,37000101,へぇ……この小物屋さん、初めて来たけど<br>色々あるね～！　何か良いものはないかな～。,1,10,
18,初春 飾利,36000101,プレゼントする友達の好きな色とか、<br>服装のタイプとかを考えると選びやすいかもですね。,1,12,
19,初春 飾利,36000101,可愛い系か、かっこいい系か、とか。<br>シンプルと派手なのどっちが好きか、とか。,1,10,
20,佐天 涙子,37000101,そうだなぁ。<br>結構何でも好きな子なんだよねぇ。,1,11,
21,初春 飾利,36000101,うーん……あ、そうだ！　最近学園都市内で流行ってる<br>キャラクターがいるって、ネットで見ましたよ。,1,15,ef_com_00100_002_001_00,
22,初春 飾利,36000101,えーと、あっ、このキャラです。<br>この、もふもふした丸い毛玉に目が付いたやつ！,1,10,
23,佐天 涙子,37000101,え……このキャラ人気なの？<br>御坂さんなら飛びつきそうだけどぉ……。,1,16,ef_com_00100_002_004_00,
24,初春 飾利,36000101,あれ？　か、可愛くないですか？　でも、ネットの<br>情報によると人気のキャラクターなんですよ？,1,14,
25,初春 飾利,36000101,ほら、こんなにたくさんのグッズも出てます。<br>ノートとかマグカップとか、Ｔシャツまで。,1,12,
26,佐天 涙子,37000101,た、確かに……。<br>人気だからこんなにグッズ展開してるって事か……。,1,15,
27,初春 飾利,36000101,そうですよー！<br>よく見たら愛らしい顔をしてる気もしますし。,1,10,ef_com_00100_002_000_00,
28,佐天 涙子,37000101,なるほどなぁ。まぁ流行ってるなら話題にもなるし……<br>文房具とかなら使い道あるし良いかも。,1,10,
29,初春 飾利,36000101,うんうん、実用的でいいと思います！,1,12,
30,佐天 涙子,37000101,じゃあこのノートとシャーペンにするよ！<br>買ってくる！,1,12,
31,初春 飾利,36000101,分かりました。<br>私は他の商品を見ながら待っていますね。,1,10,
32,初春 飾利,36000101,……それにしても、このキャラクター<br>本当に色々なグッズが出てるんですね。,1,15,
33,初春 飾利,36000101,キャラ自体も、青とか赤とか<br>何種類か色の違う子がいるみたいです。,1,10,
34,初春 飾利,36000101,あっ、こっちのキーホルダー、４つがセットになってる。<br>それぞれ色違いのキャラがついてるんですね……。,1,12,ef_com_00100_002_001_00,
35,佐天 涙子,37000101,お待たせー！<br>いや～、すぐにプレゼントが決まって良かったよ！,1,12,
36,佐天 涙子,37000101,って、あれ？　どうしたの初春。<br>そんなにキーホルダーを見つめちゃって。,1,15,ef_com_00100_002_002_00,
37,初春 飾利,36000101,あ、あの、この４色セットのキーホルダー……。<br>佐天さんと、御坂さんと、白井さんと、私で……。,1,10,
38,初春 飾利,36000101,お、お揃い……とか、どうでしょう……？,1,17,
39,佐天 涙子,37000101,へぇ、初春そんなにそのキャラが気に入ったの？,1,10,
40,初春 飾利,36000101,そ、そういう訳じゃないんですけど……。<br>友達とお揃いの物を付けるのって少し憧れで……。,1,17,ef_com_00100_002_007_00,
41,初春 飾利,36000101,（うう……お揃いとか子供っぽいかな……！？<br>恥ずかしい事を言っちゃったかな……！？）,1,14,
42,佐天 涙子,37000101,……そっか。<br>確かにお揃いって、友達っぽくて良いね！,1,12,ef_com_00100_002_000_00,
43,初春 飾利,36000101,……佐天さんっ！　佐天さんも、そう思いますか！,1,10,
44,佐天 涙子,37000101,うん。いつも御坂さんと白井さんにはお世話に<br>なってるからさ、お礼も兼ねて二人にプレゼントしよ！,1,12,
45,初春 飾利,36000101,……はいっ！<br>じゃあ私、お会計してきますね！,1,12,ef_com_00100_002_000_00,
46,佐天 涙子,37000101,……ふふ。あんなにはしゃいじゃって、<br>初春が嬉しそうで何よりですなぁ。,1,21,
#,,,#END,

