#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,,,レイドイベント: 劇場版レイドリメイク チャプター03,
#,,,陰謀の始まり,,,,
#,,,#【地下街・通路・夜】,,,,
101,シャットアウラ,70000101,……なに？　建物の基部に爆弾だと！？<br>すぐに退避だ！　他のユニットは鳴護アリサを誘導しろ！,400420103_001,20,,
#,,,#【画面カット】①基部爆発,,,,
#,,,#【画面カット】②上条を背負いながら地下通路を歩くアウラ,,,,
102,上条 当麻,1000101,うっ……ここは？<br>アリサや、上にいた連中はどうなった……？,400420103_002,16,,
103,シャットアウラ,70000101,無事だ。観客も、鳴護アリサもな。<br>私の……<ruby>黒鴉</ruby>部隊も全員無傷だった。,400420103_003,11,,
#,,,#【地下街・通路・夜】,
104,上条 当麻,1000101,……あの爆発で？<br>まさに奇蹟ってやつだな。,400420103_004,10,
105,シャットアウラ,70000101,ッ！　私の前で、その言葉を口にするな！<br>偶然と、都合のいい結果を求める人のいびつな欲望……,400420103_005,16,
106,シャットアウラ,70000101,そのような都合の良い『見えざる手』など存在しない！,400420103_006,13,
107,上条 当麻,1000101,……あんた、あいつの歌ちゃんと聴いた事あるのか？<br>聴いてみろよ、奇蹟はあるって思うかもしれないぜ。,400420103_007,11,
108,シャットアウラ,70000101,……私の脳はある事故で音楽を認識する機能を失った。<br>私にとって、歌は耳を穢す醜悪なノイズでしかない。,400420103_008,11,
109,シャットアウラ,70000101,だが私は、今の自分に満足している。おかげで歌にも<br>奇蹟などという言葉にも、惑わされずに済むのだから。,400420103_009,10,
110,シャットアウラ,70000101,……、話は終わりだ。<br>出口までは連れて行く、後は好きにしろ。,400420103_010,10,,
#,,,#【場面転換】,
#,,,#【画面カット】③街頭モニターにニュース映像,
111,通行人Ａ,506000106,第七学区のショッピングモールで爆発事故だってさ。<br>なのに一人も死傷者がでてないとか、まさに奇蹟じゃん！,400420103_011,10,
112,通行人Ｂ,507000106,奇蹟でしょ、あれは絶対。<br>確か、歌手のＡＲＩＳＡがイベントやってたんでしょ？,400420103_012,10,
#,,,#【学園都市・路上Ａ・夜】,
113,鳴護 アリサ,69000101,…………はぁ。<br>奇蹟、か…………。,400420103_013,14,ef_com_00100_002_006_00,
114,上条 当麻,1001201,アリサ？　大丈夫か？,400420103_014,10,ef_com_00100_002_002_00,
#,,,#【場面転換】,
#,,,#【公園・内部Ｂ・夜】,
115,鳴護 アリサ,69000101,なんか変だよね。本当に奇蹟があるなら、<br>そもそもあんな事故は起こらないんじゃないかって。,400420103_015,14,
116,鳴護 アリサ,69000101,何だか、分からなくなってきちゃった。<br>昔も大きな事故に遭ったらしいんだけど……,400420103_016,14,
117,鳴護 アリサ,69000101,私……三年より前の記憶がないの。<br>だから、これは自分だって言えるものはなくて……。,400420103_017,16,ef_com_00100_002_006_00,
118,鳴護 アリサ,69000101,だけど、歌を歌ってるだけで心が温かくなってきて。<br>歌があれば無くした何かを取り戻せそうな気がするの。,400420103_018,14,
119,上条 当麻,1001201,俺も、何となくだけど分かるよ。,400420103_019,11,
120,上条 当麻,1001201,少なくともお前には信じてるものがあるんだ。<br>……なら、きっと大丈夫さ。,400420103_020,12,,
#,,,#【場面転換】,
#,,,#【画面カット】④アリサのライブシーンを映したモニターをバックに話すレディリーとアウラ,
121,レディリー,71000101,８８の奇蹟……そして鳴護アリサの、奇蹟の歌声。<br>ある意味、奇蹟は我が社最大の売り物ね。,400420103_021,10,,
122,シャットアウラ,70000101,私は奇蹟など信じていませんので。<br>そもそもオリオン号の事件は決して奇蹟などでは――。,400420103_022,11,
123,レディリー,71000101,８８人全員が助かってるのに？<br>あれが奇蹟じゃなくて何？,400420103_023,10,
124,レディリー,71000101,……さあ。<br>これでようやく全ての準備が整ったわ。,400420103_024,12,
#,,,#【場面転換】,
#,,,#【上条の学生寮・全景・夜】,
125,土御門 元春,3000701,いやあ、よりによってあの子とは。<br>さすがカミやんぜよ。,400420103_025,12,ef_com_00100_002_000_00,
126,上条 当麻,1001201,ってことは、知ってるんだな？<br>アリサが狙われる理由を。,400420103_026,11,ef_com_00100_002_002_00,
127,神裂 火織,25000101,あの子が聖人……もしくはそれと同等の力を<br>持っていると見なされているからです。,400420103_027,10,
128,土御門 元春,3000701,学園都市はあの子の資質や能力を、解剖学的に解明して<br>利用したいらしいぜよ。特に、あのロリっ子社長はな。,400420103_028,11,
129,神裂 火織,25000101,私やステイルは、一刻も早く彼女を聖人と証明し<br>確保せよと『<ruby>必要悪の教会</ruby>』から命令を受けています。,400420103_029,10,,
130,上条 当麻,1001201,そんな……あークソッ、誰からだこんな時に！,400420103_030,10,,
131,上条 当麻,1001201,インデックス……？<br>何だって！？　アリサがさらわれた！？,400420103_031,15,,
#,,,#【場面転換】,
#,,,#【画面カット】⑤<br>車中 ステイルと弟子たち、縛られているアリサ,
1,ジェーン,72000101,あのぅ、ししょ～……。,1,10,,
2,ステイル,24000101,うん？,1,10,,
3,ジェーン,72000101,車の中でタバコはダメですの。<br>背が伸びなくなるのです。,1,14,
4,ステイル,24000101,構わないよ。もう十分伸びたからね。,1,11,
5,ジェーン,72000101,違うのです！　私がですの！,1,13,
132,ステイル,24000101,……ん、来るぞ！,400420103_032,13,
#,,,#【画面カット】⑥赤い車を追走する黒鴉機,
6,ステイル,24000101,メアリエ！　前に出すな！,1,13,
7,メアリエ,74000101,がってん！,1,13,,
#,,,#【画面カット】⑦<br>ステイルなめトンネルの壁面を走る二機の黒鴉子機,
#,,,#【画面カット】⑧ルーンのカードをばらまくジェーン,
8,ジェーン,72000101,ししょー！　これをっ！,1,10,
#,,,#【画面カット】⑨トンネル内を舞うルーンのカード,,,,
133,ステイル,24000101,<ruby>魔女狩りの王</ruby>！,400420103_033,13,,
#,,,#【画面カット】⑩<br>トンネル内で黒鴉機を蹴散らすイノケンティウス,,,,
#,,,#【画面カット】⑪トンネルを潜り抜けるアウラ機,,,,
#,,,#【学園都市・鉄橋・夜】,,,,
134,ステイル,24000101,チッ……。,400420103_034,16,ef_com_00100_002_006_00,
135,上条 当麻,1001201,やめろ！！　なに先走ってるんだステイル。<br>まだアリサが聖人だと証明された訳じゃねぇんだろ！？,400420103_035,20,
136,ステイル,24000101,……先ほど新たな命令が下ったんだ。<br>あの天にも届く建築物、あれが何か分かるか？,400420103_036,11,
137,上条 当麻,1001201,……宇宙エレベーターだろ？,400420103_037,10,ef_com_00100_002_002_00,
138,ステイル,24000101,違う。,400420103_038,10,
139,ステイル,24000101,シュメールのジグラッドや、バベルの塔、万里の長城……<br>合理性を超えた規模を持った建築物は――,400420103_039,10,
140,ステイル,24000101,純粋に科学的に作られていても、存在した時点で<br>魔術的意味合いを帯びてしまう。,400420103_040,10,
141,ステイル,24000101,問題は、そこに聖人を組み込んで、<br>超大規模魔術装置にしようとした人間がいる事だ。,400420103_041,13,
142,上条 当麻,1001201,ちょっと待て。学園都市に魔術を<br>利用してるヤツがいるって事か！？,400420103_042,15,
#,,,#【画面カット】⑫<br>アウラ機内にてレディリーからの通信を聞くアウラ,
143,レディリー,71000101,「私よ。<ruby>警備員</ruby>が動き出したわ。<br>鳴護アリサを回収したら、撤収して」,400420103_043,10,,
144,シャットアウラ,70000101,了解。,400420103_044,10,
#,,,#【画面カット】⑬横転した車 気を失っているアリサ,
#,,,#【画面カット】⑭<br>アウラ機内 ウィンドウなめアリサを見るアウラ,
#,,,#【画面カット】⑮<br>アウラ機内 ウィンドウでアリサのブレスレットを見るアウラ<br>※ブレスレットのアップ,
145,シャットアウラ,70000101,……ッ！？　まさか、そんな……何故……！,400420103_045,15,
146,レディリー,71000101,「あら、気付いちゃったかしら？<br>いいわ、その子を私の所に連れて来なさい」,400420103_046,12,
147,上条 当麻,1001201,待てシャットアウラ！<br>その子を離せ！　シャットアウラ……！！,400420103_047,20,
148,シャットアウラ,70000101,関係などないくせに……<br>何故お前は邪魔をするッ！,400420103_048,20,
#,,,#【画面カット】⑯シャットアウラの能力使用の目のアップ,
#,,,#【画面カット】⑰上条の頭上で爆発,,,,
#,,,#【場面転換】,
