#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,,,ストーリーイベント: おみくじログインボーナス演出 チャプター07,
#,,,初春 飾利,,,,
#,,,#【1月7日　5:00　～　1月8日　4:59】,
#,,,#【神社の参道／昼】,
1,初春 飾利,36000901,待ってましたよ！<br>今日もおみくじが引けるので、是非引いてみてください！,900060126_001,10,
2,初春 飾利,36000901,おみくじの結果で、貰えるものが変わりますから<br>運試しにどうぞ！,900060126_002,10,
#,,,#【おみくじ結果：小吉の場合】,
3,初春 飾利,36000901,おめでとうございます。今日の運勢は小吉です。<br>良かったですね！,900060126_003,10,
#,,,#【結果に拘わらず共通の締め】,
7,初春 飾利,36000901,今日は来てくれてありがとうございます。<br>明日も待ってますねー！,900060126_007,12,
#,,,#END,































































#,,,#END,


































































