#ID,名称,CharaID,メッセージ（全角26文字x2行）,ボイスID,表情差分,エモーション,
#,,,ストーリーイベント: おみくじログインボーナス演出 チャプター05,
#,,,ローラ,,,,
#,,,#【1月8日　5:00　～　1月9日　4:59】,
#,,,#【神社の参道／昼】,
1,ローラ,26000801,これが噂に聞きし、『おみくじ』なりけるものね。<br><ruby=わたくし>私</ruby>も楽しみにしてたることよ。,900120130_001,10,
2,ローラ,26000801,おみくじの結果で貰えるものが変わりけるわ。<br>それじゃ早速、運試しをしてみるとよきよ。,900120130_002,12,
#,,,#【おみくじ結果：大大吉の場合】,
6,ローラ,26000801,まさか、大大吉を引けるとは！？<br>きっと最高の一日になりたるわね。私もご一緒しても？,900120130_006,15,
#,,,#【結果に拘わらず共通の締め】,
7,ローラ,26000801,明日の結果はまた変わりたるかもしれないわ。<br>忘れずにちゃんと来てくれるわよね？,900120130_007,12,
#,,,#END,































































#,,,#END,


































































