#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,,,Chapter4,
#,,,縁談は良き関係築く,,,,
#,,,#【公園・内部C・昼】,
1,佐天 涙子,37000901,とうちゃ～く！　この高台が次のご利益巡りの場所であり<br>婚后さん達の待ち合わせ場所になります！,900370001,10,ef_com_00100_002_000_00,
2,婚后 光子,9001201,素晴らしいですわっ。こんなにもいとも容易く<br>目的地にたどり着いてみせるなんて。,900090011,12,ef_com_00100_002_000_00,
3,婚后 光子,9001201,御坂さん、佐天さんと初春さんもありがとうございます。<br>白井さんにも今日ばかりは敬意を表しますわ。,0,11,,
4,白井 黒子,5001001,妙に引っかかる物言いですけど……まぁ良いですわ。<br>それより、湾内さんと泡浮さんが見当たりませんのよ。,900050018,13,ef_com_00100_002_006_00,
5,婚后 光子,9001201,皆さんのおかげで、<br>予定の時間より早く着く事ができたようですわね。,900090005,10,
6,御坂 美琴,4001001,あ、じゃあ湾内さん達が来るまで<br>私達とご利益巡りするのはどう？,900040029,10,,
7,婚后 光子,9001201,あの、お誘いは嬉しいのですが……<br>わたくしはお邪魔ではありませんの？,900090004,15,ef_com_00100_002_002_00,
8,御坂 美琴,4001001,私は大歓迎だよ。<br>みんなはどうかな？,900040005,12,
9,佐天 涙子,37000901,全然オッケーです！<br>婚后さんも一緒にご利益巡りしましょう！,900370006,12,ef_com_00100_002_000_00,
10,初春 飾利,36000901,そうですね、みんなでご利益を貰っちゃいましょう。,900360005,12,ef_com_00100_002_000_00,
11,白井 黒子,5001001,はぁ、仕方ありませんわね。<br>一人にして、また迷子になったら元の木阿弥ですもの。,900050015,10,
12,婚后 光子,9001201,ま、待っているだけなら迷子にはなりませんわよ……！,900090017,17,ef_com_00100_002_003_00,
13,婚后 光子,9001201,けれど、皆さんにそこまで言っていただけるなら<br>わたくしもご一緒させていただきますわ。,0,10,
14,初春 飾利,36000901,そうと決まれば、佐天さん。<br>ここでは何をするんですか？,900360028,10,ef_com_00100_002_002_00,
15,佐天 涙子,37000901,えっとね、ここから飛行船が見えるでしょ？<br>あそこの大型モニターに謹賀新年って映ってるやつ。,900370006,10,
16,佐天 涙子,37000901,あの飛行船と一緒に写るように自撮りをして、<br>携帯の待ち受けにすればご利益が貰えるんだって。,0,12,
17,白井 黒子,5001001,羽根突きに比べれば随分と簡単ですのね。<br>では早速取り掛かるとしましょうか。,900050005,11,
#,,,#【暗転】,
18,佐天 涙子,37000901,そうだ初春。どうせだから一緒に撮ろうよ！,900370029,10,ef_com_00100_002_000_00,
19,初春 飾利,36000901,良いですよ。じゃあ私の携帯を使って……<br>あれ？　飛行船が上手くフレームに入らないですね。,900360005,10,
20,佐天 涙子,37000901,あぁ上にズラしたら今度はあたし達が見切れちゃうよ！,900370030,15,ef_com_00100_002_003_00,
21,婚后 光子,9001201,…………。,0,20,,
#,,,#【暗転】,
22,白井 黒子,5001001,ふぅ、新年早々に最高の一枚を撮れましたの。,900050002,11,ef_com_00100_002_007_00,
23,御坂 美琴,4001001,ねぇ黒子？<br>何で私の顔を撮って満足げなのかしら？,900040003,10,ef_com_00100_002_002_00,
24,白井 黒子,5001001,それはもちろん、わたくしにとって<br>お姉様のご尊顔こそがご利益そのものだからですの！,900050006,12,
25,御坂 美琴,4001001,削除。真面目にやりなさい。,900040008,11,
26,白井 黒子,5001001,あぁん！　最高の一枚でしたのにぃ！,900050030,14,ef_com_00100_002_003_00,
27,婚后 光子,9001201,（なるほど……自撮りとは<br>こうしてお友達同士で楽しむものでもあると……）,0,20,ef_com_00100_002_001_00,
28,婚后 光子,9001201,あ、あのっ、皆さん！　その……。,900090028,10,
29,御坂 美琴,4001001,？　婚后さん、どうしたの？,900040006,10,ef_com_00100_002_002_00,
30,婚后 光子,9001201,あの……よろしければ、<br>皆さんと集合写真を撮りたいと思いまして――。,900090005,11,
31,婚后 光子,9001201,このような機会に写真を撮るのなら、<br>思い出にも残るようにした方がよろしいかと思って……。,0,10,
32,御坂 美琴,4001001,ああ、良いわねそれ！　よーし、全員集合ー！<br>ほら婚后さんも並んで並んで！,900040009,12,ef_com_00100_002_000_00,
33,白井 黒子,5001001,貴女にしては良いアイデアですのね。<br>ただし、お姉様の隣は譲りませんのよ！,900050004,13,
34,婚后 光子,9001201,あら、御坂さんの隣は常盤台の風神・雷神と呼ばれた<br>この婚后光子が相応しいですわ！,900090008,11,ef_com_00100_002_007_00,
35,初春 飾利,36000901,こんな時まで言い争いはやめましょうよ～。,900360028,14,ef_com_00100_002_003_00,
36,佐天 涙子,37000901,あっ、丁度良く飛行船が後ろ通りますよ！？<br>シャッターチャンスです！　撮りましょう御坂さん！,900370028,10,ef_com_00100_002_001_00,
37,御坂 美琴,4001001,オッケー、それじゃ撮るわよ！　はい、チーズ！,900040005,12,,
38,御坂 美琴,4001001,それから、写真のデータをみんなに送信っと。,0,10,,
