#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,,,ストーリーイベント: おみくじログインボーナス演出 チャプター06,
#,,,白井 黒子,,,,
#,,,#【1月6日　5:00　～　1月7日　4:59】,
#,,,#【神社の参道／昼】,
1,白井 黒子,5001001,今日もおみくじが引けるようなので<br>引いて行ってみてはいかがしら。,900060122_001,10,
2,白井 黒子,5001001,おみくじの結果で貰える物が変わるのですが……、<br>結果は引いてからのお楽しみですわね！,900060122_002,11,
#,,,#【おみくじ結果：小吉の場合】,
3,白井 黒子,5001001,今日の運勢は小吉ですわ。<br>なにかあなた、身に覚えがあるのでは？,900060122_003,10,
#,,,#【結果に拘わらず共通の締め】,
7,白井 黒子,5001001,さて。明日も来ることをお勧めしますわ。<br>忘れたときは容赦しませんわよ。,900060122_007,12,
#,,,#END,































































#,,,#END,


































































