#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,
#,,,学究会,,,,
#,,,#【病院・病室】,
#,,,#アニメシーン画像より。病院、外観。<br>#ルームプレート。,
1,御坂 美琴,4000101,おめでとう、枝先さん！,1,12,
#,,,#アニメシーン画像より。キョトンとする枝先。,
2,枝先 絆理,217000101,ん？,1,15,
#,,,#アニメシーン画像より。勢揃いの御坂ら。,
3,御坂 美琴,4000101,明後日なんだってね、退院。,1,10,
#,,,#アニメシーン画像より。俯瞰、感謝する枝先。,
4,枝先 絆理,217000101,あ……ありがとう！　みんなのおかげだよ！,1,12,
#,,,#アニメシーン画像より。壁に掛けられている制服。,
5,枝先 絆理,217000101,夏休み終わるまでに絶対退院してあれ着るんだって、<br>頑張る事ができたから……。,1,10,
#,,,#アニメシーン画像より。優しく微笑む御坂。<br>#リンゴの皮を剥く初春。,
6,御坂 美琴,4000101,で、退院したあとの事は決まってるの？,1,10,
#,,,#アニメシーン画像より。俯瞰、病室の一同。,
7,枝先 絆理,217000101,うん。,1,10,
8,初春 飾利,36000101,枝先さんは春上さんと一緒に住むんですよ。,1,11,
9,御坂 美琴,4000101,え？,1,15,
10,佐天 涙子,37000101,そうなの？,1,15,
11,初春 飾利,36000101,はい。,1,10,
12,枝先 絆理,217000101,私、ずっと施設にいたから……。,1,14,
#,,,#アニメシーン画像より。テーブルの写真。,
13,初春 飾利,36000101,いきなり一人暮らしは大変ですもん。,1,11,
#,,,#アニメシーン画像より。春上と枝先。,
14,春上 衿衣,129000101,だから先生にお願いしたの。<br>私と絆理ちゃんを同じ部屋にって。,1,10,
#,,,#アニメシーン画像より。林檎の皮が落ちる。<br>#反応に困る御坂ら。,
15,御坂 美琴,4000101,そうなんだ……。,1,15,
16,白井 黒子,5000101,では、また引っ越しですわね。<br>お手伝いに参りましょうか？,1,10,
17,春上 衿衣,129000101,大丈夫なの。,1,12,
18,白井 黒子,5000101,え？,1,10,
#,,,#アニメシーン画像より。一同、俯瞰。,
19,春上 衿衣,129000101,初春さんと一緒にやっちゃったの。,1,12,
20,佐天 涙子,37000101,そうなの？,1,15,
#,,,#アニメシーン画像より。佐天、初春を見て。,
21,初春 飾利,36000101,ええ、明日には引っ越し屋さんが<br>来てくれるんです。,1,11,
#,,,#アニメシーン画像より。何か引っかかる佐天。,
22,御坂 美琴,4000101,そうなんだ。,1,15,
23,白井 黒子,5000101,水臭いですわねぇ。,1,15,
#,,,#アニメシーン画像より。青空。<br>#歩いている一同。,
24,初春 飾利,36000101,ああ、そうだ。,1,10,
#,,,#アニメシーン画像より。初春ナメ、一同。,
25,初春 飾利,36000101,白井さん、そろそろ時間じゃないですか？,1,10,
26,白井 黒子,5000101,ああ、そうですわね。,1,10,
27,御坂 美琴,4000101,何？　また<ruby>風紀委員</ruby>の仕事？,1,10,,
#,,,#アニメシーン画像より。黒子ナメ、一同。,
28,白井 黒子,5000101,ええ、今度の『学究会』の警備に動員されまして。,1,11,
29,初春 飾利,36000101,今日はその下見なんです。,1,10,
30,御坂 美琴,4000101,へぇ。,1,10,
#,,,#アニメシーン画像より。小首傾げる佐天。,
31,佐天 涙子,37000101,あの、学級会にどうして警備が必要なんですか？,1,10,
#,,,#アニメシーン画像より。？となる一同。,
32,御坂たち,,「へ？」,1,,,
33,初春 飾利,36000101,ああ、違いますよ佐天さん。,1,10,
#,,,#アニメシーン画像より。佐天ナメ、初春。,
34,初春 飾利,36000101,クラスの学級会じゃなくて『学園都市研究発表会』。<br>略して学究会です。,1,11,
#,,,#アニメシーン画像より。携帯のフィルムを開く黒子。,
35,白井 黒子,5000101,日々、勉学に勤しむ学園都市の学生たち。<br>その成績優秀者に与えられた研究発表の場。,1,11,
36,白井 黒子,5000101,それが『学園都市研究発表会』ですわ。,1,10,
#,,,#アニメシーン画像より。ふむとなる佐天。,
37,白井 黒子,5000101,もっとも、この場合成績というのは<br>能力の優劣ではなく、学業の事ですけど。,1,10,
38,佐天 涙子,37000101,つまり頭のいい人たちの大覇星祭みたいなものですか？,1,10,
#,,,#アニメシーン画像より。苦笑の御坂。,
39,御坂 美琴,4000101,あそこまで華やかじゃないけどね。,1,11,
#,,,#アニメシーン画像より。話す一同。,
40,初春 飾利,36000101,けど、趣向を凝らした発表とか講座とか<br>色々あるんですよ。,1,12,
41,佐天 涙子,37000101,へー。よくわかんないけど、<br>なんか面白そうなイベントが今年から始まるんですね。,1,12,
42,御坂たち,,「え……」,1,,,
#,,,#アニメシーン画像より。言いにくそうな初春。,
43,初春 飾利,36000101,あの、毎年やってるんですけど……。,1,16,
44,佐天 涙子,37000101,え！？　本当に！？,1,15,
#,,,#END,
