#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,,,ストーリーイベント: 4th Anniversaryリレーメッセージ,
#,,,御坂 美琴,,,,
#,,,#【青背景】,
1,御坂 美琴,4000102,長いようであっという間だったけど、皆と一緒に<br>４周年をお祝い出来て嬉しいわ。本当にありがとう！,900160161_001,12,
2,御坂 美琴,4000102,リレーメッセージは今日で終わり。楽しんでくれた？<br>今後も色々イベントやキャンペーンが用意されてるから、,900160161_004,10,
3,御坂 美琴,4000102,これからもずっと、私たちの活躍に期待しててよね！,900160161_005,12,
4,,,前日に、本日の挨拶者への『伝言』を預かっていると<br>貰えるプレゼントの数が変化します。,
5,,,さて、本日４周年御礼メッセージに現れるのは……？,
#,,,#END,

































































#,,,#END,


































































