#ID,名称,CharaID,メッセージ（全角26文字x2行）,ボイスID,表情差分,
#,,,メイン: とある魔術の禁書目録 チャプター17,
#,,,スカイダイビング,,,
#,,,#【超音速旅客機・ハッチ】,
#,,,#アニメシーン画像より。ハッチ内、土御門。,
1,土御門 元春,3000201,行くぜい、カミやん！,1,12,
#,,,#アニメシーン画像より。泣きそうな上条。,
2,上条 当麻,1000501,マ、マジで……？,1,14,
#,,,#アニメシーン画像より。上空から落ちる二人。,
3,上条 当麻,1000501,うぎゃああああああああッ！！,1,14,
#,,,#アニメシーン画像より。落下していく二人。,
4,上条 当麻,1000501,あああああああああああッ！！,1,14,
#,,,#アニメシーン画像より。空から落下してくる上条。,,,
5,上条 当麻,1000501,あああああああああああッ！？,1,16,
#,,,#アニメシーン画像より。回転する上条。,
#,,,#咄嗟に開くパラシュート。,
#,,,#ロープが上条の首に絡まっている。,
6,上条 当麻,1000501,く、首が……。,1,16,
#,,,#アニメシーン画像より。ロープを手繰り寄せる手。,
7,上条 当麻,1000501,絞ま……う……。,1,16,
#,,,#アニメシーン画像より。川に落下する上条。,
#,,,#水中、もがく上条。,
#,,,#上条、目を開く。,
#,,,#迫りくるタンクトップの胸。,
#,,,#胸に埋もれる上条。,
#,,,#五和に引っ張り上げられる上条。,
#,,,#倒れ込む上条。,
8,上条 当麻,1000501,がはっ！,1,16,
#,,,#アニメシーン画像より。川岸全景。,
9,上条 当麻,1000501,ゴホッ、ゴホゴホッ……！,1,16,
#,,,#アニメシーン画像より。五和ナメ、振り返る上条。,
10,？？？,999000101,あの、大丈夫ですか……？,1,20,
#,,,#アニメシーン画像より。五和、アップ。,
11,上条 当麻,1000501,ああ……確か天草式の……五和、だっけ？,1,10,
#,,,#アニメシーン画像より。頭を下げる五和。,
12,五和,30000101,あ、はい。ご無沙汰してます。,1,10,
#,,,#アニメシーン画像より。周囲を探す上条。,
13,上条 当麻,1000501,もしかして土御門に呼ばれて来たのか？<br>アイツはどこに……。,1,10,
#,,,#アニメシーン画像より。？となる五和。,
14,五和,30000101,はぁ……？,1,15,
15,上条 当麻,1000501,ほら、世界中で起こってるデモとか抗議行動に<br>Ｃ文書ってのが関わってるとかって話で……。,1,10,
#,,,#アニメシーン画像より。迫る五和。,
#,,,#口を塞がれている上条。,
16,五和,30000101,ど、どうしてその事を知ってるんですか！？,1,15,
#,,,#END,
































































