#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,
#,,,最強コンボ,,,,
#,,,#【研究所・研究室】,
#,,,#アニメシーン画像より。走る御坂の足。<br>#通路を走る御坂。,
1,御坂 美琴,4002601,ハァ、ハァ、ハァ……！,1,16,
#,,,#アニメシーン画像より。通路を入る御坂。<br>#御坂、アップ。,
2,御坂 美琴,4002601,（あんなのを三人も相手にするのは<br>流石に分が悪い……施設の破壊を優先しよう）,1,16,
#,,,#アニメシーン画像より。段差を飛び降りる御坂。<br>#飛んでる御坂。<br>#着地する足、軽くスパーク。<br>#走り出そうとする御坂。<br>#膝が折れる。<br>#！となる御坂。<br>#倒れていく御坂。,
3,御坂 美琴,4002601,（マズッ……能力を使い過ぎた。力が……！）,1,16,
#,,,#アニメシーン画像より。赤熱する壁。<br>#御坂の上方、ビームが通過。<br>#転がっていく御坂。<br>#顔上げる御坂。,
4,御坂 美琴,4002601,なんで？　ランダムに迂回して移動してるのに、<br>どうやって……当てずっぽう？,1,15,
#,,,#アニメシーン画像より。！となる御坂。<br>#ビームを避ける御坂。<br>#御坂、壁に張り付く。<br>#立ち上がる御坂。,
5,御坂 美琴,4002601,いや、これは……。,1,21,
#,,,#アニメシーン画像より。滝壺、アップ。,
6,滝壺 理后,20000101,かわされた。,1,10,,
#,,,#アニメシーン画像より。俯瞰、麦野ら。,
7,滝壺 理后,20000101,検索対象は消えていない。,1,10,,
8,麦野 沈利,11000101,天井に跳んだのかしら。<br>立体に動き回るってのは面倒ね。,1,11,,
#,,,#アニメシーン画像より。感心しているフレンダ。,
9,麦野 沈利,11000101,滝壺ー。,1,10,,
10,滝壺 理后,20000101,うん。,1,10,,
#,,,#アニメシーン画像より。大穴があいてる壁。,
11,フレンダ,19000101,（ひゃ～、相変わらずスッゴイ……）,1,15,
#,,,#アニメシーン画像より。立つ麦野。,
12,フレンダ,19000101,（さすが学園都市第四位の<ruby>超能力者</ruby>、『<ruby>原子崩し</ruby>』）,1,10,,
#,,,#アニメシーン画像より。錠剤出してる滝壺。<br>#錠剤を飲む滝壺。,
13,フレンダ,19000101,（そして、たとえ地球の裏側に逃げても<br>位置情報を検索できる、滝壺の……）,1,11,
#,,,#アニメシーン画像より。瞳孔開く滝壺。,
14,フレンダ,19000101,（『<ruby>能力追跡</ruby>』）,1,10,,
#,,,#アニメシーン画像より。フレンダ。,
15,フレンダ,19000101,（『アイテム』が誇る<ruby>超能力者</ruby>と<ruby>大能力者</ruby>の最強コンボ。<br>この二人から逃げ切れるヤツなんて……！）,1,11,,
#,,,#アニメシーン画像より。拳握るフレンダ。<br>#グッとためるフレンダ。,
16,フレンダ,19000101,へっきょくひないわへよ！,1,12,,
#,,,#アニメシーン画像より。嬉しいフレンダ。,
17,フレンダ,19000101,あっ、ひゃべれた！,1,12,,
#,,,#アニメシーン画像より。発声練習してるフレンダ。,
18,フレンダ,19000101,あ、あー。あえいうえお、あいうえお。,1,10,,
#,,,#アニメシーン画像より。髪かきあげる麦野。<br>#ポーズとる麦野。,
19,麦野 沈利,11000101,どこの誰だか知らないけど、<br>捉えるのも時間の問題かしらね。,1,10,,
#,,,#アニメシーン画像より。微笑む麦野。,
20,麦野 沈利,11000101,あとは逃さないように追い込んでいきましょう。,1,10,,
#,,,#END,
