#ID,名称,CharaID,メッセージ（全角26文字x2行）,ボイスID,表情差分,
#,,,メイン: とある魔術の禁書目録 チャプター06,
#,,,脱走,,,
#,,,#【上条の学生寮・上条当麻の部屋】,
#,,,#アニメシーン画像より。学生寮、外観。,
1,インデックス,2000101,んもー……。,1,14,
#,,,#アニメシーン画像より。部屋の隅にいるスフィンクス。,
2,インデックス,2000101,いい加減に機嫌を直してほしいんだよ、スフィンクス！,1,14,
#,,,#アニメシーン画像より。覗き込むインデックス。,
3,インデックス,2000101,無理やりお風呂に入れた事は謝るから、ね？,1,14,
#,,,#アニメシーン画像より。インターホンに気づくインデックス。,,,
#,,,#上条の学生寮_廊下_昼,,,
4,インデックス,2000101,あ、まいかだ！,1,15,
5,土御門 舞夏,39000201,またしばらく隣に住むので挨拶に来たのだよー。,1,10,
6,土御門 舞夏,39000201,ご飯もどしどし作る予定だから、<br>食べに来るとよいのだよー。,1,10,
7,インデックス,2000101,ホント！？,1,12,
#,,,#アニメシーン画像より。出ていくスフィンクス。,
8,インデックス,2000101,ん？　あ！？,1,15,
#,,,#アニメシーン画像より。追うインデックス。,
9,インデックス,2000101,スフィンクス！　待つんだよ！,1,15,
#,,,#アニメシーン画像より。インデックス、舞夏に言いつつ。,
10,土御門 舞夏,39000201,おーい。,1,15,
11,インデックス,2000101,お留守番、お願いね！,1,14,
#,,,#END,
