#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,,,ストーリーイベント: 正月会話演出 チャプター01,
#,,,新年のご挨拶,,,,
#,,,#【神社の参道／昼】,,,,
1,上条たち,,あけましておめでとうございます！,1,,,
2,インデックス,2001401,今年こそ、とうまが落ち着いてくれると<br>私も安心なんだよ。,1,12,ef_com_00100_002_000_00,
3,御坂 美琴,4001001,そうね……。今年こそ、コイツが<br>フラフラしないでいてくれることを願うわ。,1,10,
4,上条 当麻,1001101,何でお前らが保護者目線なんだよ。<br>それを言いたいのはこっちだって……。,1,21,ef_com_00100_002_004_00,
5,インデックス,2001401,はっ！　とうま。大変なんだよ。<br>あっちに美味しそうな屋台が並んでるんだよ！,1,15,ef_com_00100_002_001_00,
6,上条 当麻,1001101,って、おい！　言った傍から、もう<br>落ち着いてないんですけど！？,1,15,,
7,御坂 美琴,4001001,あ、こら、私を置いてくなーー！<br>……もう。,1,15,
8,食蜂 操祈,10000701,あらぁ？　こんなところで偶然力ねぇ。,1,10,,
9,御坂 美琴,4001001,ゲ、食蜂。<br>……新年早々、やな奴に遭ったわね。,1,21,ef_com_00100_002_001_00,
10,食蜂 操祈,10000701,なによぉ。こっちが声掛けてあげたんだから<br>挨拶くらい返しなさいよねぇ。,1,20,
11,食蜂 操祈,10000701,まぁでも、こっちも<br>御坂さんなんかに用はないんダゾ☆,1,12,
12,御坂 美琴,4001001,そっちから声かけといて<br>相変わらず随分な言い草ね。,1,21,ef_com_00100_002_005_00,
13,白井 黒子,5001001,お姉ーーさまーー。<br>まぁ、こんな所にいらしたのですね！,1,12,
14,白井 黒子,5001001,境内で、初春と佐天が待ってますわ。<br>さっさと行きませんと。,1,11,
15,御坂 美琴,4001001,えっもうそんな時間なの？,1,15,ef_com_00100_002_001_00,
16,白井 黒子,5001001,ですの！<br>では、ごきげんよう。,1,10,,
17,食蜂 操祈,10000701,忙しないわねぇ……。<br>まぁでも、こっちも早くあの人探さないと。,1,23,,
18,食蜂 操祈,10000701,あの人に新年の挨拶するためだけに<br>ここまで来たんだしぃ。,1,17,ef_com_00100_002_000_00,
19,食蜂 操祈,10000701,……という訳で、<br>今年も宜しく！なんダゾ☆,1,21,,
#,,,#【ユーザーへのプレゼント付与ポップアップ表示】,
#,,,#END,
























































#,,,#END,


































































