#ID,名称,CharaID,メッセージ（全角26文字x2行）,ボイスID,表情差分,エモーション,
#,,,ストーリーイベント: 科学サイドミスコンテスト チャプター10,
#,,,遅れてきた応援,,,,
#,,,#砂浜・夕,
1,白井 黒子,5000201,やっぱり納得がいきませんわ！<br>審査員の目は節穴ですの！,900050025,13,ef_com_00100_002_005_00,
2,佐天 涙子,37000201,まだ言ってる……。,900370008,14,
3,初春 飾利,36000201,あはは……本人以上に悔しいみたいですね。,900360002,14,ef_com_00100_002_004_00,
4,白井 黒子,5000201,どう考えても、ミスビーチの名は、<br>お姉様にこそふさわしいんですの！,900050006,13,
5,御坂 美琴,4000202,そう言ってくれるのは嬉しいけどね。<br>まぁ、三位になっただけでも、私は満足――。,900040002,12,
6,上条 当麻,1000201,……やっぱり終わっちまったか……。,900010017,21,ef_com_00100_002_004_00,
7,御坂 美琴,4000202,え……あ、アンタ……！,900040017,15,ef_com_00100_002_001_00,
8,佐天 涙子,37000201,あ、上条さん！,900370001,12,
9,初春 飾利,36000201,もしかして、御坂さんの応援に来てくれたんですか？,900360001,10,
10,上条 当麻,1000201,ああ、そのつもりだったんだけどな……。,900010006,21,
11,御坂 美琴,4000202,そ……そうなの？,900040004,15,ef_com_00100_002_002_00,
12,上条 当麻,1000201,わりぃ……実は俺、今日補習だったんだよ。,900010015,14,
13,上条 当麻,1000201,終わるのが思った以上に長引いちまってな。<br>急いで駆けつけたんだけど……。,0,14,
14,上条 当麻,1000201,応援に来るって約束してたのに、ホントすまん！,0,14,
15,御坂 美琴,4000202,べ、別に……最初からアンタの応援なんて<br>期待してなかったし……。,900040008,17,ef_com_00100_002_003_00,
16,御坂 美琴,4000202,それに、アンタがいたって、私が三位っていう結果が<br>変わったわけじゃなかったと思うし……。,0,17,
17,上条 当麻,1000201,さ、三位！？　三位になったのか！？<br>すげえじゃんか、御坂！,900010010,12,ef_com_00100_002_000_00,
18,御坂 美琴,4000202,え……。,900040017,17,
19,上条 当麻,1000201,だって結構、参加者居た中での三位だろ？<br>十分すげえよ！,900010002,12,
20,御坂 美琴,4000202,そ……そう、かな？,900040002,17,
21,上条 当麻,1000201,ああ、たいしたもんだよ。<br>あーやっぱ見たかったなぁ。,900010006,12,
22,御坂 美琴,4000202,そ、そんなに？　ふぅん……。,900040003,17,
23,白井 黒子,5000201,お姉様、行きますわよ！,900050021,20,
24,御坂 美琴,4000202,え……黒子？,900040017,15,ef_com_00100_002_002_00,
25,白井 黒子,5000201,お姉様はお疲れですの。<br>帰宅の邪魔をしないでもらえます？,900050028,13,
26,上条 当麻,1000201,邪魔って、俺は別に――。,900010030,21,ef_com_00100_002_004_00,
27,白井 黒子,5000201,だいたい、コンテストの日に補習を受けるなんて、<br>普段からたるんでる証拠ですわ。,900050018,20,
28,白井 黒子,5000201,肝心な時に応援できない輩は<br>お姉様にはふさわしくありませんの！,0,20,
29,御坂 美琴,4000202,く、黒子？<br>何もそこまで――。,900040021,15,ef_com_00100_002_003_00,
30,白井 黒子,5000201,お姉様は黙っていてくださいまし！,900050025,20,
31,佐天 涙子,37000201,（初春……！）,900370024,20,,
32,初春 飾利,36000201,（はい、わかってます、佐天さん……！）,900360006,13,
33,白井 黒子,5000201,そもそも、できもしない約束をする男なんて、<br>信用に値しな――むぐぅっ！？,900050030,15,ef_com_00100_002_003_00,
34,佐天 涙子,37000201,御坂さん、私たち、先に帰ってますね！,900370002,12,
35,初春 飾利,36000201,今日はお疲れ様でした。,900360028,12,
