#ID,名称,CharaID,メッセージ（全角26文字x2行）,ボイスID,表情差分,
#,,,メイン: とある魔術の禁書目録 チャプター18,
#,,,神の力,,,
#,,,#【学園都市・鉄橋】,
#,,,#アニメシーン画像より。ワイヤーに囲まれたアックア。,
#,,,#ワイヤーが縮まる。,
#,,,#ワイヤーを切り飛ばすアックア。,
#,,,#耳元で囁く声。,
1,声,999000101,「殺したな」,1,10,
#,,,#アニメシーン画像より。アックアの周りを漂うワイヤー。,
2,声,999000101,「――ワタシをコロしたな」,1,10,
#,,,#アニメシーン画像より。察するアックア、赤い霧が発生する。,
3,アックア,64000101,（なるほど。そう来るのであるか……）,1,11,
#,,,#アニメシーン画像より。アックアの全身を包む霧。,
#,,,#霧を見て話す五和。,
4,五和,30000201,隠れた術式の正体は、『殺人に対する罰』。,1,13,
#,,,#アニメシーン画像より。赤い霧。,
5,五和,30000201,ワイヤーを一個人の生命線と再定義し、<br>それを破壊した者に罰を与える術式です。,1,13,
#,,,#アニメシーン画像より。霧の内部で爆発が起こる。,,,
#,,,#アニメシーン画像より。話を続ける五和。,
6,五和,30000201,これはどんな文化圏の防御術式でも防ぐ事はできない<br>『負の怨嗟』を意味しています。,1,13,
#,,,#アニメシーン画像より。破られる霧。,,,
#,,,#橋の上に広がる煙。,
#,,,#アニメシーン画像より。橋の上、流れる煙。,
7,アックア,64000101,私の特性は『<ruby>神の力</ruby>』。そして受胎告知との繋がりから、<br>聖母崇拝の秘儀をある程度行使する事ができる。,1,10,
8,アックア,64000101,聖母崇拝の特徴は、<br>『厳罰に対する減衰』である。,1,10,
#,,,#アニメシーン画像より。一面の煙。,
9,アックア,64000101,あらゆる罪と悪に対する罰則などの制約行為は<br>私に対して意味をなくす。,1,10,
#,,,#アニメシーン画像より。煙を薙ぎ払うアックア。,
10,アックア,64000101,……ふむ。,1,11,
#,,,#アニメシーン画像より。橋の上には誰もいない。,
11,アックア,64000101,人の話は最後まで聞くものではないかね。,1,11,
#,,,#アニメシーン画像より。少し笑うアックア。,
12,アックア,64000101,まぁ、追う楽しみは増えたのであるが。,1,12,
#,,,#END,















































































