#command,param1,param2,param3,param4,
#,
print,常盤台中学 Chapter6,
control,1,
bgm,stop,
stage,007004002,,,,
bgm,play,30010007,1,,
chara,9000101,婚后 光子,17,
chara,4000102,御坂 美琴,12,
chara,5000102,白井 黒子,10,
place,白井 黒子,
+白井 黒子.fade,out,0.1,
+御坂 美琴.fade,out,0.1,
+婚后 光子.fade,out,0.1,
talk,start,
+talk,show,0,
+fade,in,1.0,#000000,0,
白井 黒子.fade,in,0.5,
+talk,1,白井 黒子,,,
+talk,show,1,
talk,2,白井 黒子,,,
fade,out,1.5,#FFFFFF,0,
talk,clear,1,
+白井 黒子.fade,out,0.1,
+御坂 美琴.fade,in,0.1,
+婚后 光子.fade,in,0.1,
+place,空白,婚后 光子,御坂 美琴,空白,
+focus,on,婚后 光子,
stage,022002001,,,,
screen.effect,ef_ui_00600_001_000_00,"(0,0)",2,0,
fade,in,0.5,#FFFFFF,0,
screen.effect,ef_com_00000_001_007_00,"(0,0)",1,0,
talk,3,婚后 光子,,,
talk,4,御坂 美琴,,,
talk,5,婚后 光子,,,
talk,6,御坂 美琴,,,
screen.effect,stop,
fade,out,1.5,#FFFFFF,0,
talk,clear,1,
+御坂 美琴.fade,out,0.1,
+婚后 光子.fade,out,0.1,
+place,婚后 光子,御坂 美琴,空白,白井 黒子,
stage,007004002,,,,
bgm,play,30010006,1,,
fade,in,0.5,#FFFFFF,0,
白井 黒子.fade,in,0.5,
+talk,7,白井 黒子,,,
婚后 光子.fade,in,0.5,
+talk,8,婚后 光子,,,
御坂 美琴.fade,in,0.5,
+talk,9,御坂 美琴,,,
talk,10,婚后 光子,,,
talk,11,御坂 美琴,,,
talk,12,御坂 美琴,,,
talk,13,婚后 光子,,,
talk,14,白井 黒子,,,
talk,15,白井 黒子,,,
talk,16,白井 黒子,,,
talk,17,婚后 光子,,,
talk,18,白井 黒子,,,
bgm,stop,
se,play,0300100000050,,,
wait,1,
talk,19,御坂 美琴,,,
talk,20,白井 黒子,,,
bgm,play,30010008,1,,
se,play,0300100000020,,,
talk,21,御坂 美琴,,,
talk,22,婚后 光子,,,
talk,23,寮監,,,
talk,24,御坂 美琴,,,
talk,25,御坂 美琴,,,
talk,26,寮監,,,
talk,27,寮監,,,
talk,28,御坂 美琴,,,
talk,29,寮監,,,
talk,30,御坂 美琴,,,
talk,31,寮監,,,
talk,32,御坂 美琴,,,
talk,33,寮監,,,
se,play,0300100000030,,,
talk,34,御坂 美琴,,,
talk,35,婚后 光子,,,
talk,36,御坂 美琴,,,
talk,37,婚后 光子,,,
talk,38,御坂 美琴,,,
talk,39,婚后 光子,,,
talk,40,御坂 美琴,,,
talk,41,婚后 光子,,,
+婚后 光子.shake,"(0.1,0)","(10,0)",1,
talk,42,御坂 美琴,,,
talk,43,婚后 光子,,,
se,play,0300200000102,,,
+婚后 光子.move,0,4,0.5,
婚后 光子.fade,out,0.1,
talk,44,御坂 美琴,,,
talk,45,白井 黒子,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],








