#command,param1,param2,param3,param4,
#,女教皇様のこと,
control,1,
chara,1000101,上条 当麻,10,
chara,30000101,五和,10,
talk,start,
+talk,show,0,
stage,1001001,,,,
+fade,in,1.0,#000000,0,
+bgm,play,030010001,,,
talk,1,上条 当麻,,,
+talk,show,1,
+上条 当麻.fade,in,0.5,
+place,上条 当麻,空白,
talk,2,五和,,,
+五和.fade,in,0.5,
+place,上条 当麻,五和,
talk,3,上条 当麻,,,
talk,4,五和,,,
talk,5,五和,,,
talk,6,上条 当麻,,,
talk,7,五和,,,
talk,8,上条 当麻,,,
talk,9,五和,,,
se,play,300200000100,,,
+五和.fade,out,1,
talk,10,上条 当麻,,,
wait,1,,,,
fade,out,1.0,#FFFFFF,0,
bgm,stop,
wait,1,
[END],


