#command,param1,param2,param3,param4,
#,
print,上条 当麻 チャプター03,
control,1,
bgm,stop,
stage,7001001,,,,
bgm,play,30010003,,,
chara,1000101,上条 当麻,12,
chara,4000102,御坂 美琴,20,
chara,10000101,食蜂 操祈,10,
place,上条 当麻,
+上条 当麻.fade,out,0.1,
+御坂 美琴.fade,out,0.1,
+食蜂 操祈.fade,out,0.1,
talk,start,
+talk,show,0,
+fade,in,1.0,#000000,0,
上条 当麻.fade,in,0.5,
+talk,1,上条 当麻,,,
+talk,show,1,
talk,2,上条 当麻,,,
上条 当麻.fade,out,0.1,
place,食蜂 操祈,御坂 美琴,
御坂 美琴.fade,in,0.5,
+talk,3,御坂 美琴,,,
食蜂 操祈.fade,in,0.5,
+talk,4,食蜂 操祈,,,
talk,5,御坂 美琴,,,
talk,6,食蜂 操祈,,,
talk,7,御坂 美琴,,,
御坂 美琴.fade,out,0.1,
+食蜂 操祈.fade,out,0.1,
place,上条 当麻,
上条 当麻.fade,in,0.5,
+talk,8,上条 当麻,,,
talk,9,上条 当麻,,,
talk,10,上条 当麻,,,
talk,11,上条 当麻,,,
上条 当麻.fade,out,0.1,
place,食蜂 操祈,御坂 美琴,上条 当麻,
食蜂 操祈.fade,in,0.5,
+talk,12,食蜂 操祈,,,
御坂 美琴.fade,in,0.5,
+talk,13,御坂 美琴,,,
talk,14,食蜂 操祈,,,
上条 当麻.fade,in,0.5,
+talk,15,上条 当麻,,,
talk,16,上条 当麻,,,
talk,17,御坂 美琴,,,
talk,18,上条 当麻,,,
talk,19,上条 当麻,,,
talk,20,食蜂 操祈,,,
talk,21,上条 当麻,,,
talk,22,御坂 美琴,,,
talk,23,上条 当麻,,,
+se,play,0300200000062,,,
fade,out,1.5,#FFFFFF,0,
+talk,show,0,
上条 当麻.fade,out,0.1,
+御坂 美琴.fade,out,0.1,
+食蜂 操祈.fade,out,0.1,
上条 当麻.facial,21,
+御坂 美琴.facial,10,
+食蜂 操祈.facial,11,
stage,7002001,,,,
place,食蜂 操祈,上条 当麻,御坂 美琴,
bgm,play,30010005,,,
wait,0.5,
fade,in,1.5,#FFFFFF,0,
上条 当麻.fade,in,0.5,
+talk,24,上条 当麻,,,
+talk,show,1,
talk,25,上条 当麻,,,
食蜂 操祈.fade,in,0.5,
+talk,26,食蜂 操祈,,,
talk,27,上条 当麻,,,
御坂 美琴.fade,in,0.5,
+talk,28,御坂 美琴,,,
talk,29,御坂 美琴,,,
talk,30,上条 当麻,,,
talk,31,御坂 美琴,,,
talk,32,上条 当麻,,,
talk,33,食蜂 操祈,,,
talk,34,御坂 美琴,,,
bgm,play,30010003,,,
talk,35,上条 当麻,,,
talk,36,上条 当麻,,,
talk,37,御坂 美琴,,,
talk,38,食蜂 操祈,,,
talk,39,御坂 美琴,,,
talk,40,食蜂 操祈,,,
talk,41,御坂 美琴,,,
talk,42,食蜂 操祈,,,
talk,43,御坂 美琴,,,
talk,44,食蜂 操祈,,,
talk,45,御坂 美琴,,,
talk,46,食蜂 操祈,,,
talk,47,上条 当麻,,,
talk,48,上条 当麻,,,
talk,49,御坂 美琴,,,
talk,50,食蜂 操祈,,,
talk,51,上条 当麻,,,
+se,play,0300200000062,,,
fade,out,1.5,#FFFFFF,0,
+talk,show,0,
上条 当麻.fade,out,0.1,
+御坂 美琴.fade,out,0.1,
+食蜂 操祈.fade,out,0.1,
上条 当麻.facial,10,
+御坂 美琴.facial,11,
+食蜂 操祈.facial,10,
stage,007010004,,,,
bgm,play,30010004,,,
wait,0.5,
fade,in,1.5,#FFFFFF,0,
御坂 美琴.fade,in,0.5,
+talk,52,御坂 美琴,,,
+talk,show,1,
食蜂 操祈.fade,in,0.5,
+talk,53,食蜂 操祈,,,
上条 当麻.fade,in,0.5,
+talk,54,上条 当麻,,,
talk,55,上条 当麻,,,
talk,56,御坂 美琴,,,
talk,57,食蜂 操祈,,,
talk,58,上条 当麻,,,
talk,59,御坂 美琴,,,
talk,60,御坂 美琴,,,
talk,61,食蜂 操祈,,,
talk,62,上条 当麻,,,
talk,63,御坂 美琴,,,
talk,64,食蜂 操祈,,,
talk,65,御坂 美琴,,,
talk,66,食蜂 操祈,,,
御坂 美琴.fade,out,0.5,
+食蜂 操祈.fade,out,0.5,
+se,play,_0300200000062,,,
talk,67,上条 当麻,,,
talk,68,上条 当麻,,,
talk,69,上条 当麻,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],








