#command,param1,param2,param3,param4,
#,
control,1,
stage,5004002,,,,
bgm,stop,,,,
chara,4000101,御坂 美琴,13,
chara,21000105,ミサカ,10,
+place,ミサカ,御坂 美琴,
+focus,on,御坂 美琴,
image,100020605,5,シーン01,
シーン01.fade,in,0.5,
bgm,play,30010011,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
#,,,,,
#,,,,,
talk,1,御坂 美琴,,,
+talk,show,1,
#,,,,,
talk,2,御坂 美琴,,,
bgm,stop,,,,
image,100020606,1,シーン02,
シーン02.fade,in,0.5,
シーン01.fade,out,0.1,
bgm,play,30010006,,,
wait,1,
talk,3,？？？,,,
#,,,,,
talk,4,御坂 美琴,,,
talk,5,？？？,,,
#,,,,,
image,100020606,2,シーン03,
シーン03.fade,in,0.5,
シーン02.fade,out,0.1,
wait,1,
talk,6,御坂 美琴,,,
#,,,,,
#,,,,,
bgm,stop,,,,
image,100020606,3,シーン04,
シーン04.fade,in,0.5,
シーン03.fade,out,0.1,
bgm,play,30010002,,,
se,play,300500000010,,,
wait,1,
talk,7,御坂 美琴,,,
talk,8,？？？,,,
talk,9,御坂 美琴,,,
#,,,,,
talk,10,御坂 美琴,,,
#,,,,,
talk,11,？？？,,,
#,,,,,
wait,0.5,
fade,out,1,#FFFFFF,0,
御坂 美琴.facial,13,
+focus,on,御坂 美琴,
+talk,show,0,
シーン04.fade,out,0.1,
wait,1,
fade,in,1,#FFFFFF,0,
talk,12,御坂 美琴,,,
+talk,show,1,
#,,,,,
talk,13,御坂 美琴,,,
#,,,,,
talk,14,ミサカ,,,
#,,,,,
talk,15,御坂 美琴,,,
#,,,,,
talk,16,御坂 美琴,,,
#,,,,,
bgm,stop,,,,
talk,17,ミサカ,,,
bgm,play,30010011,,,
#,,,,,
talk,18,ミサカ,,,
#,,,,,
talk,19,御坂 美琴,,,
#,,,,,
talk,20,ミサカ,,,
#,,,,,
talk,21,御坂 美琴,,,
talk,22,ミサカ,,,
#,,,,,
talk,23,御坂 美琴,,,
talk,24,ミサカ,,,
#,,,,,
talk,25,御坂 美琴,,,
#,,,,,
talk,26,御坂 美琴,,,
talk,27,ミサカ,,,
#,,,,,
talk,28,御坂 美琴,,,
#,,,,,
talk,29,御坂 美琴,,,
#,,,,,
talk,30,御坂 美琴,,,
#,,,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
