#command,param1,param2,param3,param4,
#,
control,1,,,,
chara,19000101,フレンダ,10,,
chara,11000101,麦野 沈利,10,,
talk,start,,,,
+talk,show,0,,,
place,フレンダ,麦野 沈利,,,
+フレンダ.fade,out,0.1,,,
+麦野 沈利.fade,out,0.1,,,
stage,010001001,,,,
+fade,in,1.0,#000000,0,
+bgm,play,30010007,1,,
# 会話開始,
talk,1,フレンダ,,,
+talk,show,1,
+フレンダ.fade,in,0.5,
talk,2,麦野 沈利,,,
+麦野 沈利.fade,in,0.5,
talk,3,フレンダ,,,
wait,0.3,
talk,4,麦野 沈利,,,
talk,5,フレンダ,,,
talk,6,麦野 沈利,,,
talk,7,フレンダ,,,
フレンダ.move,0,4,1,
+se,play,0300200000090,,,
フレンダ.fade,out,0.5,,,
wait,1,
talk,8,麦野 沈利,,,
wait,1,,,,
fade,out,1.0,#FFFFFF,0,
bgm,stop,
wait,1,
[END],


















































