#command,param1,param2,param3,param4,
#,
control,1,
bgm,stop,,,,
image,100020621,1,シーン01,
シーン01.fade,in,0.5,
bgm,play,30010020,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
se,play,300200000260,,,
#,,,,,
#,,,,,
talk,1,フレンダ,,,
+talk,show,1,
#,,,,,
talk,2,御坂 美琴,,,
#,,,,,
talk,3,御坂 美琴,,,
#,,,,,
talk,4,御坂 美琴,,,
#,,,,,
talk,5,フレンダ,,,
talk,6,御坂 美琴,,,
#,,,,,
talk,7,御坂 美琴,,,
talk,8,フレンダ,,,
#,,,,,
image,100020621,2,シーン02,
シーン02.fade,in,0.5,
シーン01.fade,out,0.1,
se,play,300200000210,,,
wait,1,
talk,9,御坂 美琴,,,
#,,,,,
talk,10,御坂 美琴,,,
#,,,,,
talk,11,フレンダ,,,
#,,,,,
talk,12,御坂 美琴,,,
talk,13,フレンダ,,,
#,,,,,
talk,14,フレンダ,,,
#,,,,,
talk,15,御坂 美琴,,,
#,,,,,
talk,16,御坂 美琴,,,
#,,,,,
talk,17,御坂 美琴,,,
#,,,,,
talk,18,御坂 美琴,,,
talk,19,フレンダ,,,
#,,,,,
talk,20,御坂 美琴,,,
#,,,,,
bgm,stop,,,,
talk,show,0,
image,100020621,3,シーン03,
シーン03.fade,in,0.5,
シーン02.fade,out,0.1,
bgm,play,30010012,,,
wait,2,
image,100020621,4,シーン04,
シーン04.fade,in,0.5,
シーン03.fade,out,0.1,
se,play,300700000910,,,
wait,1,
talk,21,？？？,,,
+talk,show,1,
#,,,,,
talk,22,麦野 沈利,,,
#,,,,,
image,100020621,5,シーン05,
シーン05.fade,in,0.5,
シーン04.fade,out,0.1,
wait,1,
talk,23,麦野 沈利,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
