#command,param1,param2,param3,param4,
#,
print,白井黒子 チャプター04,
control,1,
bgm,stop,
stage,14001001,,,,
bgm,play,30010011,1,,
chara,506000107,男子学生,10,
chara,35000101,固法美偉,10,
chara,36000101,初春飾利,10,
chara,5000102,白井黒子,10,
talk,start,
+talk,show,0,
+fade,in,1.0,#000000,0,
talk,1,白井黒子,,,
+talk,show,1,
+白井黒子.fade,in,0.5,
+place,白井黒子,空白,
talk,2,固法美偉,,,
+固法美偉.fade,in,0.5,
+place,白井黒子,固法美偉,
talk,3,白井黒子,,,
talk,4,白井黒子,,,
talk,5,固法美偉,,,
talk,6,白井黒子,,,
talk,7,白井黒子,,,
talk,8,固法美偉,,,
talk,9,白井黒子,,,
talk,10,固法美偉,,,
talk,11,白井黒子,,,
talk,12,固法美偉,,,
talk,13,白井黒子,,,
fade,out,1.5,#000000,0,
talk,show,0,
+白井黒子.fade,out,0.1,
+固法美偉.fade,out,0.1,
wait,0.5,
fade,in,1.5,#000000,0,
talk,14,固法美偉,,,
+talk,show,1,
+固法美偉.fade,in,0.5,
+place,固法美偉,空白,
talk,15,初春飾利,,,
+初春飾利.fade,in,0.5,
+place,固法美偉,初春飾利,
se,play,0300100000360,,,
talk,16,初春飾利,,,
talk,17,固法美偉,,,
talk,18,初春飾利,,,
talk,19,固法美偉,,,
talk,20,初春飾利,,,
talk,21,固法美偉,,,
fade,out,1.5,#000000,0,
talk,show,0,
stage,22001001,,,,
+固法美偉.fade,out,0.1,
+初春飾利.fade,out,0.1,
wait,0.5,
bgm,play,30010010,1,,
fade,in,1.5,#000000,0,
talk,22,白井黒子,,,
+talk,show,1,
+白井黒子.fade,in,0.5,
+place,空白,空白,白井黒子,
se,play,300100000010,,,
wait,1,
se,play,300100000020,,,
talk,23,白井黒子,,,
talk,24,初春飾利,,,
talk,25,白井黒子,,,
talk,26,初春飾利,,,
bgm,play,30010014,1,,
talk,27,白井黒子,,,
talk,28,初春飾利,,,
talk,29,初春飾利,,,
talk,30,白井黒子,,,
se,play,300100000030,,,
talk,31,白井黒子,,,
bgm,play,30010017,1,,
talk,32,白井黒子,,,
talk,33,白井黒子,,,
talk,34,男子学生,,,
+男子学生.fade,in,0.5,
+place,空白,男子学生,白井黒子,
talk,35,白井黒子,,,
se,play,300700000590,,,
+白井黒子.fade,out,0.2,
wait,0.5,
+白井黒子.fade,in,0.5,
+place,白井黒子,男子学生,空白,
wait,0.5,
talk,36,男子学生,,,
+focus,off,白井黒子,
talk,37,男子学生,,,
talk,38,白井黒子,,,
talk,39,男子学生,,,
talk,40,男子学生,,,
bgm,play,30010015,1,,
talk,41,男子学生,,,
talk,42,白井黒子,,,
talk,43,白井黒子,,,
talk,44,男子学生,,,
+男子学生.shake,"(0.10,0)","(10,0)",1,
talk,45,白井黒子,,,
+se,play,300700000060,,,
talk,46,男子学生,,,
talk,47,男子学生,,,
talk,48,白井黒子,,,
talk,49,白井黒子,,,
bgm,play,30010018,1,,
talk,50,男子学生,,,
talk,51,男子学生,,,
talk,52,男子学生,,,
talk,53,白井黒子,,,
talk,54,男子学生,,,
talk,55,白井黒子,,,
talk,56,白井黒子,,,
talk,57,白井黒子,,,
talk,58,男子学生,,,
talk,59,白井黒子,,,
talk,60,男子学生,,,
bgm,play,30010016,1,,
talk,61,白井黒子,,,
se,play,0300600000060,,,
talk,62,固法美偉,,,
+固法美偉.fade,in,0.5,
+place,白井黒子,男子学生,固法美偉,
talk,63,白井黒子,,,
talk,64,固法美偉,,,
talk,65,男子学生,,,
talk,66,白井黒子,,,
talk,67,固法美偉,,,
talk,68,白井黒子,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],








