#command,param1,param2,param3,param4,
#,
print,御坂 美琴 チャプター07,
control,1,
bgm,stop,
stage,7001001,,,,
bgm,play,30010001,,,
chara,516000106,不良B,10,
chara,504000106,不良A,10,
chara,4000102,御坂 美琴,10,
chara,1000101,上条 当麻,10,
place,上条 当麻,御坂 美琴,不良A,不良B,
+不良A.fade,out,0.1,
+不良B.fade,out,0.1,
+御坂 美琴.fade,out,0.1,
+上条 当麻.fade,out,0.1,
talk,start,
+talk,show,0,
+fade,in,1.0,#000000,0,
御坂 美琴.fade,in,0.5,
+talk,1,御坂 美琴,,,
+talk,show,1,
talk,2,御坂 美琴,,,
talk,3,御坂 美琴,,,
talk,4,御坂 美琴,,,
talk,5,御坂 美琴,,,
不良A.fade,in,0.5,
+talk,6,不良A,,,
+bgm,play,30010010,,,
talk,7,御坂 美琴,,,
talk,8,不良A,,,
不良B.fade,in,0.5,
+talk,9,不良B,,,
talk,10,不良B,,,
talk,11,御坂 美琴,,,
talk,12,御坂 美琴,,,
talk,13,不良A,,,
talk,14,？？？,,,
+bgm,play,30010001,,,
talk,15,御坂 美琴,,,
talk,16,不良B,,,
上条 当麻.fade,in,0.5,
+talk,17,上条 当麻,,,
+bgm,play,30010005,,,
talk,18,御坂 美琴,,,
talk,19,上条 当麻,,,
talk,20,不良A,,,
talk,21,御坂 美琴,,,
talk,22,上条 当麻,,,
talk,23,不良B,,,
fade,out,1.5,#FFFFFF,0,
+talk,show,0,
+se,play,0300200000140,,,
御坂 美琴.fade,out,0.1,
+上条 当麻.fade,out,0.1,
+不良A.fade,out,0.1,
+不良B.fade,out,0.1,
御坂 美琴.facial,10,
+上条 当麻.facial,10,
stage,5002002,,,,
place,上条 当麻,御坂 美琴,
+bgm,play,30010004,,,
wait,0.5,
fade,in,1.5,#FFFFFF,0,
御坂 美琴.fade,in,0.5,
+talk,24,御坂 美琴,,,
+talk,show,1,
上条 当麻.fade,in,0.5,
+talk,25,上条 当麻,,,
talk,26,御坂 美琴,,,
talk,27,上条 当麻,,,
talk,28,御坂 美琴,,,
talk,29,御坂 美琴,,,
talk,30,上条 当麻,,,
talk,31,上条 当麻,,,
talk,32,御坂 美琴,,,
talk,33,上条 当麻,,,
talk,34,御坂 美琴,,,
talk,35,御坂 美琴,,,
talk,36,上条 当麻,,,
talk,37,御坂 美琴,,,
talk,38,上条 当麻,,,
talk,39,御坂 美琴,,,
talk,40,御坂 美琴,,,
talk,41,上条 当麻,,,
talk,42,御坂 美琴,,,
talk,43,御坂 美琴,,,
talk,44,上条 当麻,,,
talk,45,御坂 美琴,,,
talk,46,上条 当麻,,,
talk,47,上条 当麻,,,
talk,48,上条 当麻,,,
talk,49,御坂 美琴,,,
talk,50,御坂 美琴,,,
talk,51,上条 当麻,,,
talk,52,御坂 美琴,,,
talk,53,上条 当麻,,,
talk,54,御坂 美琴,,,
talk,55,上条 当麻,,,
talk,56,御坂 美琴,,,
talk,57,上条 当麻,,,
talk,58,御坂 美琴,,,
talk,59,御坂 美琴,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],








