#command,param1,param2,param3,param4,
#,
control,1,
stage,14001001,,,,
bgm,stop,,,,
chara,37000101,佐天 涙子,11,
chara,35000101,固法 美偉,11,
chara,36000101,初春 飾利,10,
+place,固法 美偉,佐天 涙子,初春 飾利,
+focus,on,固法 美偉,
bgm,play,30010002,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
talk,1,固法 美偉,,,
+talk,show,1,
talk,2,固法 美偉,,,
talk,3,固法 美偉,,,
talk,4,固法 美偉,,,
talk,5,佐天 涙子,,,
talk,6,佐天 涙子,,,
talk,7,初春 飾利,,,
talk,8,固法 美偉,,,
talk,9,固法 美偉,,,
talk,10,佐天 涙子,,,
talk,11,初春 飾利,,,
talk,12,固法 美偉,,,
talk,13,固法 美偉,,,
talk,14,佐天 涙子,,,
talk,15,初春 飾利,,,
talk,16,固法 美偉,,,
talk,17,固法 美偉,,,
talk,18,佐天 涙子,,,
bgm,stop,,,,
talk,19,固法 美偉,,,
bgm,play,30010001,,,
talk,20,佐天 涙子,,,
talk,21,佐天 涙子,,,
talk,22,固法 美偉,,,
talk,23,佐天 涙子,,,
talk,24,佐天 涙子,,,
talk,25,佐天 涙子,,,
talk,26,初春 飾利,,,
talk,27,固法 美偉,,,
talk,28,佐天 涙子,,,
talk,29,佐天 涙子,,,
talk,30,固法 美偉,,,
talk,31,初春 飾利,,,
talk,32,初春 飾利,,,
talk,33,固法 美偉,,,
talk,34,固法 美偉,,,
talk,35,固法 美偉,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
