#command,param1,param2,param3,param4,
#,
print,chapter1,
stage,010001001,,,,
control,1,
bgm,stop,
+image,999999999,0,シーン00,
chara,66000101,浜面 仕上,10,
chara,11000101,麦野 沈利,10,
chara,20000101,滝壺 理后,10,
chara,19000101,フレンダ,10,
chara,18000101,絹旗 最愛,10,
place,麦野 沈利,滝壺 理后,絹旗 最愛,フレンダ,
+focus,on,フレンダ,
+浜面 仕上.fade,out,0.5,
+滝壺 理后.fade,in,0.5,
+フレンダ.fade,in,0.5,
+絹旗 最愛.fade,in,0.5,
+麦野 沈利.fade,in,0.5,
+talk,start,
+talk,show,0,
fade,in,1,#000000,0,
bgm,play,30010001,,,
wait,0.5,
talk,show,1,,,
+talk,1,フレンダ,,,
talk,2,滝壺 理后,,,
talk,3,麦野 沈利,,,
talk,4,フレンダ,,,
talk,5,フレンダ,,,
talk,6,絹旗 最愛,,,
talk,7,麦野 沈利,,,
talk,8,滝壺 理后,,,
talk,9,フレンダ,,,
talk,10,フレンダ,,,
talk,11,絹旗 最愛,,,
talk,12,麦野 沈利,,,
talk,13,滝壺 理后,,,
talk,14,フレンダ,,,
wait,1,,,,
fade,out,1,#FFFFFF,0,
talk,show,0,
+滝壺 理后.fade,out,0.5,
+フレンダ.fade,out,0.5,
+絹旗 最愛.fade,out,0.5,
+麦野 沈利.fade,out,0.5,
stage,015001001,,,,
place,麦野 沈利,絹旗 最愛,フレンダ,
+フレンダ.fade,in,0.5,
+絹旗 最愛.fade,in,0.5,
+麦野 沈利.fade,in,0.5,
wait,2,
bgm,play,30010003,,,
fade,in,1,#FFFFFF,0,
talk,15,フレンダ,,,
+talk,show,1,
talk,16,滝壺 理后,,,
+se,play,300400000340,,,
talk,17,麦野 沈利,,,
talk,18,絹旗 最愛,,,
talk,19,フレンダ,,,
talk,20,滝壺 理后,,,
talk,21,麦野 沈利,,,
talk,22,絹旗 最愛,,,
talk,23,絹旗 最愛,,,
wait,1,,,,
fade,out,1,#FFFFFF,0,
talk,show,0,
wait,2,
fade,in,1,#FFFFFF,0,
talk,24,絹旗 最愛,,,
+talk,show,1,
+se,play,300400000340,,,
talk,25,滝壺 理后,,,
talk,26,麦野 沈利,,,
talk,27,フレンダ,,,
talk,28,絹旗 最愛,,,
talk,29,フレンダ,,,
talk,30,麦野 沈利,,,
wait,1,,,,
fade,out,1,#FFFFFF,0,
talk,show,0,
wait,2,
fade,in,1,#FFFFFF,0,
talk,31,麦野 沈利,,,
+talk,show,1,
+se,play,300400000340,,,
talk,32,滝壺 理后,,,
talk,33,フレンダ,,,
talk,34,絹旗 最愛,,,
talk,35,麦野 沈利,,,
talk,36,滝壺 理后,,,
talk,37,フレンダ,,,
talk,38,麦野 沈利,,,
talk,39,絹旗 最愛,,,
talk,40,滝壺 理后,,,
talk,41,麦野 沈利,,,
talk,42,絹旗 最愛,,,
talk,43,フレンダ,,,
talk,44,麦野 沈利,,,
wait,1,,,,
fade,out,1,#FFFFFF,0,
talk,show,0,
+フレンダ.fade,out,0.5,
+絹旗 最愛.fade,out,0.5,
+麦野 沈利.fade,out,0.5,
place,麦野 沈利,滝壺 理后,絹旗 最愛,フレンダ,
+フレンダ.fade,in,0.5,
+絹旗 最愛.fade,in,0.5,
+麦野 沈利.fade,in,0.5,
+滝壺 理后.fade,in,0.5,
wait,2,
bgm,play,30010002,,,
fade,in,1,#FFFFFF,0,
talk,45,麦野 沈利,,,
+talk,show,1,
talk,46,絹旗 最愛,,,
talk,47,フレンダ,,,
talk,48,フレンダ,,,
talk,49,麦野 沈利,,,
talk,50,滝壺 理后,,,
talk,51,滝壺 理后,,,
talk,52,麦野 沈利,,,
talk,53,絹旗 最愛,,,
talk,54,フレンダ,,,
talk,55,滝壺 理后,,,
talk,56,麦野 沈利,,,
talk,57,フレンダ,,,
talk,58,絹旗 最愛,,,
talk,59,滝壺 理后,,,
talk,60,麦野 沈利,フレンダ,絹旗 最愛,
+フレンダ.facial,14,
+絹旗 最愛.facial,14,
+麦野 沈利.facial,14,
wait,3,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
